This run aims to check if discrepancy is less than 0.0096
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.019464673637,     	0.0,                	0.999810545294,     	0.0,                	1.55133042384,      	1.0,                	0.002324621785,     	0.005927774425,     	0.005927774425,     	Normal,             	
1,     	0.018562051012,     	0.005858650188,     	0.999810545294,     	0.30572944418,      	1.55133042384,      	1.0,                	0.00230692992,      	0.0059792715,       	0.0059792715,       	Normal,             	
2,     	0.01590792508,      	0.01121656986,      	0.999810545294,     	0.61413604912,      	1.55133042384,      	1.0,                	0.002285642327,     	0.006031512356,     	0.006031512356,     	Normal,             	
3,     	0.011710486614,     	0.015547926648,     	0.999810545294,     	0.925259050813,     	1.55133042384,      	1.0,                	0.002280747888,     	0.00602494225,      	0.00602494225,      	Normal,             	
4,     	0.006394897852,     	0.018384199772,     	0.999810545294,     	1.236040391348,     	1.55133042384,      	1.0,                	0.002286364085,     	0.006025823137,     	0.006025823137,     	Normal,             	
5,     	0.000465721586,     	0.019459101295,     	0.999810545294,     	1.546867539595,     	1.55133042384,      	1.0,                	0.002306405684,     	0.006025368336,     	0.006025368336,     	Normal,             	
6,     	-0.00550764705,     	0.01866920844,      	0.999810545294,     	1.857671037347,     	1.55133042384,      	1.0,                	0.002294657577,     	0.006009062352,     	0.006009062352,     	Normal,             	
7,     	-0.010939605405,    	0.016099644511,     	0.999810545294,     	2.16762662316,      	1.55133042384,      	1.0,                	0.002293289677,     	0.005990277797,     	0.005990277797,     	Normal,             	
8,     	-0.015317232466,    	0.012010658157,     	0.999810545294,     	2.476605480778,     	1.55133042384,      	1.0,                	0.002303941929,     	0.005954637944,     	0.005954637944,     	Normal,             	
9,     	-0.018231549734,    	0.006817925938,     	0.999810545294,     	2.783731400293,     	1.55133042384,      	1.0,                	0.002332831227,     	0.005932102341,     	0.005932102341,     	Normal,             	
