This run aims to check if discrepancy is less than 0.0226
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.044843109775,     	0.0,                	0.998994041777,     	0.0,                	1.525938174202,     	1.0,                	0.005628450825,     	0.014355298634,     	0.014355298634,     	Normal,             	
1,     	0.042545381095,     	0.014170216716,     	0.998994041777,     	0.321505636279,     	1.525938174202,     	1.0,                	0.005524697582,     	0.014839413651,     	0.014839413651,     	Normal,             	
2,     	0.035591317977,     	0.027279343447,     	0.998994041777,     	0.653952937558,     	1.525938174202,     	1.0,                	0.005382391446,     	0.01515617378,      	0.01515617378,      	Normal,             	
3,     	0.024471156543,     	0.037577479848,     	0.998994041777,     	0.993564871424,     	1.525938174202,     	1.0,                	0.005627678618,     	0.014788201108,     	0.014788201108,     	Normal,             	
4,     	0.010917960039,     	0.043493708083,     	0.998994041777,     	1.324854229576,     	1.525938174202,     	1.0,                	0.005513796924,     	0.015076057344,     	0.015076057344,     	Normal,             	
5,     	-0.004113377234,    	0.044654054933,     	0.998994041777,     	1.662653639404,     	1.525938174202,     	1.0,                	0.00557367738,      	0.014806263683,     	0.014806263683,     	Normal,             	
6,     	-0.018430695594,    	0.040880483781,     	0.998994041777,     	1.994351389274,     	1.525938174202,     	1.0,                	0.005562517857,     	0.014743513749,     	0.014743513749,     	Normal,             	
7,     	-0.03069237843,     	0.032693766999,     	0.998994041777,     	2.324630433781,     	1.525938174202,     	1.0,                	0.005389399526,     	0.015041201989,     	0.015041201989,     	Normal,             	
8,     	-0.039776619584,    	0.020705676244,     	0.998994041777,     	2.661641376706,     	1.525938174202,     	1.0,                	0.00561261276,      	0.014769879262,     	0.014769879262,     	Normal,             	
9,     	-0.044345741981,    	0.00666030498,      	0.998994041777,     	2.992516495315,     	1.525938174202,     	1.0,                	0.005495330332,     	0.014743632645,     	0.014743632645,     	Normal,             	
10,    	-0.044108900016,    	-0.008081425226,    	0.998994041777,     	3.322798227785,     	1.525938174202,     	1.0,                	0.005354510662,     	0.015303946117,     	0.015303946117,     	Normal,             	
