This run aims to check if discrepancy is less than 0.0119
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.024154973612,     	0.0,                	0.999708226059,     	0.0,                	1.546639003645,     	1.0,                	0.002881528852,     	0.007158495941,     	0.007158495941,     	Normal,             	
1,     	0.023094238358,     	0.007079470662,     	0.999708226059,     	0.297452387539,     	1.546639003645,     	1.0,                	0.00285134946,      	0.007262008499,     	0.007262008499,     	Normal,             	
2,     	0.01994633795,      	0.013623742238,     	0.999708226059,     	0.599238669452,     	1.546639003645,     	1.0,                	0.002840220064,     	0.007284291165,     	0.007284291165,     	Normal,             	
3,     	0.014977894418,     	0.018950604977,     	0.999708226059,     	0.901958074663,     	1.546639003645,     	1.0,                	0.002838163377,     	0.007308912169,     	0.007308912169,     	Normal,             	
4,     	0.00862408015,      	0.022562978344,     	0.999708226059,     	1.205708602206,     	1.546639003645,     	1.0,                	0.002841747215,     	0.007279037787,     	0.007279037787,     	Normal,             	
5,     	0.001510832351,     	0.024107677943,     	0.999708226059,     	1.508208007616,     	1.546639003645,     	1.0,                	0.002837996486,     	0.007309505939,     	0.007309505939,     	Normal,             	
6,     	-0.005769548565,    	0.023455810784,     	0.999708226059,     	1.811983403125,     	1.546639003645,     	1.0,                	0.002841766793,     	0.00727897044,      	0.00727897044,      	Normal,             	
7,     	-0.012495174721,    	0.020672042929,     	0.999708226059,     	2.114479988193,     	1.546639003645,     	1.0,                	0.00283799435,      	0.007309010758,     	0.007309010758,     	Normal,             	
8,     	-0.018106260847,    	0.015988310364,     	0.999708226059,     	2.41823464478,      	1.546639003645,     	1.0,                	0.002841604375,     	0.007261198154,     	0.007261198154,     	Normal,             	
9,     	-0.022039795975,    	0.009884844134,     	0.999708226059,     	2.719986993379,     	1.546639003645,     	1.0,                	0.002832272953,     	0.007293905957,     	0.007293905957,     	Normal,             	
10,    	-0.02398562372,     	0.002855276686,     	0.999708226059,     	3.02310905437,      	1.546639003645,     	1.0,                	0.002830796654,     	0.007315985476,     	0.007315985476,     	Normal,             	
11,    	-0.023740293132,    	-0.004456594237,    	0.999708226059,     	3.327155825542,     	1.546639003645,     	1.0,                	0.002838975476,     	0.007306022904,     	0.007306022904,     	Normal,             	
12,    	0.044643672306,     	0.0,                	0.999002974231,     	0.0,                	1.526137811606,     	1.0,                	0.001395426294,     	0.016150022886,     	0.016150022886,     	Normal,             	
13,    	0.041722505366,     	0.015883640103,     	0.999002974231,     	0.363756078269,     	1.526137811606,     	1.0,                	0.001396513873,     	0.016226546477,     	0.016226546477,     	Normal,             	
14,    	0.03328948819,      	0.029746721718,     	0.999002974231,     	0.729255140498,     	1.526137811606,     	1.0,                	0.00133077361,      	0.016417209058,     	0.016417209058,     	Normal,             	
15,    	0.020286069502,     	0.039768490808,     	0.999002974231,     	1.099098164087,     	1.526137811606,     	1.0,                	0.001381152646,     	0.016263651254,     	0.016263651254,     	Normal,             	
16,    	0.004694687257,     	0.044396141595,     	0.999002974231,     	1.465442465799,     	1.526137811606,     	1.0,                	0.001334336522,     	0.016377045391,     	0.016377045391,     	Normal,             	
17,    	-0.011631137814,    	0.043101903787,     	0.999002974231,     	1.834370274367,     	1.526137811606,     	1.0,                	0.001357018502,     	0.016403504821,     	0.016403504821,     	Normal,             	
18,    	-0.026413454747,    	0.03599148351,      	0.999002974231,     	2.203901008829,     	1.526137811606,     	1.0,                	0.001390160313,     	0.016256933471,     	0.016256933471,     	Normal,             	
19,    	-0.037549363123,    	0.024147521736,     	0.999002974231,     	2.570092275866,     	1.526137811606,     	1.0,                	0.001345471932,     	0.016475108088,     	0.016475108088,     	Normal,             	
20,    	-0.043750772024,    	0.008884110775,     	0.999002974231,     	2.941254790587,     	1.526137811606,     	1.0,                	0.001416912437,     	0.016230442608,     	0.016230442608,     	Normal,             	
21,    	-0.044035503602,    	-0.00734383411,     	0.999002974231,     	3.306842602821,     	1.526137811606,     	1.0,                	0.001408812787,     	0.016114879116,     	0.016150022886,     	cover cap,          	
22,    	0.070511094627,     	0.0,                	0.997510995195,     	0.0,                	1.500226673045,     	1.0,                	0.001808786483,     	0.01446309234,      	0.01446309234,      	Normal,             	
23,    	0.069027774582,     	0.014386827367,     	0.997510995195,     	0.205479262749,     	1.500226673045,     	1.0,                	0.001654925938,     	0.014642119539,     	0.014642119539,     	Normal,             	
24,    	0.064568109087,     	0.028333262333,     	0.997510995195,     	0.413511146747,     	1.500226673045,     	1.0,                	0.001825206208,     	0.014407073386,     	0.014407073386,     	Normal,             	
25,    	0.057461450205,     	0.040865587061,     	0.997510995195,     	0.618191744334,     	1.500226673045,     	1.0,                	0.001727058634,     	0.014398473882,     	0.014398473882,     	Normal,             	
26,    	0.047962222557,     	0.051685971722,     	0.997510995195,     	0.822749741248,     	1.500226673045,     	1.0,                	0.001672500655,     	0.014707035205,     	0.014707035205,     	Normal,             	
27,    	0.036197182993,     	0.06051097759,      	0.997510995195,     	1.031707295267,     	1.500226673045,     	1.0,                	0.001721361882,     	0.014440892404,     	0.014440892404,     	Normal,             	
28,    	0.023110360066,     	0.066616257198,     	0.997510995195,     	1.236870048434,     	1.500226673045,     	1.0,                	0.001641962754,     	0.014673509703,     	0.014673509703,     	Normal,             	
29,    	0.008822208857,     	0.069957008915,     	0.997510995195,     	1.445349537339,     	1.500226673045,     	1.0,                	0.001705431995,     	0.014695090891,     	0.014695090891,     	Normal,             	
30,    	-0.005869625457,    	0.070266364375,     	0.997510995195,     	1.65413676711,      	1.500226673045,     	1.0,                	0.001704698742,     	0.01459483064,      	0.01459483064,      	Normal,             	
31,    	-0.020209963342,    	0.067552733825,     	0.997510995195,     	1.861494359519,     	1.500226673045,     	1.0,                	0.001705085164,     	0.0145814366,       	0.0145814366,       	Normal,             	
32,    	-0.033672608202,    	0.061951351255,     	0.997510995195,     	2.06866097084,      	1.500226673045,     	1.0,                	0.001644489728,     	0.014754178384,     	0.014754178384,     	Normal,             	
