This run aims to check if discrepancy is less than 0.0066
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.55732126456,      	0.003983346351,     	0.310052838884,     	1.554007936898,     	0,     	11,    	12,    	
2,     	1.54580336755,      	0.009015838379,     	0.364923866433,     	1.538375528207,     	12,    	21,    	10,    	
3,     	1.531468598582,     	0.007920015583,     	0.201779082386,     	1.524758112305,     	22,    	38,    	17,    	
4,     	1.517712793264,     	0.008047634766,     	0.152159997665,     	1.510895883202,     	39,    	60,    	22,    	
5,     	1.504063520087,     	0.00795418018,      	0.119518114076,     	1.497288228408,     	61,    	88,    	28,    	
6,     	1.490714830556,     	0.007502608841,     	0.094974820371,     	1.484209120158,     	89,    	121,   	33,    	
7,     	1.477363060308,     	0.007984907678,     	0.090596194464,     	1.470426755849,     	122,   	158,   	37,    	
8,     	1.463738478249,     	0.007648297544,     	0.080061501572,     	1.456945151524,     	159,   	201,   	43,    	
9,     	1.450218872945,     	0.007727479487,     	0.070661798744,     	1.443550734843,     	202,   	250,   	49,    	
10,    	1.436658220665,     	0.007953288015,     	0.063114807864,     	1.429829040052,     	251,   	303,   	53,    	
11,    	1.423116520284,     	0.007843719989,     	0.057607581443,     	1.416318875272,     	304,   	362,   	59,    	
12,    	1.409414192769,     	0.007930341338,     	0.04935910713,      	1.40259457599,      	363,   	426,   	64,    	
13,    	1.396328316551,     	0.007548544995,     	0.048874198126,     	1.38968096306,      	427,   	496,   	70,    	
14,    	1.383136614397,     	0.007938112741,     	0.045910694387,     	1.376251490724,     	497,   	568,   	72,    	
15,    	1.369489010035,     	0.007785165962,     	0.043601623779,     	1.36264982907,      	569,   	646,   	78,    	
16,    	1.356087790629,     	0.007597139521,     	0.036896321886,     	1.349519354504,     	647,   	731,   	85,    	
17,    	1.342721519263,     	0.007838335608,     	0.035390404683,     	1.335966376405,     	732,   	819,   	88,    	
18,    	1.329021297728,     	0.008078095075,     	0.035850665228,     	1.322058504584,     	820,   	911,   	92,    	
19,    	1.314462612153,     	0.008742178591,     	0.036566337262,     	1.30692806703,      	912,   	1001,  	90,    	
20,    	1.298777785258,     	0.009373470403,     	0.037504718331,     	1.290699439972,     	1002,  	1089,  	88,    	
21,    	1.282279038878,     	0.009776208091,     	0.037434060416,     	1.273852782438,     	1090,  	1179,  	90,    	
22,    	1.266135412226,     	0.008934269774,     	0.031515240604,     	1.258429788629,     	1180,  	1283,  	104,   	
23,    	1.250992992293,     	0.008578088627,     	0.0294735164,       	1.243543379451,     	1284,  	1396,  	113,   	
24,    	1.235862474227,     	0.008870894189,     	0.027186375535,     	1.228204142057,     	1397,  	1511,  	115,   	
25,    	1.219879594401,     	0.009588650957,     	0.030107993484,     	1.211516327053,     	1512,  	1621,  	110,   	
26,    	1.202879757493,     	0.009973520935,     	0.029637469561,     	1.194239721741,     	1622,  	1732,  	111,   	
27,    	1.186415436662,     	0.00902854503,      	0.024077647126,     	1.178621625195,     	1733,  	1861,  	129,   	
28,    	1.171701109268,     	0.008025599716,     	0.023652596632,     	1.164543149995,     	1862,  	2001,  	140,   	
29,    	1.1573968335,       	0.008255638988,     	0.022813673302,     	1.150263238788,     	2002,  	2149,  	148,   	
30,    	1.142705000861,     	0.008726479852,     	0.023733064496,     	1.13507240809,      	2150,  	2291,  	142,   	
31,    	1.127188239686,     	0.009088803801,     	0.022072392405,     	1.119054311663,     	2292,  	2429,  	138,   	
32,    	1.110647984854,     	0.009716518798,     	0.02239017361,      	1.102256978149,     	2430,  	2568,  	139,   	
33,    	1.095091658382,     	0.008363342516,     	0.019790644261,     	1.087567246864,     	2569,  	2723,  	155,   	
34,    	1.080157770417,     	0.008564673129,     	0.019046918933,     	1.072757665128,     	2724,  	2891,  	168,   	
35,    	1.065938927041,     	0.007885275322,     	0.017052931512,     	1.058953447048,     	2892,  	3065,  	174,   	
36,    	1.051651936261,     	0.008421700006,     	0.016974734033,     	1.044374002283,     	3066,  	3243,  	178,   	
37,    	1.036905476788,     	0.008684889792,     	0.017066662579,     	1.029400043856,     	3244,  	3418,  	175,   	
38,    	1.021263318358,     	0.009415845705,     	0.019051931672,     	1.013126991723,     	3419,  	3588,  	170,   	
39,    	1.005028062165,     	0.009352685513,     	0.017447161105,     	0.996945559103,     	3589,  	3763,  	175,   	
40,    	0.989881235269,     	0.008213573202,     	0.017885172289,     	0.982651293604,     	3764,  	3953,  	190,   	
41,    	0.975499620933,     	0.00825480384,      	0.015633558998,     	0.968362842571,     	3954,  	4152,  	199,   	
42,    	0.961521772327,     	0.007888112078,     	0.01542903028,      	0.954675725557,     	4153,  	4359,  	207,   	
43,    	0.947757512941,     	0.007986842988,     	0.014393138625,     	0.940851764966,     	4360,  	4571,  	212,   	
44,    	0.933955724452,     	0.007950778256,     	0.015763332795,     	0.927080795801,     	4572,  	4788,  	217,   	
45,    	0.920560550928,     	0.007525928273,     	0.015080771841,     	0.913821499493,     	4789,  	5011,  	223,   	
46,    	0.907109887387,     	0.007763654476,     	0.014385973431,     	0.90039596617,      	5012,  	5239,  	228,   	
47,    	0.894544126316,     	0.006749340039,     	0.014850658147,     	0.888361557127,     	5240,  	5472,  	233,   	
48,    	0.882362978694,     	0.006941704203,     	0.014889014154,     	0.876245417743,     	5473,  	5708,  	236,   	
49,    	0.869527082615,     	0.007753185639,     	0.013708578747,     	0.862821491465,     	5709,  	5948,  	240,   	
50,    	0.857285181699,     	0.006395953981,     	0.014520411764,     	0.851661543302,     	5949,  	6194,  	246,   	
51,    	0.845589352198,     	0.007018559856,     	0.014743948569,     	0.839518023441,     	6195,  	6437,  	243,   	
52,    	0.833700976239,     	0.006735061313,     	0.01154546065,      	0.827815150161,     	6438,  	6676,  	239,   	
53,    	0.82103073227,      	0.007829426716,     	0.013520548684,     	0.814258444395,     	6677,  	6915,  	239,   	
54,    	0.808295103237,     	0.006922823784,     	0.012085670599,     	0.802306009629,     	6916,  	7159,  	244,   	
55,    	0.795732417136,     	0.007604649356,     	0.013622134644,     	0.789153945886,     	7160,  	7405,  	246,   	
56,    	0.78297411179,      	0.007139046009,     	0.012868577138,     	0.776797830207,     	7406,  	7657,  	252,   	
57,    	0.771005496883,     	0.006775305325,     	0.013498992085,     	0.765143463162,     	7658,  	7914,  	257,   	
58,    	0.759298626152,     	0.006758996677,     	0.013256110073,     	0.753450561191,     	7915,  	8178,  	264,   	
59,    	0.746736628809,     	0.007821817131,     	0.012856541692,     	0.739969780154,     	8179,  	8445,  	267,   	
