This run aims to check if discrepancy is less than 0.0313
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.062467576691,     	0.0,                	0.998046993815,     	0.0,                	1.508288051787,     	1.0,                	0.00812472746,      	0.019163592846,     	0.019163592846,     	Normal,             	
1,     	0.059528105447,     	0.018936810702,     	0.998046993815,     	0.307992522994,     	1.508288051787,     	1.0,                	0.007820463374,     	0.020204064042,     	0.020204064042,     	Normal,             	
2,     	0.050370357003,     	0.036946248429,     	0.998046993815,     	0.632851935779,     	1.508288051787,     	1.0,                	0.007759975663,     	0.020027740956,     	0.020027740956,     	Normal,             	
3,     	0.036089396568,     	0.050987778859,     	0.998046993815,     	0.954851399876,     	1.508288051787,     	1.0,                	0.008027501402,     	0.019495474845,     	0.019495474845,     	Normal,             	
4,     	0.018614026482,     	0.059629826059,     	0.998046993815,     	1.268221545222,     	1.508288051787,     	1.0,                	0.007615365628,     	0.020908431596,     	0.020908431596,     	Normal,             	
5,     	-0.00210576883,     	0.062432074091,     	0.998046993815,     	1.604512503421,     	1.508288051787,     	1.0,                	0.00817844324,      	0.018980479099,     	0.018988925291,     	cover cap,          	
6,     	-0.02076612305,     	0.058914907036,     	0.998046993815,     	1.909675718965,     	1.508288051787,     	1.0,                	0.007930170278,     	0.019828279561,     	0.019828279561,     	Normal,             	
7,     	-0.03818357184,     	0.049438982384,     	0.998046993815,     	2.228440732683,     	1.508288051787,     	1.0,                	0.007528438151,     	0.020781509598,     	0.020781509598,     	Normal,             	
8,     	-0.052288680159,    	0.034177361878,     	0.998046993815,     	2.562670999886,     	1.508288051787,     	1.0,                	0.008018006668,     	0.019527915561,     	0.019527915561,     	Normal,             	
9,     	-0.06028656873,     	0.016362388834,     	0.998046993815,     	2.8765669176,       	1.508288051787,     	1.0,                	0.007595217784,     	0.020880494445,     	0.020880494445,     	Normal,             	
10,    	-0.062311027047,    	-0.004419733695,    	0.998046993815,     	3.212404260568,     	1.508288051787,     	1.0,                	0.008167668236,     	0.019017196273,     	0.019017196273,     	Normal,             	
11,    	0.103875225848,     	0.0,                	0.994590336498,     	0.0,                	1.466733384685,     	1.0,                	0.007488965566,     	0.029361142687,     	0.029361142687,     	Normal,             	
