Point's Coordinates for twisted_polar_coordinates_121

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.0259592587,       	0.000269607764,     	-0.999662965304,    	0.01038543026,      	-1.544832751145,    	1.0,                	
2,     	0.007765439879,     	0.024772035525,     	-0.999662965304,    	1.267022491696,     	-1.544832751145,    	1.0,                	
3,     	-0.021159952917,    	0.015040352161,     	-0.999662965304,    	2.523659553132,     	-1.544832751145,    	1.0,                	
4,     	-0.020843009982,    	-0.015476586687,    	-0.999662965304,    	3.780296614568,     	-1.544832751145,    	1.0,                	
5,     	0.00827826432,      	-0.024605408764,    	-0.999662965304,    	5.036933676003,     	-1.544832751145,    	1.0,                	
6,     	0.051901504844,     	0.00049003225,      	-0.998652088399,    	0.009441300236,     	-1.518869175496,    	1.0,                	
7,     	0.043397392873,     	0.028472313368,     	-0.998652088399,    	0.580639964525,     	-1.518869175496,    	1.0,                	
8,     	0.021114915296,     	0.047414836167,     	-0.998652088399,    	1.151838628814,     	-1.518869175496,    	1.0,                	
9,     	-0.007871398696,    	0.0513034835,       	-0.998652088399,    	1.723037293103,     	-1.518869175496,    	1.0,                	
10,    	-0.034358599219,    	0.038903637315,     	-0.998652088399,    	2.294235957392,     	-1.518869175496,    	1.0,                	
11,    	-0.049937187257,    	0.014152161163,     	-0.998652088399,    	2.865434621681,     	-1.518869175496,    	1.0,                	
12,    	-0.049661071179,    	-0.015092526165,    	-0.998652088399,    	3.436633285971,     	-1.518869175496,    	1.0,                	
13,    	-0.03361791589,     	-0.039545443073,    	-0.998652088399,    	4.00783195026,      	-1.518869175496,    	1.0,                	
14,    	-0.00690130984,     	-0.051442961221,    	-0.998652088399,    	4.579030614549,     	-1.518869175496,    	1.0,                	
15,    	0.022006413323,     	-0.047007702659,    	-0.998652088399,    	5.150229278838,     	-1.518869175496,    	1.0,                	
16,    	0.043927255746,     	-0.027647830644,    	-0.998652088399,    	5.721427943127,     	-1.518869175496,    	1.0,                	
17,    	0.077808302663,     	0.000757592096,     	-0.996968050687,    	0.009736340869,     	-1.492905599846,    	1.0,                	
18,    	0.071595580346,     	0.030475872161,     	-0.996968050687,    	0.402435422567,     	-1.492905599846,    	1.0,                	
19,    	0.054483079937,     	0.055554476955,     	-0.996968050687,    	0.795134504266,     	-1.492905599846,    	1.0,                	
20,    	0.029076024498,     	0.072175416234,     	-0.996968050687,    	1.187833585965,     	-1.492905599846,    	1.0,                	
21,    	-0.000757592096,    	0.077808302663,     	-0.996968050687,    	1.580532667663,     	-1.492905599846,    	1.0,                	
22,    	-0.030475872161,    	0.071595580346,     	-0.996968050687,    	1.973231749362,     	-1.492905599846,    	1.0,                	
23,    	-0.055554476955,    	0.054483079937,     	-0.996968050687,    	2.365930831061,     	-1.492905599846,    	1.0,                	
24,    	-0.072175416234,    	0.029076024498,     	-0.996968050687,    	2.75862991276,      	-1.492905599846,    	1.0,                	
25,    	-0.077808302663,    	-0.000757592096,    	-0.996968050687,    	3.151328994458,     	-1.492905599846,    	1.0,                	
26,    	-0.071595580346,    	-0.030475872161,    	-0.996968050687,    	3.544028076157,     	-1.492905599846,    	1.0,                	
27,    	-0.054483079937,    	-0.055554476955,    	-0.996968050687,    	3.936727157856,     	-1.492905599846,    	1.0,                	
28,    	-0.029076024498,    	-0.072175416234,    	-0.996968050687,    	4.329426239555,     	-1.492905599846,    	1.0,                	
29,    	0.000757592096,     	-0.077808302663,    	-0.996968050687,    	4.722125321253,     	-1.492905599846,    	1.0,                	
30,    	0.030475872161,     	-0.071595580346,    	-0.996968050687,    	5.114824402952,     	-1.492905599846,    	1.0,                	
31,    	0.055554476955,     	-0.054483079937,    	-0.996968050687,    	5.507523484651,     	-1.492905599846,    	1.0,                	
32,    	0.072175416234,     	-0.029076024498,    	-0.996968050687,    	5.900222566349,     	-1.492905599846,    	1.0,                	
33,    	0.103663092407,     	0.00097874346,      	-0.994611987327,    	0.009441300236,     	-1.466942024197,    	1.0,                	
34,    	0.09918826489,      	0.030144365547,     	-0.994611987327,    	0.295040632381,     	-1.466942024197,    	1.0,                	
35,    	0.086677794047,     	0.056867870412,     	-0.994611987327,    	0.580639964525,     	-1.466942024197,    	1.0,                	
36,    	0.067145203823,     	0.078984278623,     	-0.994611987327,    	0.86623929667,      	-1.466942024197,    	1.0,                	
37,    	0.042172908513,     	0.094701850318,     	-0.994611987327,    	1.151838628814,     	-1.466942024197,    	1.0,                	
38,    	0.013784014968,     	0.102747241313,     	-0.994611987327,    	1.437437960959,     	-1.466942024197,    	1.0,                	
39,    	-0.015721577494,    	0.102468661879,     	-0.994611987327,    	1.723037293103,     	-1.466942024197,    	1.0,                	
40,    	-0.043953501247,    	0.093888680863,     	-0.994611987327,    	2.008636625248,     	-1.466942024197,    	1.0,                	
41,    	-0.06862457373,     	0.077702397302,     	-0.994611987327,    	2.294235957392,     	-1.466942024197,    	1.0,                	
