Point's Coordinates for twisted_polar_coordinates_27

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.115967198425,     	0.005401259074,     	-0.993238357742,    	0.046542113387,     	-1.454441043329,    	1.0,                	
2,     	0.030698932465,     	0.111960440583,     	-0.993238357742,    	1.303179174822,     	-1.454441043329,    	1.0,                	
3,     	-0.096994214743,    	0.063794098602,     	-0.993238357742,    	2.559816236258,     	-1.454441043329,    	1.0,                	
4,     	-0.090644653888,    	-0.072533519365,    	-0.993238357742,    	3.816453297694,     	-1.454441043329,    	1.0,                	
5,     	0.040972737741,     	-0.108622278894,    	-0.993238357742,    	5.07309035913,      	-1.454441043329,    	1.0,                	
6,     	0.230409474762,     	0.009754679799,     	-0.97304487058,     	0.04231101217,      	-1.338085759862,    	1.0,                	
7,     	0.188559006581,     	0.132774925627,     	-0.97304487058,     	0.613509676459,     	-1.338085759862,    	1.0,                	
8,     	0.086842386105,     	0.213640070712,     	-0.97304487058,     	1.184708340748,     	-1.338085759862,    	1.0,                	
9,     	-0.042446078361,    	0.226676002854,     	-0.97304487058,     	1.755907005037,     	-1.338085759862,    	1.0,                	
10,    	-0.158258212857,    	0.167743905706,     	-0.97304487058,     	2.327105669326,     	-1.338085759862,    	1.0,                	
11,    	-0.22382448297,     	0.055554303718,     	-0.97304487058,     	2.898304333615,     	-1.338085759862,    	1.0,                	
12,    	-0.218328061208,    	-0.074273397172,    	-0.97304487058,     	3.469502997904,     	-1.338085759862,    	1.0,                	
13,    	-0.143514022645,    	-0.180519819251,    	-0.97304487058,     	4.040701662193,     	-1.338085759862,    	1.0,                	
14,    	-0.023135295914,    	-0.22945247421,     	-0.97304487058,     	4.611900326482,     	-1.338085759862,    	1.0,                	
15,    	0.104588723804,     	-0.205535589841,    	-0.97304487058,     	5.183098990771,     	-1.338085759862,    	1.0,                	
16,    	0.199106562702,     	-0.116362607943,    	-0.97304487058,     	5.75429765506,      	-1.338085759862,    	1.0,                	
17,    	0.341694615935,     	0.014918709118,     	-0.939692620786,    	0.0436332313,       	-1.221730476396,    	1.0,                	
18,    	0.309975519219,     	0.144543958453,     	-0.939692620786,    	0.436332312999,     	-1.221730476396,    	1.0,                	
19,    	0.231065459638,     	0.252163700407,     	-0.939692620786,    	0.829031394697,     	-1.221730476396,    	1.0,                	
20,    	0.116977778441,     	0.321393804843,     	-0.939692620786,    	1.221730476396,     	-1.221730476396,    	1.0,                	
21,    	-0.014918709118,    	0.341694615935,     	-0.939692620786,    	1.614429558095,     	-1.221730476396,    	1.0,                	
22,    	-0.144543958453,    	0.309975519219,     	-0.939692620786,    	2.007128639793,     	-1.221730476396,    	1.0,                	
23,    	-0.252163700407,    	0.231065459638,     	-0.939692620786,    	2.399827721492,     	-1.221730476396,    	1.0,                	
24,    	-0.321393804843,    	0.116977778441,     	-0.939692620786,    	2.792526803191,     	-1.221730476396,    	1.0,                	
25,    	-0.341694615935,    	-0.014918709118,    	-0.939692620786,    	3.18522588489,      	-1.221730476396,    	1.0,                	
26,    	-0.309975519219,    	-0.144543958453,    	-0.939692620786,    	3.577924966588,     	-1.221730476396,    	1.0,                	
27,    	-0.231065459638,    	-0.252163700407,    	-0.939692620786,    	3.970624048287,     	-1.221730476396,    	1.0,                	
28,    	-0.116977778441,    	-0.321393804843,    	-0.939692620786,    	4.363323129986,     	-1.221730476396,    	1.0,                	
29,    	0.014918709118,     	-0.341694615935,    	-0.939692620786,    	4.756022211685,     	-1.221730476396,    	1.0,                	
30,    	0.144543958453,     	-0.309975519219,    	-0.939692620786,    	5.148721293383,     	-1.221730476396,    	1.0,                	
31,    	0.252163700407,     	-0.231065459638,    	-0.939692620786,    	5.541420375082,     	-1.221730476396,    	1.0,                	
32,    	0.321393804843,     	-0.116977778441,    	-0.939692620786,    	5.934119456781,     	-1.221730476396,    	1.0,                	
33,    	0.44835835689,      	0.019886878986,     	-0.893632640323,    	0.044325822273,     	-1.10537519293,     	1.0,                	
34,    	0.422577292607,     	0.151159306435,     	-0.893632640323,    	0.343525122615,     	-1.10537519293,     	1.0,                	
35,    	0.359248381426,     	0.269000566155,     	-0.893632640323,    	0.642724422957,     	-1.10537519293,     	1.0,                	
36,    	0.26399867502,      	0.362939945083,     	-0.893632640323,    	0.941923723299,     	-1.10537519293,     	1.0,                	
37,    	0.145291527799,     	0.424630517154,     	-0.893632640323,    	1.24112302364,      	-1.10537519293,     	1.0,                	
38,    	0.013674590732,     	0.448590804316,     	-0.893632640323,    	1.540322323982,     	-1.10537519293,     	1.0,                	
39,    	-0.119157393732,    	0.432691829906,     	-0.893632640323,    	1.839521624324,     	-1.10537519293,     	1.0,                	
40,    	-0.241401720849,    	0.378346287573,     	-0.893632640323,    	2.138720924666,     	-1.10537519293,     	1.0,                	
41,    	-0.342196445694,    	0.290383017243,     	-0.893632640323,    	2.437920225008,     	-1.10537519293,     	1.0,                	
42,    	-0.412585514635,    	0.176617941506,     	-0.893632640323,    	2.73711952535,      	-1.10537519293,     	1.0,                	
43,    	-0.446314549999,    	0.047159586591,     	-0.893632640323,    	3.036318825692,     	-1.10537519293,     	1.0,                	
44,    	-0.440386578977,    	-0.086489104549,    	-0.893632640323,    	3.335518126034,     	-1.10537519293,     	1.0,                	
45,    	-0.395328327808,    	-0.212452859198,    	-0.893632640323,    	3.634717426375,     	-1.10537519293,     	1.0,                	
46,    	-0.315143419843,    	-0.319539244974,    	-0.893632640323,    	3.933916726717,     	-1.10537519293,     	1.0,                	
47,    	-0.206956636041,    	-0.398233166558,    	-0.893632640323,    	4.233116027059,     	-1.10537519293,     	1.0,                	
48,    	-0.080380846913,    	-0.441542323677,    	-0.893632640323,    	4.532315327401,     	-1.10537519293,     	1.0,                	
49,    	0.053337133209,     	-0.445618507661,    	-0.893632640323,    	4.831514627743,     	-1.10537519293,     	1.0,                	
50,    	0.18231587498,      	-0.410099531674,    	-0.893632640323,    	5.130713928085,     	-1.10537519293,     	1.0,                	
51,    	0.295095051178,     	-0.338141412605,    	-0.893632640323,    	5.429913228427,     	-1.10537519293,     	1.0,                	
52,    	0.381653737076,     	-0.236137945118,    	-0.893632640323,    	5.729112528769,     	-1.10537519293,     	1.0,                	
53,    	0.434300813575,     	-0.113152584933,    	-0.893632640323,    	6.028311829111,     	-1.10537519293,     	1.0,                	
54,    	0.548958806893,     	0.024583435787,     	-0.835487811413,    	0.044752032102,     	-0.989019909463,    	1.0,                	
55,    	0.527123860391,     	0.155243527359,     	-0.835487811413,    	0.286413005455,     	-0.989019909463,    	1.0,                	
56,    	0.47465439114,      	0.276881429409,     	-0.835487811413,    	0.528073978809,     	-0.989019909463,    	1.0,                	
57,    	0.394599733975,     	0.382427989205,     	-0.835487811413,    	0.769734952162,     	-0.989019909463,    	1.0,                	
58,    	0.291612374583,     	0.465749224337,     	-0.835487811413,    	1.011395925515,     	-0.989019909463,    	1.0,                	
59,    	0.171677563948,     	0.52200280748,      	-0.835487811413,    	1.253056898868,     	-0.989019909463,    	1.0,                	
60,    	0.041765477319,     	0.547919484856,     	-0.835487811413,    	1.494717872221,     	-0.989019909463,    	1.0,                	
61,    	-0.090573867041,    	0.541993073378,     	-0.835487811413,    	1.736378845574,     	-0.989019909463,    	1.0,                	
62,    	-0.217649387471,    	0.50456799454,      	-0.835487811413,    	1.978039818927,     	-0.989019909463,    	1.0,                	
63,    	-0.332075916624,    	0.437819257889,     	-0.835487811413,    	2.21970079228,      	-0.989019909463,    	1.0,                	
64,    	-0.42720340055,     	0.345626057378,     	-0.835487811413,    	2.461361765633,     	-0.989019909463,    	1.0,                	
