This run aims to check if discrepancy is less than 0.0297
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.512639445689,     	0.016670198139,     	0.350524140902,     	1.498446200131,     	0,     	11,    	12,    	
2,     	1.463462826495,     	0.038731646881,     	0.363545795843,     	1.431534886628,     	12,    	21,    	10,    	
3,     	1.402879113186,     	0.032540901191,     	0.201844627232,     	1.374665174396,     	22,    	37,    	16,    	
4,     	1.346187936329,     	0.03228349803,      	0.155648773394,     	1.3181786241,       	38,    	59,    	22,    	
5,     	1.288553209041,     	0.033850129063,     	0.124135831517,     	1.259729784469,     	60,    	84,    	25,    	
6,     	1.229613292547,     	0.034415200621,     	0.10738152845,      	1.200101544513,     	85,    	114,   	30,    	
7,     	1.172766320504,     	0.031292606118,     	0.090887710175,     	1.143855021135,     	115,   	149,   	35,    	
8,     	1.119384124008,     	0.028143916329,     	0.078885324817,     	1.094492505276,     	150,   	191,   	42,    	
9,     	1.07248453849,      	0.025263385409,     	0.062961989332,     	1.05013055768,      	192,   	241,   	50,    	
10,    	1.032113823069,     	0.020769301456,     	0.045577493636,     	1.014216670207,     	242,   	309,   	68,    	
11,    	0.995645063884,     	0.024603652246,     	0.068624593555,     	0.974328363573,     	310,   	367,   	58,    	
12,    	0.953223338978,     	0.024315492992,     	0.056539319763,     	0.932068395357,     	368,   	432,   	65,    	
13,    	0.915150074159,     	0.019494883155,     	0.046939369197,     	0.897864604238,     	433,   	512,   	80,    	
14,    	0.879533028254,     	0.0211386904,       	0.048013077207,     	0.8606696707,       	513,   	585,   	73,    	
15,    	0.848137466856,     	0.016202404343,     	0.042632181694,     	0.8340332432,       	586,   	674,   	89,    	
16,    	0.819205783062,     	0.017117762195,     	0.048893191306,     	0.804420198564,     	675,   	759,   	85,    	
17,    	0.791359998439,     	0.015097602714,     	0.046208639286,     	0.777903630875,     	760,   	851,   	92,    	
18,    	0.766101951369,     	0.013657329491,     	0.045100387558,     	0.755102861813,     	852,   	939,   	88,    	
19,    	0.744204845998,     	0.012574513369,     	0.031387750067,     	0.735044054705,     	940,   	1041,  	102,   	
20,    	0.716411071596,     	0.022025108773,     	0.033847699875,     	0.697388802706,     	1042,  	1133,  	92,    	
21,    	0.687052954765,     	0.011959162989,     	0.030097921968,     	0.673570667266,     	1134,  	1240,  	107,   	
22,    	0.656988608408,     	0.019146681115,     	0.02693190817,      	0.640441936436,     	1241,  	1339,  	99,    	
23,    	0.628558304976,     	0.013709600131,     	0.032806172139,     	0.616702335813,     	1340,  	1451,  	112,   	
24,    	0.601739542017,     	0.017389456069,     	0.034425697425,     	0.586696833717,     	1452,  	1555,  	104,   	
25,    	0.575690954903,     	0.012704572876,     	0.030150551744,     	0.564701419156,     	1556,  	1670,  	115,   	
26,    	0.54840204041,      	0.01881776375,      	0.039026960982,     	0.532131941029,     	1671,  	1776,  	106,   	
27,    	0.518655313997,     	0.015559022965,     	0.033496425709,     	0.50784841143,      	1777,  	1891,  	115,   	
28,    	0.494200458175,     	0.015776618463,     	0.038693446683,     	0.483557892982,     	1892,  	2003,  	112,   	
29,    	0.468119318528,     	0.017813807434,     	0.027006327243,     	0.452368998037,     	2004,  	2119,  	116,   	
30,    	0.438402556015,     	0.016130895705,     	0.036579902622,     	0.428517100463,     	2120,  	2236,  	117,   	
31,    	0.41408951785,      	0.016672503046,     	0.033642622214,     	0.40150862331,      	2237,  	2355,  	119,   	
32,    	0.384601777981,     	0.019516233087,     	0.034956673653,     	0.367718960011,     	2356,  	2473,  	118,   	
33,    	0.353809666776,     	0.016059113549,     	0.031359317779,     	0.339913674923,     	2474,  	2599,  	126,   	
34,    	0.325855777851,     	0.016281760646,     	0.033741786808,     	0.312192868211,     	2600,  	2722,  	123,   	
35,    	0.297463052172,     	0.017007296769,     	0.025339486255,     	0.282745030629,     	2723,  	2851,  	129,   	
36,    	0.265830481447,     	0.019524907845,     	0.032050995272,     	0.248933853616,     	2852,  	2974,  	123,   	
37,    	0.236804887607,     	0.014019921584,     	0.031107945777,     	0.230711219603,     	2975,  	3105,  	131,   	
38,    	0.216200940141,     	0.016771483219,     	0.033416086088,     	0.201922940867,     	3106,  	3238,  	133,   	
39,    	0.186891419676,     	0.018589354287,     	0.025936538466,     	0.170800271724,     	3239,  	3367,  	129,   	
40,    	0.15727671236,      	0.016325403996,     	0.028087007286,     	0.143602592842,     	3368,  	3498,  	131,   	
41,    	0.129807064929,     	0.015950024619,     	0.025867065112,     	0.115146932695,     	3499,  	3627,  	129,   	
42,    	0.101912090842,     	0.015305280966,     	0.02499639965,      	0.088660064587,     	3628,  	3759,  	132,   	
43,    	0.076445822627,     	0.014144444539,     	0.022782734597,     	0.069003315717,     	3760,  	3892,  	133,   	
44,    	0.057820260312,     	0.012955213855,     	0.029452162202,     	0.046601773522,     	3893,  	4033,  	141,   	
45,    	0.032847398989,     	0.015894400362,     	0.027228744281,     	0.0190831924,       	4034,  	4157,  	124,   	
46,    	0.008230052648,     	0.018141977181,     	0.022906513855,     	-0.007481452793,    	4158,  	4304,  	147,   	
