This run aims to check if discrepancy is less than 0.0196
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.039534875773,     	0.0,                	0.999218191186,     	0.0,                	1.531251144894,     	1.0,                	0.005002358289,     	0.011231103369,     	0.011231103369,     	Normal,             	
1,     	0.037939604757,     	0.011117229569,     	0.999218191186,     	0.285044930559,     	1.531251144894,     	1.0,                	0.004958356688,     	0.011646496988,     	0.011646496988,     	Normal,             	
2,     	0.033054086157,     	0.021689485719,     	0.999218191186,     	0.580708596621,     	1.531251144894,     	1.0,                	0.004825660587,     	0.012339206728,     	0.012339206728,     	Normal,             	
3,     	0.024757593595,     	0.030823172481,     	0.999218191186,     	0.89409889718,      	1.531251144894,     	1.0,                	0.004964406151,     	0.011592970613,     	0.011592970613,     	Normal,             	
4,     	0.014752460182,     	0.036679303714,     	0.999218191186,     	1.188393799998,     	1.531251144894,     	1.0,                	0.004872109309,     	0.012156762971,     	0.012156762971,     	Normal,             	
5,     	0.002910427358,     	0.039427602197,     	0.999218191186,     	1.497112964002,     	1.531251144894,     	1.0,                	0.005041920213,     	0.011582279248,     	0.011582279248,     	Normal,             	
6,     	-0.008640727419,    	0.038579064686,     	0.999218191186,     	1.791134486533,     	1.531251144894,     	1.0,                	0.004896115415,     	0.012526493172,     	0.012526493172,     	Normal,             	
7,     	-0.020276276947,    	0.033939342887,     	0.999218191186,     	2.109321705512,     	1.531251144894,     	1.0,                	0.005010678971,     	0.011665741815,     	0.011665741815,     	Normal,             	
8,     	-0.029298604753,    	0.026544267967,     	0.999218191186,     	2.405477529598,     	1.531251144894,     	1.0,                	0.004878156715,     	0.012186018986,     	0.012186018986,     	Normal,             	
9,     	-0.035990905995,    	0.016360351098,     	0.999218191186,     	2.714945625049,     	1.531251144894,     	1.0,                	0.005057146236,     	0.011413177918,     	0.011413177918,     	Normal,             	
10,    	-0.039164717452,    	0.005397342796,     	0.999218191186,     	3.004643925877,     	1.531251144894,     	1.0,                	0.00495822199,      	0.011208692608,     	0.011208692608,     	Normal,             	
11,    	-0.039105452775,    	-0.005811193133,    	0.999218191186,     	3.2891162013,       	1.531251144894,     	1.0,                	0.004920852817,     	0.01159465567,      	0.01159465567,      	Normal,             	
12,    	0.072408714903,     	0.0,                	0.997375043806,     	0.0,                	1.498324188725,     	1.0,                	0.002567984499,     	0.026502344839,     	0.026502344839,     	Normal,             	
13,    	0.067558647595,     	0.026054771714,     	0.997375043806,     	0.36808485117,      	1.498324188725,     	1.0,                	0.00278650158,      	0.026173255152,     	0.026173255152,     	Normal,             	
14,    	0.053882320802,     	0.048370626407,     	0.997375043806,     	0.731547728921,     	1.498324188725,     	1.0,                	0.002553251265,     	0.02682811503,      	0.02682811503,      	Normal,             	
15,    	0.032572352741,     	0.064668878379,     	0.997375043806,     	1.104209891211,     	1.498324188725,     	1.0,                	0.002546807584,     	0.026943195968,     	0.026943195968,     	Normal,             	
16,    	0.006674331378,     	0.072100452804,     	0.997375043806,     	1.478489496318,     	1.498324188725,     	1.0,                	0.002543289498,     	0.027509734122,     	0.027509734122,     	Normal,             	
17,    	-0.020701200963,    	0.069386470386,     	0.997375043806,     	1.860735331915,     	1.498324188725,     	1.0,                	0.002543943853,     	0.026805766955,     	0.026805766955,     	Normal,             	
18,    	-0.04452571441,     	0.057100637039,     	0.997375043806,     	2.233083424467,     	1.498324188725,     	1.0,                	0.002582531489,     	0.026725396416,     	0.026725396416,     	Normal,             	
19,    	-0.06220622246,     	0.037059518091,     	0.997375043806,     	2.604302102555,     	1.498324188725,     	1.0,                	0.002623869671,     	0.02751280953,      	0.02751280953,      	Normal,             	
20,    	-0.071540628991,    	0.01117856867,      	0.997375043806,     	2.986591198837,     	1.498324188725,     	1.0,                	0.002673685557,     	0.026398152186,     	0.026398152186,     	Normal,             	
21,    	-0.070793418619,    	-0.015209006351,    	0.997375043806,     	3.35321247919,      	1.498324188725,     	1.0,                	0.002545530393,     	0.027591152537,     	0.027591152537,     	Normal,             	
22,    	0.114008758352,     	0.0,                	0.993479744645,     	0.0,                	1.456539131634,     	1.0,                	0.002917619834,     	0.023385021669,     	0.023385021669,     	Normal,             	
23,    	0.111610437177,     	0.02326171305,      	0.993479744645,     	0.205477296403,     	1.456539131634,     	1.0,                	0.002672864554,     	0.024780756425,     	0.024780756425,     	Normal,             	
