This run aims to check if discrepancy is less than 0.0070
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.556622405442,     	0.004535639563,     	0.324766927899,     	1.552860007615,     	0,     	10,    	11,    	
2,     	1.544304891696,     	0.009512119979,     	0.366004248243,     	1.536484708828,     	11,    	20,    	10,    	
3,     	1.529036212556,     	0.008508476639,     	0.211974690018,     	1.521820164653,     	21,    	36,    	16,    	
4,     	1.51458884635,      	0.008354268582,     	0.158093067406,     	1.507435686138,     	37,    	58,    	22,    	
5,     	1.5001359554,       	0.008315337165,     	0.126976780154,     	1.492892612843,     	59,    	85,    	27,    	
6,     	1.485733182276,     	0.008279973308,     	0.099166369204,     	1.478644052879,     	86,    	118,   	33,    	
7,     	1.471508675462,     	0.00835604247,      	0.090421855158,     	1.464079622249,     	119,   	155,   	37,    	
8,     	1.457063039613,     	0.008107615186,     	0.079255866804,     	1.450036733948,     	156,   	199,   	44,    	
9,     	1.442769944171,     	0.008415615892,     	0.065925302404,     	1.435550553556,     	200,   	247,   	48,    	
10,    	1.4282207897,       	0.008425134388,     	0.061736851293,     	1.420958784534,     	248,   	300,   	53,    	
11,    	1.413932144901,     	0.008115299993,     	0.054277392786,     	1.406765050429,     	301,   	358,   	58,    	
12,    	1.399804233011,     	0.008113623739,     	0.047686822953,     	1.392741151526,     	359,   	422,   	64,    	
13,    	1.385859849516,     	0.008330947101,     	0.048905748795,     	1.378670476529,     	423,   	490,   	68,    	
14,    	1.37178549609,      	0.007982153368,     	0.047223552528,     	1.364692471149,     	491,   	563,   	73,    	
15,    	1.357557077432,     	0.008244656686,     	0.04397803574,      	1.350384226952,     	564,   	641,   	78,    	
16,    	1.343176669096,     	0.008287481135,     	0.037477033064,     	1.336036526302,     	642,   	724,   	83,    	
17,    	1.328777628885,     	0.008380953432,     	0.036006074631,     	1.321555038057,     	725,   	812,   	88,    	
18,    	1.314289744437,     	0.008364110012,     	0.036026982479,     	1.307062359155,     	813,   	905,   	93,    	
19,    	1.299270120155,     	0.008995224263,     	0.036334508243,     	1.291516307493,     	906,   	998,   	93,    	
20,    	1.283131457161,     	0.009651173114,     	0.034018922326,     	1.274812586486,     	999,   	1089,  	91,    	
21,    	1.265690413296,     	0.010497104915,     	0.036041658709,     	1.256643308497,     	1090,  	1177,  	88,    	
22,    	1.248069154227,     	0.009955873131,     	0.033568997491,     	1.239484095792,     	1178,  	1276,  	99,    	
23,    	1.23150583436,      	0.009271347405,     	0.029383172702,     	1.223502786429,     	1277,  	1387,  	111,   	
24,    	1.21587600141,      	0.008795272842,     	0.026765332658,     	1.208131527811,     	1388,  	1506,  	119,   	
25,    	1.199558488711,     	0.009969453889,     	0.027482396384,     	1.190956532858,     	1507,  	1620,  	114,   	
26,    	1.182154581333,     	0.010293691677,     	0.029171557458,     	1.173121279962,     	1621,  	1731,  	111,   	
27,    	1.164740737738,     	0.009690891218,     	0.027220569395,     	1.156329003346,     	1732,  	1852,  	121,   	
28,    	1.148620195555,     	0.008904828143,     	0.023807794873,     	1.14093040475,      	1853,  	1988,  	136,   	
29,    	1.133345861207,     	0.008764657808,     	0.021008225364,     	1.125775929409,     	1989,  	2132,  	144,   	
30,    	1.118678284537,     	0.008662950755,     	0.021791997825,     	1.111195218112,     	2133,  	2282,  	150,   	
31,    	1.103993739038,     	0.008315151589,     	0.019274614027,     	1.096734547776,     	2283,  	2437,  	155,   	
32,    	1.089600672049,     	0.008220328976,     	0.018530912581,     	1.082383567207,     	2438,  	2596,  	159,   	
33,    	1.074484694946,     	0.009140716764,     	0.019196003053,     	1.066587834138,     	2597,  	2754,  	158,   	
34,    	1.058696119217,     	0.009106568388,     	0.01858475525,      	1.050797444452,     	2755,  	2910,  	156,   	
35,    	1.042843422881,     	0.009172854936,     	0.020651870318,     	1.034917477704,     	2911,  	3066,  	156,   	
36,    	1.026548206624,     	0.009835757201,     	0.018996485469,     	1.018050103908,     	3067,  	3223,  	157,   	
37,    	1.010240857877,     	0.00901128378,      	0.017708223999,     	1.002452975052,     	3224,  	3393,  	170,   	
38,    	0.994975808974,     	0.008732753873,     	0.016587953058,     	0.987427658012,     	3394,  	3575,  	182,   	
39,    	0.980402656877,     	0.008256290152,     	0.015490840741,     	0.973239975992,     	3576,  	3763,  	188,   	
40,    	0.96646457614,      	0.007836801735,     	0.013792140143,     	0.959500455707,     	3764,  	3955,  	192,   	
41,    	0.952326772235,     	0.008277691942,     	0.016461457352,     	0.94516614981,      	3956,  	4151,  	196,   	
42,    	0.938336704572,     	0.007904875322,     	0.016028814368,     	0.931141834221,     	4152,  	4352,  	201,   	
43,    	0.924366499925,     	0.007823421267,     	0.017007520667,     	0.917451854693,     	4353,  	4558,  	206,   	
44,    	0.909895802785,     	0.008731625896,     	0.016719994702,     	0.902346201898,     	4559,  	4769,  	211,   	
45,    	0.895673841214,     	0.007723040773,     	0.016411605666,     	0.888723079835,     	4770,  	4988,  	219,   	
46,    	0.881810937573,     	0.007992909275,     	0.01433762103,      	0.874898534352,     	4989,  	5211,  	223,   	
47,    	0.867739814613,     	0.008342350204,     	0.015535621272,     	0.860525350073,     	5212,  	5438,  	227,   	
48,    	0.854680745461,     	0.00674775441,      	0.015453469529,     	0.848843536961,     	5439,  	5674,  	236,   	
49,    	0.842391910457,     	0.007455131757,     	0.014894393847,     	0.835943335244,     	5675,  	5904,  	230,   	
50,    	0.829009596545,     	0.008028038585,     	0.015443135111,     	0.822065865275,     	5905,  	6133,  	229,   	
51,    	0.816569150869,     	0.006368653126,     	0.015106211291,     	0.810773279769,     	6134,  	6362,  	229,   	
52,    	0.805671878845,     	0.005899241623,     	0.014945591938,     	0.800040699238,     	6363,  	6600,  	238,   	
53,    	0.794112364272,     	0.006871577,        	0.013311026122,     	0.788167386776,     	6601,  	6848,  	248,   	
54,    	0.78198358768,      	0.007162553418,     	0.012794479364,     	0.775786977064,     	6849,  	7104,  	256,   	
55,    	0.77010594446,      	0.006573557055,     	0.012326587914,     	0.764418295444,     	7105,  	7360,  	256,   	
56,    	0.758098332464,     	0.007299078727,     	0.011366101893,     	0.75178342238,      	7361,  	7609,  	249,   	
57,    	0.744203286802,     	0.008763321813,     	0.012572251035,     	0.736622818593,     	7610,  	7856,  	247,   	
58,    	0.729497319718,     	0.008255941217,     	0.012586292344,     	0.722355041386,     	7857,  	8112,  	256,   	
59,    	0.715888204438,     	0.007508836955,     	0.012261666393,     	0.709391460866,     	8113,  	8371,  	259,   	
60,    	0.702595329665,     	0.007841425018,     	0.012521889339,     	0.695810929597,     	8372,  	8630,  	259,   	
61,    	0.689525616321,     	0.007273337266,     	0.010301341763,     	0.683232146185,     	8631,  	8893,  	263,   	
62,    	0.677133324705,     	0.007044983927,     	0.011697142343,     	0.671037152124,     	8894,  	9158,  	265,   	
63,    	0.664409231758,     	0.007661049266,     	0.012208831096,     	0.657780281881,     	9159,  	9427,  	269,   	
64,    	0.651855943769,     	0.006837023863,     	0.011430417464,     	0.645693027643,     	9428,  	9702,  	275,   	
65,    	0.638823117254,     	0.007945900452,     	0.010267638325,     	0.631947591189,     	9703,  	9980,  	278,   	
66,    	0.626454654708,     	0.006389075081,     	0.011355639591,     	0.620732304241,     	9981,  	10266, 	286,   	
67,    	0.615741712477,     	0.005770308568,     	0.010155703727,     	0.610296835161,     	10267, 	10554, 	288,   	
68,    	0.604949973195,     	0.006190430618,     	0.01122436543,      	0.599527229149,     	10555, 	10834, 	280,   	
69,    	0.593633282979,     	0.006812502175,     	0.011840094018,     	0.587590237409,     	10835, 	11116, 	282,   	
70,    	0.580884638874,     	0.007762360967,     	0.010517315781,     	0.574167147425,     	11117, 	11401, 	285,   	
71,    	0.567810684932,     	0.007357051435,     	0.010998225272,     	0.561350273699,     	11402, 	11690, 	289,   	
72,    	0.55443650079,      	0.007979266293,     	0.011492475462,     	0.547531144985,     	11691, 	11983, 	293,   	
73,    	0.540184244236,     	0.008501282367,     	0.011047589223,     	0.532827290944,     	11984, 	12274, 	291,   	
74,    	0.526264673548,     	0.007579337177,     	0.010941360692,     	0.519704915063,     	12275, 	12576, 	302,   	
75,    	0.513272945561,     	0.007428244095,     	0.010372556487,     	0.506635618662,     	12577, 	12881, 	305,   	
76,    	0.499269015726,     	0.008501297633,     	0.009860890891,     	0.49191155854,      	12882, 	13185, 	304,   	
77,    	0.485337900745,     	0.007603187424,     	0.011245105082,     	0.478757126737,     	13186, 	13494, 	309,   	
78,    	0.4718979098,       	0.00791906665,      	0.010991983997,     	0.46504376168,      	13495, 	13807, 	313,   	
79,    	0.459258628268,     	0.006677597612,     	0.010491158567,     	0.453220499786,     	13808, 	14122, 	315,   	
80,    	0.446503387862,     	0.007780835745,     	0.010312142019,     	0.439768575414,     	14123, 	14441, 	319,   	
81,    	0.432802050696,     	0.008058635554,     	0.009332142238,     	0.425826780447,     	14442, 	14763, 	322,   	
