This run aims to check if discrepancy is less than 0.0085
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.553513671208,     	0.005274563348,     	0.313888486449,     	1.549122097724,     	0,     	11,    	12,    	
2,     	1.538737509208,     	0.011533489278,     	0.369772358006,     	1.529216770469,     	12,    	21,    	10,    	
3,     	1.520295024767,     	0.010457716362,     	0.210453078578,     	1.511479938266,     	22,    	37,    	16,    	
4,     	1.502544044435,     	0.010112719456,     	0.148418042348,     	1.493973363182,     	38,    	59,    	22,    	
5,     	1.485064330982,     	0.010180992235,     	0.122573176874,     	1.476329236161,     	60,    	86,    	27,    	
6,     	1.467755416195,     	0.0099115272,       	0.108169828913,     	1.459255090872,     	87,    	119,   	33,    	
7,     	1.450441412503,     	0.010090215888,     	0.085393080705,     	1.441757727868,     	120,   	157,   	38,    	
8,     	1.432809808138,     	0.010341892753,     	0.076383104554,     	1.423916960248,     	158,   	199,   	42,    	
9,     	1.415168084307,     	0.010052103305,     	0.064863323277,     	1.406543158806,     	200,   	248,   	49,    	
10,    	1.39822333302,      	0.009625652556,     	0.063318064311,     	1.389884631666,     	249,   	303,   	55,    	
11,    	1.381165468546,     	0.010083030395,     	0.058350793218,     	1.372499458203,     	304,   	361,   	58,    	
12,    	1.364258467464,     	0.009600038866,     	0.055014795305,     	1.355786805381,     	362,   	424,   	63,    	
13,    	1.347100210923,     	0.010060692288,     	0.047710572458,     	1.338343085439,     	425,   	492,   	68,    	
14,    	1.329483638722,     	0.010292918457,     	0.044515048418,     	1.320623447773,     	493,   	565,   	73,    	
15,    	1.311847516884,     	0.010113105096,     	0.03970237358,      	1.303070854886,     	566,   	643,   	78,    	
16,    	1.294314093457,     	0.010146864423,     	0.040516444329,     	1.285480810191,     	644,   	725,   	82,    	
17,    	1.27717986938,      	0.009946822854,     	0.034613037086,     	1.268401623217,     	726,   	811,   	86,    	
18,    	1.259826516733,     	0.009911851667,     	0.034721028997,     	1.251244943351,     	812,   	902,   	91,    	
19,    	1.242899236765,     	0.009695143435,     	0.032942950029,     	1.234066431759,     	903,   	997,   	95,    	
20,    	1.225081403767,     	0.010413636851,     	0.034115959359,     	1.216100486198,     	998,   	1098,  	101,   	
21,    	1.20744858007,      	0.010077980198,     	0.030018978786,     	1.198557592327,     	1099,  	1203,  	105,   	
22,    	1.189591223771,     	0.010345157943,     	0.028000767057,     	1.180665353133,     	1204,  	1312,  	109,   	
23,    	1.171494381945,     	0.010733692782,     	0.02760986572,      	1.162091507203,     	1313,  	1422,  	110,   	
24,    	1.152943240074,     	0.010736978257,     	0.03072196309,      	1.143576695827,     	1423,  	1535,  	113,   	
25,    	1.133617573945,     	0.011579988046,     	0.029870042374,     	1.123588784461,     	1536,  	1646,  	111,   	
26,    	1.114341581264,     	0.011007135056,     	0.028235607779,     	1.104293004543,     	1647,  	1758,  	112,   	
27,    	1.094537347091,     	0.011447532585,     	0.02564733908,      	1.084611824489,     	1759,  	1877,  	119,   	
28,    	1.075567614234,     	0.010482421159,     	0.023022798146,     	1.066352026552,     	1878,  	2009,  	132,   	
29,    	1.05771466321,      	0.009989110656,     	0.021466605946,     	1.049085906477,     	2010,  	2149,  	140,   	
30,    	1.040579631678,     	0.009811531043,     	0.019401406306,     	1.032103056355,     	2150,  	2295,  	146,   	
31,    	1.023167318671,     	0.010303727019,     	0.022102564965,     	1.014265712121,     	2296,  	2445,  	150,   	
32,    	1.005747552618,     	0.009844231016,     	0.018384986069,     	0.99724123679,      	2446,  	2603,  	158,   	
33,    	0.989208740961,     	0.009275851005,     	0.019359092345,     	0.981189851472,     	2604,  	2763,  	160,   	
34,    	0.972588693077,     	0.010084684242,     	0.021081362633,     	0.963873680543,     	2764,  	2924,  	161,   	
35,    	0.955302984105,     	0.009919821498,     	0.019648171214,     	0.94672949155,      	2925,  	3092,  	168,   	
36,    	0.93900810102,      	0.00892221221,      	0.020290380066,     	0.930859305043,     	3093,  	3261,  	169,   	
37,    	0.922303800244,     	0.009863516519,     	0.019746378462,     	0.913777722844,     	3262,  	3433,  	172,   	
38,    	0.905209963633,     	0.009906060304,     	0.017122825866,     	0.896498561583,     	3434,  	3610,  	177,   	
39,    	0.888318425591,     	0.009451227979,     	0.014985015182,     	0.879896294636,     	3611,  	3791,  	181,   	
40,    	0.871811443297,     	0.009366913944,     	0.017266990207,     	0.863451981217,     	3792,  	3977,  	186,   	
41,    	0.855306351364,     	0.009398596789,     	0.018571658332,     	0.84717957267,      	3978,  	4171,  	194,   	
42,    	0.840228960049,     	0.008029558748,     	0.018118157591,     	0.833089574357,     	4172,  	4366,  	195,   	
43,    	0.82607188566,      	0.008530323244,     	0.016666306819,     	0.818694231935,     	4367,  	4569,  	203,   	
44,    	0.811107833734,     	0.008750248252,     	0.014880124479,     	0.803539924413,     	4570,  	4777,  	208,   	
45,    	0.795677226496,     	0.009085807145,     	0.016379012936,     	0.787819166063,     	4778,  	4991,  	214,   	
46,    	0.780086455356,     	0.00891873647,      	0.014590825419,     	0.772372389846,     	4992,  	5212,  	221,   	
47,    	0.765764902544,     	0.007642820575,     	0.014769417786,     	0.759153013911,     	5213,  	5436,  	224,   	
48,    	0.750968328896,     	0.009475328638,     	0.013665370821,     	0.742772867846,     	5437,  	5655,  	219,   	
49,    	0.735000718578,     	0.009045255117,     	0.01529162238,      	0.727176489499,     	5656,  	5875,  	220,   	
50,    	0.718737742998,     	0.009737730773,     	0.014721538908,     	0.710314923732,     	5876,  	6093,  	218,   	
51,    	0.703089585218,     	0.008425247427,     	0.01449677784,      	0.695800584621,     	6094,  	6316,  	223,   	
52,    	0.68746731171,      	0.009622661648,     	0.014348716252,     	0.679143281835,     	6317,  	6540,  	224,   	
53,    	0.671313140423,     	0.009032632377,     	0.012807868749,     	0.663498699964,     	6541,  	6770,  	230,   	
54,    	0.656393081488,     	0.008217386808,     	0.015254709569,     	0.649283077961,     	6771,  	7004,  	234,   	
55,    	0.641046690029,     	0.009807028999,     	0.013494371882,     	0.632562456551,     	7005,  	7241,  	237,   	
56,    	0.625075095639,     	0.008645114926,     	0.013605691395,     	0.617594901303,     	7242,  	7484,  	243,   	
57,    	0.609911283783,     	0.008867037545,     	0.012143713057,     	0.60223902147,      	7485,  	7733,  	249,   	
58,    	0.594844694284,     	0.008536907046,     	0.013307829965,     	0.587457634849,     	7734,  	7988,  	255,   	
59,    	0.580111250369,     	0.008518766116,     	0.010185062001,     	0.572573663254,     	7989,  	8240,  	252,   	
60,    	0.563861279137,     	0.010079384449,     	0.011925545559,     	0.555140232709,     	8241,  	8488,  	248,   	
61,    	0.547210241287,     	0.00916305058,      	0.012999918251,     	0.539281145676,     	8489,  	8740,  	252,   	
62,    	0.531084637144,     	0.009460216386,     	0.012988471094,     	0.522898359374,     	8741,  	8999,  	259,   	
63,    	0.51498385034,      	0.009141303262,     	0.011669823688,     	0.507073105819,     	9000,  	9262,  	263,   	
64,    	0.498515477281,     	0.009878386479,     	0.012292446177,     	0.489967114367,     	9263,  	9523,  	261,   	
65,    	0.481780983459,     	0.009462124604,     	0.012977982598,     	0.473592333944,     	9524,  	9785,  	262,   	
66,    	0.465168905643,     	0.009721999243,     	0.011027299441,     	0.456755270877,     	9786,  	10049, 	264,   	
67,    	0.448208165785,     	0.00987290609,      	0.01284175154,      	0.439663767801,     	10050, 	10315, 	266,   	
68,    	0.431217102754,     	0.009753048535,     	0.0127180537,       	0.422776118692,     	10316, 	10583, 	268,   	
69,    	0.415247648849,     	0.008711768306,     	0.011171381841,     	0.407365469306,     	10584, 	10856, 	273,   	
70,    	0.400091502797,     	0.008411739908,     	0.010253158553,     	0.3925532065,       	10857, 	11132, 	276,   	
71,    	0.384145291106,     	0.009733773041,     	0.011898234125,     	0.375720317264,     	11133, 	11408, 	276,   	
72,    	0.368642311328,     	0.008199432742,     	0.012081440733,     	0.361347004273,     	11409, 	11688, 	280,   	
73,    	0.35365816351,      	0.008904209953,     	0.010806304756,     	0.345950499392,     	11689, 	11970, 	282,   	
74,    	0.339006898529,     	0.008031067169,     	0.011696583626,     	0.331629895914,     	11971, 	12259, 	289,   	
75,    	0.324850646565,     	0.007825760091,     	0.012054218344,     	0.317744920614,     	12260, 	12547, 	288,   	
76,    	0.311076416234,     	0.007697949525,     	0.01016655782,      	0.30351095428,      	12548, 	12834, 	287,   	
77,    	0.2969742674,       	0.007574093125,     	0.011022147403,     	0.289740849361,     	12835, 	13118, 	284,   	
78,    	0.282524708327,     	0.008346008612,     	0.010649680124,     	0.27495816872,      	13119, 	13408, 	290,   	
79,    	0.267581775599,     	0.008538421529,     	0.011447825277,     	0.2599533457,       	13409, 	13701, 	293,   	
80,    	0.25238830432,      	0.008732524197,     	0.012022552141,     	0.244604725941,     	13702, 	13997, 	296,   	
81,    	0.23689028057,      	0.008926979823,     	0.011396024896,     	0.229161642797,     	13998, 	14294, 	297,   	
82,    	0.221716114466,     	0.0086237336,       	0.011012006389,     	0.214131586217,     	14295, 	14594, 	300,   	
83,    	0.206379296217,     	0.008951208788,     	0.010745579275,     	0.198548203826,     	14595, 	14891, 	297,   	
84,    	0.190972455316,     	0.008759259217,     	0.011814401376,     	0.183335210258,     	14892, 	15189, 	298,   	
85,    	0.175603348882,     	0.008929418445,     	0.010884772097,     	0.167775797542,     	15190, 	15485, 	296,   	
86,    	0.159999072962,     	0.009012077429,     	0.009128705744,     	0.151963634845,     	15486, 	15779, 	294,   	
87,    	0.144440381061,     	0.008951263815,     	0.010740812279,     	0.136689764214,     	15780, 	16075, 	296,   	
88,    	0.129052695128,     	0.008834537256,     	0.011649136893,     	0.121212733989,     	16076, 	16371, 	296,   	
89,    	0.11361922287,      	0.008788459302,     	0.011897950708,     	0.105915963454,     	16372, 	16672, 	301,   	
90,    	0.099733682746,     	0.007150018098,     	0.011334461236,     	0.093048567001,     	16673, 	16977, 	305,   	
91,    	0.085884265486,     	0.008275364998,     	0.010235540946,     	0.078669162969,     	16978, 	17289, 	312,   	
92,    	0.07157937973,      	0.008207942051,     	0.010313445435,     	0.064471657265,     	17290, 	17600, 	311,   	
93,    	0.056796463737,     	0.008881598351,     	0.009877363391,     	0.049105283989,     	17601, 	17908, 	308,   	
94,    	0.042381002457,     	0.007778022855,     	0.009801616007,     	0.035645323838,     	17909, 	18223, 	315,   	
95,    	0.03022157191,      	0.006311530717,     	0.010642324499,     	0.024755758155,     	18224, 	18546, 	323,   	
96,    	0.020535315663,     	0.006389551896,     	0.010012371559,     	0.015001887214,     	18547, 	18883, 	337,   	
97,    	0.008087273012,     	0.008627660603,     	0.010541978953,     	0.000615528618,     	18884, 	19188, 	305,   	
98,    	0,                  	0.004846847438,     	0.007664870837,     	-0.003914887573,    	19189, 	19619, 	431,   	
