This run aims to check if discrepancy is less than 0.0116
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.023304839312,     	0.0,                	0.99972840535,      	0.0,                	1.54748937743,      	1.0,                	0.002759774438,     	0.007374941911,     	0.007374941911,     	Normal,             	
1,     	0.022137919269,     	0.007282037201,     	0.99972840535,      	0.317790950734,     	1.54748937743,      	1.0,                	0.002746932976,     	0.007397676073,     	0.007397676073,     	Normal,             	
2,     	0.018740341276,     	0.013853344153,     	0.99972840535,      	0.636569898749,     	1.54748937743,      	1.0,                	0.002779762121,     	0.007415871199,     	0.007415871199,     	Normal,             	
3,     	0.013439389971,     	0.019039388976,     	0.99972840535,      	0.956139639973,     	1.54748937743,      	1.0,                	0.002757162215,     	0.007413657426,     	0.007413657426,     	Normal,             	
4,     	0.006779729563,     	0.02229687876,      	0.99972840535,      	1.275613163909,     	1.54748937743,      	1.0,                	0.002782514619,     	0.007413927856,     	0.007413927856,     	Normal,             	
5,     	-0.000566301133,    	0.023297957816,     	0.99972840535,      	1.59509844152,      	1.54748937743,      	1.0,                	0.002759353938,     	0.007413894837,     	0.007413894837,     	Normal,             	
6,     	-0.007854987502,    	0.021941164662,     	0.99972840535,      	1.914582284024,     	1.54748937743,      	1.0,                	0.002785780759,     	0.007413898869,     	0.007413898869,     	Normal,             	
7,     	-0.014348715554,    	0.018363820336,     	0.99972840535,      	2.234066301763,     	1.54748937743,      	1.0,                	0.002771615699,     	0.007413898377,     	0.007413898377,     	Normal,             	
8,     	-0.019390284513,    	0.012927969751,     	0.99972840535,      	2.553550298105,     	1.54748937743,      	1.0,                	0.002789052633,     	0.007413898437,     	0.007413898437,     	Normal,             	
9,     	-0.022469463978,    	0.006183746753,     	0.99972840535,      	2.873034297059,     	1.54748937743,      	1.0,                	0.002756419309,     	0.00741389843,      	0.00741389843,      	Normal,             	
10,    	-0.023274626213,    	-0.001186300988,    	0.99972840535,      	3.192518295695,     	1.54748937743,      	1.0,                	0.002792322668,     	0.007098718895,     	0.007361226534,     	cover cap,          	
11,    	0.043375986225,     	0.0,                	0.999058818999,     	0.0,                	1.527406727227,     	1.0,                	0.001450193007,     	0.015441132782,     	0.015441132782,     	Normal,             	
12,    	0.040627592444,     	0.015194568543,     	0.999058818999,     	0.35789040856,      	1.527406727227,     	1.0,                	0.00140616375,      	0.016047116282,     	0.016047116282,     	Normal,             	
13,    	0.032323043494,     	0.028925715899,     	0.999058818999,     	0.729987247331,     	1.527406727227,     	1.0,                	0.001431559083,     	0.015652495154,     	0.015652495154,     	Normal,             	
14,    	0.019951817079,     	0.038514947439,     	0.999058818999,     	1.092830638723,     	1.527406727227,     	1.0,                	0.001416521174,     	0.01605155107,      	0.01605155107,      	Normal,             	
15,    	0.004579104782,     	0.04313360616,      	0.999058818999,     	1.465031513984,     	1.527406727227,     	1.0,                	0.001432503088,     	0.015552021406,     	0.015552021406,     	Normal,             	
16,    	-0.010929801491,    	0.041976369785,     	0.999058818999,     	1.825520164359,     	1.527406727227,     	1.0,                	0.00146554886,      	0.015504160937,     	0.015504160937,     	Normal,             	
17,    	-0.024993929837,    	0.035451088167,     	0.999058818999,     	2.184887316385,     	1.527406727227,     	1.0,                	0.001418208161,     	0.015511123335,     	0.015511123335,     	Normal,             	
18,    	-0.035868791913,    	0.024390693874,     	0.999058818999,     	2.544417608849,     	1.527406727227,     	1.0,                	0.001410884935,     	0.016043970482,     	0.016043970482,     	Normal,             	
19,    	-0.042281184267,    	0.009683885479,     	0.999058818999,     	2.916440650347,     	1.527406727227,     	1.0,                	0.001479696782,     	0.015704753175,     	0.015704753175,     	Normal,             	
20,    	-0.042958129462,    	-0.006006271227,    	0.999058818999,     	3.280508981472,     	1.527406727227,     	1.0,                	0.001478351572,     	0.015647208338,     	0.015647208338,     	Normal,             	
21,    	0.068234792955,     	0.0,                	0.997669290412,     	0.0,                	1.50250847254,      	1.0,                	0.001760410634,     	0.013753535592,     	0.013753535592,     	Normal,             	
22,    	0.066848698463,     	0.013683511367,     	0.997669290412,     	0.20190468884,      	1.50250847254,      	1.0,                	0.00163998246,      	0.014227796686,     	0.014227796686,     	Normal,             	
23,    	0.062557862163,     	0.027248868804,     	0.997669290412,     	0.410796625659,     	1.50250847254,      	1.0,                	0.001767120696,     	0.013814981743,     	0.013814981743,     	Normal,             	
24,    	0.05578717492,      	0.0392909415,       	0.997669290412,     	0.613606454122,     	1.50250847254,      	1.0,                	0.001705770082,     	0.01382665095,      	0.01382665095,      	Normal,             	
25,    	0.046721165746,     	0.049730469944,     	0.997669290412,     	0.816588181888,     	1.50250847254,      	1.0,                	0.001679010056,     	0.014033012045,     	0.014033012045,     	Normal,             	
26,    	0.035559887556,     	0.058236426458,     	0.997669290412,     	1.022610068551,     	1.50250847254,      	1.0,                	0.001690648832,     	0.014017569501,     	0.014017569501,     	Normal,             	
27,    	0.022909224619,     	0.064274056951,     	0.997669290412,     	1.228404435666,     	1.50250847254,      	1.0,                	0.001663227559,     	0.014055820687,     	0.014055820687,     	Normal,             	
28,    	0.009253646737,     	0.067604415474,     	0.997669290412,     	1.434762373652,     	1.50250847254,      	1.0,                	0.001669267419,     	0.013868400479,     	0.013868400479,     	Normal,             	
29,    	-0.004606627135,    	0.068079115417,     	0.997669290412,     	1.638359126834,     	1.50250847254,      	1.0,                	0.001701013031,     	0.013905336825,     	0.013905336825,     	Normal,             	
30,    	-0.018312377171,    	0.065731604361,     	0.997669290412,     	1.842500017023,     	1.50250847254,      	1.0,                	0.001693386884,     	0.01396170426,      	0.01396170426,      	Normal,             	
31,    	-0.031307990647,    	0.060628348907,     	0.997669290412,     	2.047471327409,     	1.50250847254,      	1.0,                	0.001697971777,     	0.013837157732,     	0.013837157732,     	Normal,             	
32,    	-0.042895559981,    	0.053065600001,     	0.997669290412,     	2.250607832057,     	1.50250847254,      	1.0,                	0.001661137591,     	0.014000933753,     	0.014000933753,     	Normal,             	
33,    	-0.052823515463,    	0.043193323369,     	0.997669290412,     	2.456157102798,     	1.50250847254,      	1.0,                	0.001704950023,     	0.014013946214,     	0.014013946214,     	Normal,             	
34,    	-0.060533536121,    	0.031490918917,     	0.997669290412,     	2.66189808735,      	1.50250847254,      	1.0,                	0.001717871231,     	0.013755671621,     	0.013755671621,     	Normal,             	
35,    	-0.065619523824,    	0.018710025724,     	0.997669290412,     	2.863834240519,     	1.50250847254,      	1.0,                	0.001757675688,     	0.013900176275,     	0.013900176275,     	Normal,             	
36,    	-0.068049594116,    	0.005023913827,     	0.997669290412,     	3.067899105873,     	1.50250847254,      	1.0,                	0.001732725426,     	0.013989313626,     	0.013989313626,     	Normal,             	
37,    	-0.067644023973,    	-0.008959519535,    	0.997669290412,     	3.273277177796,     	1.50250847254,      	1.0,                	0.001781282873,     	0.01381309271,      	0.01381309271,      	Normal,             	
38,    	0.091827554129,     	0.0,                	0.99577492452,      	0.0,                	1.478839227588,     	1.0,                	0.001783850561,     	0.013699501058,     	0.013699501058,     	Normal,             	
39,    	0.090805658626,     	0.013661334445,     	0.99577492452,      	0.149325957627,     	1.478839227588,     	1.0,                	0.00165407387,      	0.014386186712,     	0.014386186712,     	Normal,             	
40,    	0.087557611596,     	0.027676060935,     	0.99577492452,      	0.306151867831,     	1.478839227588,     	1.0,                	0.001819782721,     	0.013677849965,     	0.013699501058,     	cover cap,          	
