This run aims to check if discrepancy is less than 0.0209
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.041623984365,     	0.0,                	0.999133346419,     	0.0,                	1.529160313735,     	1.0,                	0.005428708063,     	0.01184448561,      	0.01184448561,      	Normal,             	
1,     	0.039938755986,     	0.01172398587,      	0.999133346419,     	0.285528080538,     	1.529160313735,     	1.0,                	0.005503167957,     	0.011742102559,     	0.01184448561,      	cover cap,          	
2,     	0.035019530381,     	0.022498634766,     	0.999133346419,     	0.571056161076,     	1.529160313735,     	1.0,                	0.005427896401,     	0.01181331464,      	0.01184448561,      	cover cap,          	
3,     	0.027264636479,     	0.031451481238,     	0.999133346419,     	0.856584241614,     	1.529160313735,     	1.0,                	0.005481580007,     	0.011913222096,     	0.011913222096,     	Normal,             	
4,     	0.017238831198,     	0.037886392984,     	0.999133346419,     	1.143780762493,     	1.529160313735,     	1.0,                	0.00541511156,      	0.012010378348,     	0.012010378348,     	Normal,             	
5,     	0.005703648882,     	0.041231352923,     	0.999133346419,     	1.433335900157,     	1.529160313735,     	1.0,                	0.00532797558,      	0.012103282681,     	0.012103282681,     	Normal,             	
6,     	-0.006399202208,    	0.041129141561,     	0.999133346419,     	1.725146812078,     	1.529160313735,     	1.0,                	0.005400109715,     	0.012192992484,     	0.012192992484,     	Normal,             	
7,     	-0.018042755091,    	0.037510199455,     	0.999133346419,     	2.019136287931,     	1.529160313735,     	1.0,                	0.005522271321,     	0.012281510947,     	0.012281510947,     	Normal,             	
8,     	-0.028203955702,    	0.030611974082,     	0.999133346419,     	2.315275741004,     	1.529160313735,     	1.0,                	0.005498705971,     	0.011998318433,     	0.011998318433,     	Normal,             	
9,     	-0.035764131138,    	0.021295140252,     	0.999133346419,     	2.604538083783,     	1.529160313735,     	1.0,                	0.005473386502,     	0.011912351571,     	0.011912351571,     	Normal,             	
10,    	-0.04033123939,     	0.010293065804,     	0.999133346419,     	2.891713473153,     	1.529160313735,     	1.0,                	0.005495421421,     	0.011935269132,     	0.011935269132,     	Normal,             	
11,    	-0.04159416821,     	-0.001575196918,    	0.999133346419,     	3.17944518418,      	1.529160313735,     	1.0,                	0.005529197343,     	0.011934240514,     	0.011934240514,     	Normal,             	
12,    	0.076579032451,     	0.0,                	0.997063514421,     	0.0,                	1.494142248446,     	1.0,                	0.003016581633,     	0.027749414081,     	0.027749414081,     	Normal,             	
13,    	0.07155135087,      	0.027290152066,     	0.997063514421,     	0.364375485391,     	1.494142248446,     	1.0,                	0.002859807314,     	0.028715230501,     	0.028715230501,     	Normal,             	
14,    	0.05646940126,      	0.051725766621,     	0.997063514421,     	0.741582910177,     	1.494142248446,     	1.0,                	0.002986431292,     	0.028259473181,     	0.028259473181,     	Normal,             	
15,    	0.033864148872,     	0.068684551628,     	0.997063514421,     	1.112733170186,     	1.494142248446,     	1.0,                	0.003018481588,     	0.028220702117,     	0.028220702117,     	Normal,             	
16,    	0.006686626973,     	0.076286546854,     	0.997063514421,     	1.483368309713,     	1.494142248446,     	1.0,                	0.002870350574,     	0.028136074289,     	0.028136074289,     	Normal,             	
17,    	-0.021316291256,    	0.073552457051,     	0.997063514421,     	1.85287915253,      	1.494142248446,     	1.0,                	0.00286879406,      	0.027997590951,     	0.027997590951,     	Normal,             	
18,    	-0.046329599912,    	0.060974719213,     	0.997063514421,     	2.22055047258,      	1.494142248446,     	1.0,                	0.002981177793,     	0.027861663668,     	0.027861663668,     	Normal,             	
19,    	-0.065077445253,    	0.040364270469,     	0.997063514421,     	2.586416528722,     	1.494142248446,     	1.0,                	0.002895876117,     	0.028399184113,     	0.028399184113,     	Normal,             	
20,    	-0.075311878122,    	0.013873327825,     	0.997063514421,     	2.959423224313,     	1.494142248446,     	1.0,                	0.002855522875,     	0.028413247894,     	0.028413247894,     	Normal,             	
21,    	-0.075186082711,    	-0.014539641597,    	0.997063514421,     	3.332616813056,     	1.494142248446,     	1.0,                	0.003128869198,     	0.027687793406,     	0.027749414081,     	cover cap,          	
22,    	0.119770566879,     	0.0,                	0.992801597153,     	0.0,                	1.450737544271,     	1.0,                	0.003670525504,     	0.023293479598,     	0.023293479598,     	Normal,             	
23,    	0.117505460326,     	0.023183086164,     	0.992801597153,     	0.194791992027,     	1.450737544271,     	1.0,                	0.00371982264,      	0.02303195079,      	0.023293479598,     	cover cap,          	
24,    	0.110795816269,     	0.045489293112,     	0.992801597153,     	0.389583984054,     	1.450737544271,     	1.0,                	0.003642625601,     	0.023083358507,     	0.023293479598,     	cover cap,          	
25,    	0.099895420912,     	0.066074908789,     	0.992801597153,     	0.584375976081,     	1.450737544271,     	1.0,                	0.003565485517,     	0.023404817539,     	0.023404817539,     	Normal,             	
26,    	0.085137924525,     	0.084240860028,     	0.992801597153,     	0.780102009503,     	1.450737544271,     	1.0,                	0.003439226633,     	0.023931371142,     	0.023931371142,     	Normal,             	
27,    	0.066690433322,     	0.099485550679,     	0.992801597153,     	0.980246014492,     	1.450737544271,     	1.0,                	0.003331038622,     	0.025703865801,     	0.025703865801,     	Normal,             	
28,    	0.043927408117,     	0.111424285983,     	0.992801597153,     	1.195269210329,     	1.450737544271,     	1.0,                	0.003226068312,     	0.026186052746,     	0.026186052746,     	Normal,             	
29,    	0.018662251594,     	0.118307688068,     	0.992801597153,     	1.414342153204,     	1.450737544271,     	1.0,                	0.003334059576,     	0.026115676197,     	0.026115676197,     	Normal,             	
30,    	-0.007424322881,    	0.119540236408,     	0.992801597153,     	1.632823968229,     	1.450737544271,     	1.0,                	0.003064818439,     	0.025932641843,     	0.025932641843,     	Normal,             	
31,    	-0.03298094324,     	0.115140114963,     	0.992801597153,     	1.849768475718,     	1.450737544271,     	1.0,                	0.003149252461,     	0.025327262937,     	0.025327262937,     	Normal,             	
32,    	-0.056455137501,    	0.105630517088,     	0.992801597153,     	2.061629310605,     	1.450737544271,     	1.0,                	0.003330768233,     	0.025371042307,     	0.025371042307,     	Normal,             	
33,    	-0.077438397803,    	0.091368940217,     	0.992801597153,     	2.273857736503,     	1.450737544271,     	1.0,                	0.003350437098,     	0.026016047052,     	0.026016047052,     	Normal,             	
34,    	-0.095340890867,    	0.072492090737,     	0.992801597153,     	2.491502749238,     	1.450737544271,     	1.0,                	0.003203168927,     	0.026048176497,     	0.026048176497,     	Normal,             	
35,    	-0.108758488679,    	0.050165524325,     	0.992801597153,     	2.709417618509,     	1.450737544271,     	1.0,                	0.003411680392,     	0.02329800748,      	0.02329800748,      	Normal,             	
36,    	-0.116412875375,    	0.028160808538,     	0.992801597153,     	2.904247595222,     	1.450737544271,     	1.0,                	0.003363792628,     	0.025900005839,     	0.025900005839,     	Normal,             	
37,    	-0.119744970363,    	0.002476037847,     	0.992801597153,     	3.120918006104,     	1.450737544271,     	1.0,                	0.003597669545,     	0.024205707634,     	0.024205707634,     	Normal,             	
38,    	-0.117797346047,    	-0.0216511883,      	0.992801597153,     	3.323364178543,     	1.450737544271,     	1.0,                	0.003679085529,     	0.023179792069,     	0.023293479598,     	cover cap,          	
39,    	0.161328215284,     	0.0,                	0.986900809075,     	0.0,                	1.408759976689,     	1.0,                	0.003380062172,     	0.025475531211,     	0.025475531211,     	Normal,             	
40,    	0.1593167795,       	0.025396000012,     	0.986900809075,     	0.158075726031,     	1.408759976689,     	1.0,                	0.003738934258,     	0.025924107334,     	0.025924107334,     	Normal,             	
41,    	0.153192121055,     	0.05058623423,      	0.986900809075,     	0.318940833338,     	1.408759976689,     	1.0,                	0.003294464409,     	0.026590152783,     	0.026590152783,     	Normal,             	
42,    	0.142802060874,     	0.075062403752,     	0.986900809075,     	0.48394819181,      	1.408759976689,     	1.0,                	0.003613704431,     	0.025886288016,     	0.025886288016,     	Normal,             	
43,    	0.128958246483,     	0.096935874221,     	0.986900809075,     	0.644578115194,     	1.408759976689,     	1.0,                	0.003481185679,     	0.026055241574,     	0.026055241574,     	Normal,             	
44,    	0.111671933783,     	0.116430976342,     	0.986900809075,     	0.806258713654,     	1.408759976689,     	1.0,                	0.003496504696,     	0.026124042818,     	0.026124042818,     	Normal,             	
45,    	0.091415934048,     	0.132928251508,     	0.986900809075,     	0.968367180662,     	1.408759976689,     	1.0,                	0.003274535054,     	0.026639347015,     	0.026639347015,     	Normal,             	
46,    	0.068294786781,     	0.146159553726,     	0.986900809075,     	1.133680514435,     	1.408759976689,     	1.0,                	0.003406682508,     	0.025878095908,     	0.025878095908,     	Normal,             	
47,    	0.044046749199,     	0.155198830317,     	0.986900809075,     	1.294259494515,     	1.408759976689,     	1.0,                	0.003738005223,     	0.025853036306,     	0.025853036306,     	Normal,             	
48,    	0.018690349277,     	0.16024189181,      	0.986900809075,     	1.454682640025,     	1.408759976689,     	1.0,                	0.003761057321,     	0.026133743483,     	0.026133743483,     	Normal,             	
49,    	-0.007427362126,    	0.161157151063,     	0.986900809075,     	1.616851435169,     	1.408759976689,     	1.0,                	0.003631614625,     	0.025307103647,     	0.025475531211,     	cover cap,          	
50,    	-0.032703829365,    	0.157978645999,     	0.986900809075,     	1.774927161201,     	1.408759976689,     	1.0,                	0.003361457197,     	0.026987411021,     	0.026987411021,     	Normal,             	
51,    	-0.058580729533,    	0.150316636385,     	0.986900809075,     	1.942405473604,     	1.408759976689,     	1.0,                	0.003340665032,     	0.026562294797,     	0.026562294797,     	Normal,             	
52,    	-0.082451959836,    	0.138666749317,     	0.986900809075,     	2.107239564382,     	1.408759976689,     	1.0,                	0.003522433299,     	0.025611865588,     	0.025611865588,     	Normal,             	
53,    	-0.103357670308,    	0.123870840133,     	0.986900809075,     	2.266163025739,     	1.408759976689,     	1.0,                	0.003711875063,     	0.02609920588,      	0.02609920588,      	Normal,             	
54,    	-0.121978936391,    	0.105583768278,     	0.986900809075,     	2.428117033282,     	1.408759976689,     	1.0,                	0.003437442143,     	0.025827151723,     	0.025827151723,     	Normal,             	
55,    	-0.137264579358,    	0.084765725978,     	0.986900809075,     	2.588379215056,     	1.408759976689,     	1.0,                	0.003237190322,     	0.027003817689,     	0.027003817689,     	Normal,             	
56,    	-0.149480350434,    	0.060682929073,     	0.986900809075,     	2.755959582732,     	1.408759976689,     	1.0,                	0.00336157019,      	0.026352514315,     	0.026352514315,     	Normal,             	
57,    	-0.1573653811,      	0.035537724717,     	0.986900809075,     	2.919488946236,     	1.408759976689,     	1.0,                	0.003472947207,     	0.026177960962,     	0.026177960962,     	Normal,             	
58,    	-0.161041192155,    	0.009619120333,     	0.986900809075,     	3.081932730377,     	1.408759976689,     	1.0,                	0.003282589263,     	0.026192981786,     	0.026192981786,     	Normal,             	
59,    	-0.16047524053,     	-0.016567746483,    	0.986900809075,     	3.244469929892,     	1.408759976689,     	1.0,                	0.003317226748,     	0.026809680535,     	0.026809680535,     	Normal,             	
