number	direction_ind	# of covercap	
0	1	2	
1	2	2	
2	21	5	
3	23	2	
4	24	2	
5	38	2	
6	49	2	
7	74	2	
8	81	2	
9	88	2	
10	116	2	
11	160	2	
12	168	2	
13	170	2	
14	171	2	
15	175	2	
16	180	2	
17	194	2	
18	199	2	
19	222	2	
20	246	2	
21	274	2	
22	299	2	
23	300	2	
24	301	2	
25	302	2	
26	308	2	
27	326	2	
28	337	2	
29	352	2	
30	406	2	
31	408	2	
32	409	2	
33	415	2	
34	417	2	
35	431	2	
36	471	2	
37	472	3	
38	531	2	
39	539	2	
40	568	2	
41	647	2	
42	651	2	
43	656	2	
44	669	2	
45	671	2	
46	672	2	
47	685	2	
48	700	2	
49	702	2	
50	707	2	
51	709	2	
52	718	2	
53	725	2	
54	739	2	
55	826	2	
56	860	2	
57	956	2	
58	964	2	
59	966	2	
60	968	2	
61	970	3	
62	976	2	
63	1063	2	
64	1168	2	
65	1169	2	
66	1188	2	
67	1199	2	
68	1202	2	
69	1203	2	
70	1278	2	
71	1279	2	
72	1281	2	
73	1315	2	
74	1316	2	
75	1317	2	
76	1318	2	
77	1324	2	
78	1365	2	
79	1384	2	
80	1385	2	
81	1386	3	
82	1387	3	
83	1388	2	
84	1389	2	
85	1401	2	
86	1402	2	
87	1417	2	
88	1433	2	
89	1434	2	
90	1435	2	
91	1436	2	
92	1445	2	
93	1496	2	
94	1498	2	
95	1500	2	
96	1554	2	
97	1555	2	
98	1556	2	
99	1564	2	
100	1577	2	
101	1618	2	
102	1619	2	
103	1620	2	
104	1621	2	
105	1623	2	
106	1675	2	
107	1676	2	
108	1677	2	
109	1678	2	
110	1731	2	
111	1741	2	
112	1763	2	
113	1803	2	
114	1861	2	
115	1863	2	
116	1864	2	
117	1865	2	
118	1866	2	
119	1909	2	
120	1927	2	
121	1928	2	
122	1929	2	
123	1931	2	
124	1973	2	
125	1979	2	
126	1982	3	
127	1983	2	
128	1984	2	
129	1987	2	
130	2002	2	
131	2006	2	
132	2052	2	
133	2055	2	
134	2056	2	
135	2060	2	
136	2061	2	
137	2066	2	
