This run aims to check if discrepancy is less than 0.0072
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.555991207365,     	0.004477820756,     	0.303626839839,     	1.552283550893,     	0,     	11,    	12,    	
2,     	1.543329268656,     	0.009898877113,     	0.369395310983,     	1.535170079776,     	12,    	21,    	10,    	
3,     	1.527507220787,     	0.008688407549,     	0.204708410213,     	1.52019619439,      	22,    	38,    	17,    	
4,     	1.512684071979,     	0.008640087746,     	0.148900504745,     	1.505330638362,     	39,    	60,    	22,    	
5,     	1.497796385019,     	0.008940507576,     	0.122658525646,     	1.490094312851,     	61,    	86,    	26,    	
6,     	1.482677584014,     	0.008711311566,     	0.101759808602,     	1.47523771428,      	87,    	119,   	33,    	
7,     	1.467871897908,     	0.008706459729,     	0.084765710787,     	1.460423612618,     	120,   	156,   	37,    	
8,     	1.453397739251,     	0.008275414696,     	0.076239570406,     	1.446085814159,     	157,   	198,   	42,    	
9,     	1.43848190848,      	0.00877388461,      	0.069474824207,     	1.430955774035,     	199,   	245,   	47,    	
10,    	1.423364659527,     	0.008742320707,     	0.062144159182,     	1.415768735424,     	246,   	297,   	52,    	
11,    	1.408327006314,     	0.008642714199,     	0.054499997218,     	1.400830016615,     	298,   	355,   	58,    	
12,    	1.393904951237,     	0.008215679328,     	0.048666925392,     	1.386566630966,     	356,   	419,   	64,    	
13,    	1.379178236394,     	0.008508668346,     	0.048007727148,     	1.37170785441,      	420,   	487,   	68,    	
14,    	1.364471486804,     	0.008463017014,     	0.042196954918,     	1.357053982292,     	488,   	560,   	73,    	
15,    	1.349755940937,     	0.008426084555,     	0.042182605816,     	1.342498192943,     	561,   	639,   	79,    	
16,    	1.335038015376,     	0.008671508839,     	0.037126434226,     	1.327521470179,     	640,   	722,   	83,    	
17,    	1.320175840509,     	0.008551020991,     	0.037491067627,     	1.312797205855,     	723,   	810,   	88,    	
18,    	1.305214387453,     	0.008813107463,     	0.0335790491,       	1.297617659234,     	811,   	902,   	92,    	
19,    	1.289791798521,     	0.009038925097,     	0.034352183367,     	1.281967357562,     	903,   	997,   	95,    	
20,    	1.273835997421,     	0.009403286394,     	0.03324708796,      	1.265728574191,     	998,   	1092,  	95,    	
21,    	1.256940655806,     	0.010216780093,     	0.0338319068,       	1.248132789644,     	1093,  	1185,  	93,    	
22,    	1.238887319092,     	0.01064653611,      	0.033781137617,     	1.229384915341,     	1186,  	1277,  	92,    	
23,    	1.220817629369,     	0.009877173338,     	0.03148650199,      	1.212252259553,     	1278,  	1384,  	107,   	
24,    	1.204510752624,     	0.009078116034,     	0.026960729475,     	1.196571080273,     	1385,  	1501,  	117,   	
25,    	1.188632439914,     	0.009218481798,     	0.025811423575,     	1.18067537451,      	1502,  	1625,  	124,   	
26,    	1.172233588725,     	0.009745789191,     	0.026467076891,     	1.163821616542,     	1626,  	1749,  	124,   	
27,    	1.154902367382,     	0.010301167426,     	0.027897691263,     	1.146011250337,     	1750,  	1870,  	121,   	
28,    	1.136679544649,     	0.010768361264,     	0.025602515348,     	1.127385046508,     	1871,  	1991,  	121,   	
29,    	1.119089288951,     	0.009731970075,     	0.022295823894,     	1.11068549213,      	1992,  	2129,  	138,   	
30,    	1.103188452365,     	0.008652201622,     	0.019195321795,     	1.095713911165,     	2130,  	2278,  	149,   	
31,    	1.088144981287,     	0.008745170761,     	0.019034329504,     	1.080538635192,     	2279,  	2433,  	155,   	
32,    	1.072896811209,     	0.008853918514,     	0.019946929727,     	1.065247070201,     	2434,  	2594,  	161,   	
33,    	1.057558103443,     	0.008869069972,     	0.018063494229,     	1.049894659088,     	2595,  	2759,  	165,   	
34,    	1.042276535471,     	0.008792703896,     	0.017437217082,     	1.034678331796,     	2760,  	2929,  	170,   	
35,    	1.026794965283,     	0.009120481562,     	0.0176221721,       	1.018913532348,     	2930,  	3097,  	168,   	
36,    	1.01091657852,      	0.009252120326,     	0.020022941082,     	1.002921022301,     	3098,  	3265,  	168,   	
37,    	0.994399767967,     	0.009825517614,     	0.019966163715,     	0.985909116863,     	3266,  	3431,  	166,   	
38,    	0.977581973393,     	0.009608237798,     	0.017918048576,     	0.969278047557,     	3432,  	3601,  	170,   	
39,    	0.960998172516,     	0.009558856055,     	0.017212744191,     	0.95273624646,      	3602,  	3780,  	179,   	
40,    	0.945003454015,     	0.008916022244,     	0.017622662692,     	0.93729565129,      	3781,  	3970,  	190,   	
41,    	0.929747198386,     	0.00871010046,      	0.017329050984,     	0.922216691879,     	3971,  	4168,  	198,   	
42,    	0.915010228071,     	0.008354389603,     	0.016792081183,     	0.9077864122,       	4169,  	4374,  	206,   	
43,    	0.900525436927,     	0.008372543036,     	0.015195750842,     	0.893283061491,     	4375,  	4584,  	210,   	
44,    	0.885947218144,     	0.008464867372,     	0.014272500506,     	0.878627351136,     	4585,  	4800,  	216,   	
45,    	0.871648157388,     	0.008068065931,     	0.015817439936,     	0.864647890638,     	4801,  	5021,  	221,   	
46,    	0.858152748346,     	0.007503221123,     	0.016337790383,     	0.851544944876,     	5022,  	5244,  	223,   	
47,    	0.845442590133,     	0.007402835814,     	0.015925849866,     	0.838986001783,     	5245,  	5465,  	221,   	
48,    	0.832117314824,     	0.00799950148,      	0.014810738791,     	0.825198290232,     	5466,  	5686,  	221,   	
49,    	0.818634149864,     	0.007591408521,     	0.015114186942,     	0.812067464809,     	5687,  	5910,  	224,   	
50,    	0.806449988947,     	0.006633478726,     	0.015414916337,     	0.800686232123,     	5911,  	6142,  	232,   	
51,    	0.793806765287,     	0.007952286267,     	0.012571373374,     	0.786927886127,     	6143,  	6383,  	241,   	
52,    	0.780528167461,     	0.007390079546,     	0.013991424074,     	0.774134902413,     	6384,  	6630,  	247,   	
53,    	0.769798345768,     	0.005026983107,     	0.014175780173,     	0.76518143735,      	6631,  	6881,  	251,   	
54,    	0.757993273645,     	0.008296227191,     	0.01432598039,      	0.750816633488,     	6882,  	7119,  	238,   	
55,    	0.743111717287,     	0.008902852936,     	0.01289453522,      	0.735410672933,     	7120,  	7360,  	241,   	
56,    	0.727707385532,     	0.008887098917,     	0.012539593253,     	0.720019676132,     	7361,  	7608,  	248,   	
57,    	0.713530254375,     	0.007498646233,     	0.013138420886,     	0.707042290411,     	7609,  	7861,  	253,   	
58,    	0.700508878102,     	0.007669355783,     	0.013878003315,     	0.693873187851,     	7862,  	8114,  	253,   	
59,    	0.687039558317,     	0.00791722766,      	0.013010922056,     	0.680189430295,     	8115,  	8369,  	255,   	
60,    	0.67355661388,      	0.007841812718,     	0.013784087733,     	0.666771504757,     	8370,  	8629,  	260,   	
