This run aims to check if discrepancy is less than 0.0067
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.557027790343,     	0.004143523544,     	0.313349977565,     	1.553479486519,     	0,     	11,    	12,    	
2,     	1.545156198607,     	0.009184440976,     	0.364419312639,     	1.537612916409,     	12,    	21,    	10,    	
3,     	1.530430337729,     	0.008233461359,     	0.206011463231,     	1.52350560344,      	22,    	38,    	17,    	
4,     	1.516457434915,     	0.008221896355,     	0.156045949228,     	1.509450191121,     	39,    	60,    	22,    	
5,     	1.502480277433,     	0.008319081179,     	0.125103201071,     	1.49537106412,      	61,    	87,    	27,    	
6,     	1.488533733553,     	0.007959744237,     	0.097081888052,     	1.481696325898,     	88,    	120,   	33,    	
7,     	1.474576118279,     	0.008157378945,     	0.085462408534,     	1.467570520879,     	121,   	158,   	38,    	
8,     	1.460961185334,     	0.007818165732,     	0.07511213296,      	1.454028548152,     	159,   	201,   	43,    	
9,     	1.447241001113,     	0.008008829101,     	0.06561424929,      	1.440369692808,     	202,   	250,   	49,    	
10,    	1.433312178368,     	0.008186635241,     	0.06314791851,      	1.426260829441,     	251,   	303,   	53,    	
11,    	1.419277645917,     	0.008110182322,     	0.054959525987,     	1.412229267077,     	304,   	361,   	58,    	
12,    	1.405418194793,     	0.008046452488,     	0.048882236802,     	1.398485628011,     	362,   	425,   	64,    	
13,    	1.391972405482,     	0.007493802493,     	0.048840883872,     	1.385141809133,     	426,   	494,   	69,    	
14,    	1.378080772154,     	0.008169018344,     	0.044702163523,     	1.371018371023,     	495,   	567,   	73,    	
15,    	1.36433825637,      	0.007679550081,     	0.037875665853,     	1.357589247283,     	568,   	646,   	79,    	
16,    	1.350617505796,     	0.008140729122,     	0.038570585659,     	1.343604405914,     	647,   	729,   	83,    	
17,    	1.336904219803,     	0.007833093602,     	0.038546942955,     	1.330152720996,     	730,   	817,   	88,    	
18,    	1.323249189456,     	0.008012374564,     	0.035741385612,     	1.31620096697,      	818,   	909,   	92,    	
19,    	1.308873260432,     	0.008479948466,     	0.032799732034,     	1.301541317882,     	910,   	1003,  	94,    	
20,    	1.29377168035,      	0.008963546835,     	0.033013935581,     	1.285976214098,     	1004,  	1096,  	93,    	
21,    	1.277777011617,     	0.009538049805,     	0.034243765784,     	1.269472610551,     	1097,  	1187,  	91,    	
22,    	1.260753502558,     	0.010047509055,     	0.034047742833,     	1.252091422841,     	1188,  	1282,  	95,    	
23,    	1.244233972858,     	0.00913719101,      	0.028484458683,     	1.236351693158,     	1283,  	1391,  	109,   	
24,    	1.228874528591,     	0.008726573298,     	0.026360181069,     	1.221237708449,     	1392,  	1508,  	117,   	
25,    	1.213389543656,     	0.009123386871,     	0.027228378306,     	1.205469184347,     	1509,  	1626,  	118,   	
26,    	1.196945352098,     	0.009822320938,     	0.027587286347,     	1.188469647116,     	1627,  	1739,  	113,   	
27,    	1.17984869996,      	0.009928713043,     	0.028179532329,     	1.171126405559,     	1740,  	1854,  	115,   	
28,    	1.163570627366,     	0.008752252935,     	0.025170632384,     	1.15590370496,      	1855,  	1988,  	134,   	
29,    	1.148749331711,     	0.008243737011,     	0.022233045736,     	1.141504595576,     	1989,  	2132,  	144,   	
30,    	1.134944450178,     	0.007559946919,     	0.022313304879,     	1.127777388896,     	2133,  	2281,  	149,   	
31,    	1.121317861483,     	0.007516787666,     	0.019099343083,     	1.114430560649,     	2282,  	2433,  	152,   	
32,    	1.107584203586,     	0.007925738673,     	0.020568865547,     	1.100707461806,     	2434,  	2590,  	157,   	
33,    	1.094067943679,     	0.007817557373,     	0.018157153412,     	1.087161302163,     	2591,  	2752,  	162,   	
34,    	1.079761279897,     	0.008600864347,     	0.018240242171,     	1.072329960508,     	2753,  	2919,  	167,   	
35,    	1.065107633619,     	0.008351716502,     	0.017241219308,     	1.057868855808,     	2920,  	3088,  	169,   	
36,    	1.050502104416,     	0.008640578601,     	0.017380952004,     	1.04303538619,      	3089,  	3257,  	169,   	
37,    	1.035505794921,     	0.008703053449,     	0.017061974845,     	1.027984647203,     	3258,  	3425,  	168,   	
38,    	1.019808844268,     	0.009501100068,     	0.018148438,        	1.011598952664,     	3426,  	3592,  	167,   	
39,    	1.00353361105,      	0.009383922735,     	0.018072662699,     	0.995424113216,     	3593,  	3765,  	173,   	
40,    	0.988322452084,     	0.008237988515,     	0.016147838346,     	0.981071063327,     	3766,  	3951,  	186,   	
41,    	0.9737828807,       	0.008433080374,     	0.01500094935,      	0.966492653488,     	3952,  	4147,  	196,   	
42,    	0.959622539467,     	0.007994875498,     	0.015396660287,     	0.952636655201,     	4148,  	4349,  	202,   	
43,    	0.945492101791,     	0.008274150476,     	0.016103275566,     	0.938338290347,     	4350,  	4557,  	208,   	
44,    	0.931138712277,     	0.008316911844,     	0.016033166162,     	0.923947635304,     	4558,  	4770,  	213,   	
45,    	0.916942128869,     	0.008120024194,     	0.015412629185,     	0.90992069843,      	4771,  	4988,  	218,   	
46,    	0.903675098107,     	0.007228932697,     	0.013916429769,     	0.897336802605,     	4989,  	5212,  	224,   	
47,    	0.890701892713,     	0.007667580394,     	0.015037044541,     	0.884062810666,     	5213,  	5441,  	229,   	
48,    	0.877399909545,     	0.007704722915,     	0.01490660954,      	0.870736319662,     	5442,  	5674,  	233,   	
49,    	0.864423397408,     	0.007349604337,     	0.013125045948,     	0.85798774464,      	5675,  	5914,  	240,   	
50,    	0.85181576136,      	0.007127592137,     	0.014389360027,     	0.845650314626,     	5915,  	6160,  	246,   	
51,    	0.839543095464,     	0.007051007369,     	0.012959151648,     	0.833443645531,     	6161,  	6402,  	242,   	
52,    	0.8269137386,       	0.00754697317,      	0.013019266582,     	0.82038557398,      	6403,  	6640,  	238,   	
53,    	0.813814669268,     	0.007596572855,     	0.01298417589,      	0.807243448112,     	6641,  	6880,  	240,   	
54,    	0.800484125621,     	0.007818110563,     	0.014463594445,     	0.79372128337,      	6881,  	7121,  	241,   	
55,    	0.786685530748,     	0.008131202921,     	0.012721780163,     	0.779651949681,     	7122,  	7366,  	245,   	
56,    	0.773755491725,     	0.006830635182,     	0.013842853059,     	0.767845663318,     	7367,  	7614,  	248,   	
57,    	0.763095572031,     	0.005481496964,     	0.011182228076,     	0.758196188129,     	7615,  	7867,  	253,   	
58,    	0.751519402377,     	0.00776410305,      	0.01232753555,      	0.744802499432,     	7868,  	8126,  	259,   	
59,    	0.737753560277,     	0.008141670238,     	0.012660346764,     	0.730710159907,     	8127,  	8386,  	260,   	
60,    	0.725232374376,     	0.006353743871,     	0.011902533478,     	0.719661226209,     	8387,  	8654,  	268,   	
61,    	0.714787008923,     	0.005664661683,     	0.010482372927,     	0.709566992277,     	8655,  	8931,  	277,   	
62,    	0.704260776959,     	0.006197874407,     	0.012650593447,     	0.698779940817,     	8932,  	9203,  	272,   	
63,    	0.693509073582,     	0.006082096312,     	0.012223953472,     	0.68796126118,      	9204,  	9471,  	268,   	
64,    	0.682080470177,     	0.006789726743,     	0.012583272662,     	0.676205051726,     	9472,  	9742,  	271,   	
65,    	0.671411310416,     	0.00554948745,      	0.010312286369,     	0.666313067817,     	9743,  	10025, 	283,   	
66,    	0.66157853177,      	0.005470144167,     	0.011529743794,     	0.656645355391,     	10026, 	10315, 	290,   	
67,    	0.649684014754,     	0.008044020435,     	0.011601034172,     	0.642723796002,     	10316, 	10598, 	283,   	
