This run aims to check if discrepancy is less than 0.0262
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.052446096197,     	0.0,                	0.998623756474,     	0.0,                	1.518326157811,     	1.0,                	0.006581160887,     	0.014974746801,     	0.014974746801,     	Normal,             	
1,     	0.050308253174,     	0.014821358539,     	0.998623756474,     	0.286505340236,     	1.518326157811,     	1.0,                	0.006498592019,     	0.015750045168,     	0.015750045168,     	Normal,             	
2,     	0.043639185444,     	0.029089766244,     	0.998623756474,     	0.587954627356,     	1.518326157811,     	1.0,                	0.006534811419,     	0.01564274883,      	0.01564274883,      	Normal,             	
3,     	0.033118705885,     	0.040666255383,     	0.998623756474,     	0.887334775703,     	1.518326157811,     	1.0,                	0.006503965248,     	0.015934017216,     	0.015934017216,     	Normal,             	
4,     	0.019378483766,     	0.048734662954,     	0.998623756474,     	1.192332599896,     	1.518326157811,     	1.0,                	0.006493000579,     	0.015630260573,     	0.015630260573,     	Normal,             	
5,     	0.004155892746,     	0.052281177893,     	0.998623756474,     	1.491471941505,     	1.518326157811,     	1.0,                	0.006367070823,     	0.015934864734,     	0.015934864734,     	Normal,             	
6,     	-0.01173631979,     	0.051116062095,     	0.998623756474,     	1.796486115261,     	1.518326157811,     	1.0,                	0.006454416668,     	0.015630200674,     	0.015630200674,     	Normal,             	
7,     	-0.026278858086,    	0.045387383975,     	0.998623756474,     	2.095624301865,     	1.518326157811,     	1.0,                	0.006561178547,     	0.015796006353,     	0.015796006353,     	Normal,             	
8,     	-0.038601074175,    	0.035504226212,     	0.998623756474,     	2.39796001932,      	1.518326157811,     	1.0,                	0.006652998111,     	0.015489951562,     	0.015489951562,     	Normal,             	
9,     	-0.047288657919,    	0.022679855347,     	0.998623756474,     	2.694394130222,     	1.518326157811,     	1.0,                	0.006588096913,     	0.015918398674,     	0.015918398674,     	Normal,             	
10,    	-0.05191449004,     	0.007448404544,     	0.998623756474,     	2.999090659412,     	1.518326157811,     	1.0,                	0.006534366208,     	0.015773434549,     	0.015773434549,     	Normal,             	
11,    	-0.05178123457,     	-0.008324467118,    	0.998623756474,     	3.300991038337,     	1.518326157811,     	1.0,                	0.006434579073,     	0.016077733644,     	0.016077733644,     	Normal,             	
12,    	0.095079471884,     	0.0,                	0.995469685137,     	0.0,                	1.475573014238,     	1.0,                	0.004046959938,     	0.034838282947,     	0.034838282947,     	Normal,             	
