This run aims to check if discrepancy is less than 0.0108
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.021684579033,     	0.0,                	0.999764861871,     	0.0,                	1.549110047978,     	1.0,                	0.002590711104,     	0.006947333271,     	0.006947333271,     	Normal,             	
1,     	0.020571681257,     	0.006857616067,     	0.999764861871,     	0.321767572022,     	1.549110047978,     	1.0,                	0.00258761334,      	0.006933054158,     	0.006947333271,     	cover cap,          	
2,     	0.017347220393,     	0.013011337845,     	0.999764861871,     	0.643535144044,     	1.549110047978,     	1.0,                	0.002572573615,     	0.007025188116,     	0.007025188116,     	Normal,             	
3,     	0.012277226015,     	0.017874302483,     	0.999764861871,     	0.968940559104,     	1.549110047978,     	1.0,                	0.002580000526,     	0.007020526361,     	0.007020526361,     	Normal,             	
4,     	0.00592318795,      	0.020859933182,     	0.999764861871,     	1.294128118717,     	1.549110047978,     	1.0,                	0.002588327051,     	0.007033092896,     	0.007033092896,     	Normal,             	
5,     	-0.001064428588,    	0.021658438532,     	0.999764861871,     	1.619902952825,     	1.549110047978,     	1.0,                	0.002595101165,     	0.007040375953,     	0.007040375953,     	Normal,             	
6,     	-0.007946941496,    	0.020175903665,     	0.999764861871,     	1.946018160515,     	1.549110047978,     	1.0,                	0.002582445833,     	0.007078614178,     	0.007078614178,     	Normal,             	
7,     	-0.014021337839,    	0.01654155534,      	0.999764861871,     	2.273920587921,     	1.549110047978,     	1.0,                	0.002554944435,     	0.007103883288,     	0.007103883288,     	Normal,             	
8,     	-0.018614770406,    	0.011122557737,     	0.999764861871,     	2.603004215344,     	1.549110047978,     	1.0,                	0.002523128822,     	0.007079440008,     	0.007079440008,     	Normal,             	
9,     	-0.021205257696,    	0.004534094606,     	0.999764861871,     	2.930945244172,     	1.549110047978,     	1.0,                	0.002528676841,     	0.007092619828,     	0.007092619828,     	Normal,             	
10,    	-0.021534016532,    	-0.00255090177,     	0.999764861871,     	3.259502348878,     	1.549110047978,     	1.0,                	0.002556941724,     	0.007019562873,     	0.007019562873,     	Normal,             	
11,    	0.040336333803,     	0.0,                	0.999186158919,     	0.0,                	1.530449046974,     	1.0,                	0.001328059306,     	0.014346728615,     	0.014346728615,     	Normal,             	
12,    	0.037784929119,     	0.014118036552,     	0.999186158919,     	0.357579565241,     	1.530449046974,     	1.0,                	0.001241465759,     	0.014964157409,     	0.014964157409,     	Normal,             	
13,    	0.030038088328,     	0.026920866892,     	0.999186158919,     	0.730725199776,     	1.530449046974,     	1.0,                	0.001299291372,     	0.014442174324,     	0.014442174324,     	Normal,             	
14,    	0.018629581705,     	0.035776507797,     	0.999186158919,     	1.090709603212,     	1.530449046974,     	1.0,                	0.001266802466,     	0.014944008255,     	0.014944008255,     	Normal,             	
15,    	0.004325780954,     	0.040103708604,     	0.999186158919,     	1.463346899234,     	1.530449046974,     	1.0,                	0.001241611146,     	0.014872721901,     	0.014872721901,     	Normal,             	
16,    	-0.010501755723,    	0.038945255826,     	0.999186158919,     	1.834185923002,     	1.530449046974,     	1.0,                	0.001238221585,     	0.014955098465,     	0.014955098465,     	Normal,             	
17,    	-0.023969018495,    	0.032442348513,     	0.999186158919,     	2.207103008435,     	1.530449046974,     	1.0,                	0.001244584791,     	0.015068442013,     	0.015068442013,     	Normal,             	
18,    	-0.034202719606,    	0.021382090547,     	0.999186158919,     	2.582880006585,     	1.530449046974,     	1.0,                	0.001292996985,     	0.014591867531,     	0.014591867531,     	Normal,             	
19,    	-0.0395722138,      	0.007814071896,     	0.999186158919,     	2.946637122828,     	1.530449046974,     	1.0,                	0.001251028544,     	0.01510203147,      	0.01510203147,      	Normal,             	
20,    	-0.039672538702,    	-0.007287626335,    	0.999186158919,     	3.323261807662,     	1.530449046974,     	1.0,                	0.001214504948,     	0.015017144569,     	0.015017144569,     	Normal,             	
21,    	0.063418394155,     	0.0,                	0.997987027612,     	0.0,                	1.507335345188,     	1.0,                	0.001589293955,     	0.012857061961,     	0.012857061961,     	Normal,             	
22,    	0.062115112635,     	0.012790836546,     	0.997987027612,     	0.203082762559,     	1.507335345188,     	1.0,                	0.001547266633,     	0.013001808861,     	0.013001808861,     	Normal,             	
