Point's Coordinates for twisted_polar_coordinates_73

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.043015858796,     	0.000740557019,     	-0.999074115102,    	0.017214206321,     	-1.527760810992,    	1.0,                	
2,     	0.012588319817,     	0.041139357517,     	-0.999074115102,    	1.273851267757,     	-1.527760810992,    	1.0,                	
3,     	-0.035235849288,    	0.024684964201,     	-0.999074115102,    	2.530488329193,     	-1.527760810992,    	1.0,                	
4,     	-0.0343652723,      	-0.025883210629,    	-0.999074115102,    	3.787125390629,     	-1.527760810992,    	1.0,                	
5,     	0.013996942975,     	-0.040681668108,    	-0.999074115102,    	5.043762452065,     	-1.527760810992,    	1.0,                	
6,     	0.085954272566,     	0.001345232165,     	-0.996298174935,    	0.015649278474,     	-1.48472529519,     	1.0,                	
7,     	0.071582048041,     	0.047602069495,     	-0.996298174935,    	0.586847942763,     	-1.48472529519,     	1.0,                	
8,     	0.034483029037,     	0.078745586101,     	-0.996298174935,    	1.158046607052,     	-1.48472529519,     	1.0,                	
9,     	-0.01356410804,     	0.084887935509,     	-0.996298174935,    	1.729245271341,     	-1.48472529519,     	1.0,                	
10,    	-0.057304736655,    	0.064078965183,     	-0.996298174935,    	2.30044393563,      	-1.48472529519,     	1.0,                	
11,    	-0.082851516277,    	0.022925376171,     	-0.996298174935,    	2.871642599919,     	-1.48472529519,     	1.0,                	
12,    	-0.082093524882,    	-0.025506857792,    	-0.996298174935,    	3.442841264208,     	-1.48472529519,     	1.0,                	
13,    	-0.055271419382,    	-0.065840844629,    	-0.996298174935,    	4.014039928497,     	-1.48472529519,     	1.0,                	
14,    	-0.010901028758,    	-0.085270828505,    	-0.996298174935,    	4.585238592786,     	-1.48472529519,     	1.0,                	
15,    	0.036930361474,     	-0.077627926826,    	-0.996298174935,    	5.156437257075,     	-1.48472529519,     	1.0,                	
16,    	0.073036622876,     	-0.045338706873,    	-0.996298174935,    	5.727635921364,     	-1.48472529519,     	1.0,                	
17,    	0.128731411886,     	0.002077688894,     	-0.991677319899,    	0.016138318426,     	-1.441689779387,    	1.0,                	
18,    	0.118137219515,     	0.051182912798,     	-0.991677319899,    	0.408837400125,     	-1.441689779387,    	1.0,                	
19,    	0.08955770639,      	0.092496002203,     	-0.991677319899,    	0.801536481823,     	-1.441689779387,    	1.0,                	
20,    	0.047343844309,     	0.11972741375,      	-0.991677319899,    	1.194235563522,     	-1.441689779387,    	1.0,                	
21,    	-0.002077688894,    	0.128731411886,     	-0.991677319899,    	1.586934645221,     	-1.441689779387,    	1.0,                	
22,    	-0.051182912798,    	0.118137219515,     	-0.991677319899,    	1.97963372692,      	-1.441689779387,    	1.0,                	
23,    	-0.092496002203,    	0.08955770639,      	-0.991677319899,    	2.372332808618,     	-1.441689779387,    	1.0,                	
24,    	-0.11972741375,     	0.047343844309,     	-0.991677319899,    	2.765031890317,     	-1.441689779387,    	1.0,                	
25,    	-0.128731411886,    	-0.002077688894,    	-0.991677319899,    	3.157730972016,     	-1.441689779387,    	1.0,                	
26,    	-0.118137219515,    	-0.051182912798,    	-0.991677319899,    	3.550430053714,     	-1.441689779387,    	1.0,                	
27,    	-0.08955770639,     	-0.092496002203,    	-0.991677319899,    	3.943129135413,     	-1.441689779387,    	1.0,                	
28,    	-0.047343844309,    	-0.11972741375,     	-0.991677319899,    	4.335828217112,     	-1.441689779387,    	1.0,                	
29,    	0.002077688894,     	-0.128731411886,    	-0.991677319899,    	4.728527298811,     	-1.441689779387,    	1.0,                	
30,    	0.051182912798,     	-0.118137219515,    	-0.991677319899,    	5.121226380509,     	-1.441689779387,    	1.0,                	
31,    	0.092496002203,     	-0.08955770639,     	-0.991677319899,    	5.513925462208,     	-1.441689779387,    	1.0,                	
32,    	0.11972741375,      	-0.047343844309,    	-0.991677319899,    	5.906624543907,     	-1.441689779387,    	1.0,                	
33,    	0.171272169771,     	0.002680504702,     	-0.985220106756,    	0.015649278474,     	-1.398654263584,    	1.0,                	
34,    	0.163579258028,     	0.050824871732,     	-0.985220106756,    	0.301248610618,     	-1.398654263584,    	1.0,                	
35,    	0.142634127643,     	0.094851709922,     	-0.985220106756,    	0.586847942763,     	-1.398654263584,    	1.0,                	
36,    	0.110133628513,     	0.131194226679,     	-0.985220106756,    	0.872447274907,     	-1.398654263584,    	1.0,                	
37,    	0.068710757792,     	0.156908167433,     	-0.985220106756,    	1.158046607052,     	-1.398654263584,    	1.0,                	
38,    	0.021721350113,     	0.16991034163,      	-0.985220106756,    	1.443645939196,     	-1.398654263584,    	1.0,                	
39,    	-0.02702779217,     	0.169147390444,     	-0.985220106756,    	1.729245271341,     	-1.398654263584,    	1.0,                	
40,    	-0.073587303473,    	0.154681123642,     	-0.985220106756,    	2.014844603485,     	-1.398654263584,    	1.0,                	
