This run aims to check if discrepancy is less than 0.0126
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.545216318907,     	0.007660510744,     	0.323702113343,     	1.538678070339,     	0,     	10,    	11,    	
2,     	1.523338504227,     	0.016878806699,     	0.368887691607,     	1.509391956429,     	11,    	20,    	10,    	
3,     	1.4960648157,       	0.015126473761,     	0.21629173589,      	1.483340455706,     	21,    	37,    	17,    	
4,     	1.469994068287,     	0.015103846607,     	0.151394354564,     	1.457110820307,     	38,    	59,    	22,    	
5,     	1.444293963179,     	0.014655470866,     	0.127114348094,     	1.431721740604,     	60,    	86,    	27,    	
6,     	1.419099689156,     	0.014419099719,     	0.102818804152,     	1.406169316029,     	87,    	117,   	31,    	
7,     	1.393433445133,     	0.014848667172,     	0.091485301078,     	1.380727715116,     	118,   	154,   	37,    	
8,     	1.367748822471,     	0.014948144674,     	0.075686205216,     	1.354683227619,     	155,   	196,   	42,    	
9,     	1.342400447413,     	0.014298623237,     	0.072516119702,     	1.329654017424,     	197,   	243,   	47,    	
10,    	1.316979510974,     	0.014827576048,     	0.063081296692,     	1.304219859523,     	244,   	295,   	52,    	
11,    	1.291151035002,     	0.01518447916,      	0.061056296736,     	1.278101021727,     	296,   	352,   	57,    	
12,    	1.265431237225,     	0.014684321506,     	0.055912769703,     	1.252576018328,     	353,   	413,   	61,    	
13,    	1.239720189928,     	0.014793505584,     	0.04890729479,      	1.226988003301,     	414,   	480,   	67,    	
14,    	1.214404368145,     	0.014525340486,     	0.042941267219,     	1.201895683234,     	481,   	552,   	72,    	
15,    	1.189388932977,     	0.014390579993,     	0.040617916134,     	1.17688246937,      	553,   	628,   	76,    	
16,    	1.164979643755,     	0.013821724719,     	0.038613381488,     	1.15276972093,      	629,   	709,   	81,    	
17,    	1.140323902782,     	0.014475655757,     	0.034690571845,     	1.127844445558,     	710,   	794,   	85,    	
18,    	1.11555930639,      	0.014149203882,     	0.03940207079,      	1.103356656934,     	795,   	881,   	87,    	
19,    	1.091000839303,     	0.014327164274,     	0.037929356289,     	1.078444015381,     	882,   	971,   	90,    	
20,    	1.066040695339,     	0.014368763546,     	0.029713572128,     	1.053450847956,     	972,   	1066,  	95,    	
21,    	1.040837453248,     	0.014644398835,     	0.031340529871,     	1.028200565857,     	1067,  	1165,  	99,    	
22,    	1.015258288552,     	0.014954698306,     	0.028356437421,     	1.00235193682,      	1166,  	1270,  	105,   	
23,    	0.990603115119,     	0.013549300321,     	0.029228710615,     	0.978338593333,     	1271,  	1379,  	109,   	
24,    	0.966484622201,     	0.01375744772,      	0.024213102911,     	0.954286802011,     	1380,  	1491,  	112,   	
25,    	0.944044418837,     	0.011855866961,     	0.024681950639,     	0.931917685325,     	1492,  	1607,  	116,   	
26,    	0.919243272882,     	0.01459954504,      	0.02927096081,      	0.906634408471,     	1608,  	1728,  	121,   	
27,    	0.894971180799,     	0.013444691661,     	0.028029169359,     	0.883106306408,     	1729,  	1856,  	128,   	
28,    	0.873151362583,     	0.011549792922,     	0.027273205469,     	0.862810239027,     	1857,  	1996,  	140,   	
29,    	0.85434479695,      	0.009812448427,     	0.021427831572,     	0.845860720633,     	1997,  	2159,  	163,   	
30,    	0.837257064517,     	0.009962681373,     	0.024723514437,     	0.828441046799,     	2160,  	2313,  	154,   	
31,    	0.820681801008,     	0.009355559247,     	0.023706512831,     	0.812403975322,     	2314,  	2465,  	152,   	
32,    	0.803447937604,     	0.010360064238,     	0.020632781513,     	0.794489688616,     	2466,  	2632,  	167,   	
33,    	0.787144163236,     	0.008579457354,     	0.023727706273,     	0.779364517054,     	2633,  	2788,  	156,   	
34,    	0.771714746526,     	0.011692748305,     	0.018200317149,     	0.76160504324,      	2789,  	2948,  	160,   	
35,    	0.754122832653,     	0.011980644083,     	0.016437416698,     	0.743764020393,     	2949,  	3119,  	171,   	
36,    	0.73387115235,      	0.011412494678,     	0.019587083593,     	0.72400221894,      	3120,  	3289,  	170,   	
37,    	0.714977867643,     	0.010436766076,     	0.021258359643,     	0.705830363717,     	3290,  	3452,  	163,   	
38,    	0.698263861333,     	0.008755445149,     	0.020451378093,     	0.690527506073,     	3453,  	3627,  	175,   	
39,    	0.680984185174,     	0.011040485043,     	0.015701266721,     	0.67143509394,      	3628,  	3807,  	180,   	
40,    	0.663014607527,     	0.009713466313,     	0.019071164226,     	0.654611643442,     	3808,  	3980,  	173,   	
41,    	0.643795326504,     	0.01247949305,      	0.017774140054,     	0.63300223811,      	3981,  	4155,  	175,   	
42,    	0.622683816651,     	0.01194647024,      	0.016318914115,     	0.612350555717,     	4156,  	4337,  	182,   	
43,    	0.602682728654,     	0.011210570732,     	0.017715962679,     	0.592984797774,     	4338,  	4526,  	189,   	
44,    	0.583305039142,     	0.011199028489,     	0.018292161787,     	0.573616640328,     	4527,  	4712,  	186,   	
45,    	0.564337943617,     	0.010739901308,     	0.016817587858,     	0.554860998842,     	4713,  	4895,  	183,   	
46,    	0.544607252244,     	0.01212253406,      	0.014173036988,     	0.534119828142,     	4896,  	5081,  	186,   	
47,    	0.523721978413,     	0.012026156116,     	0.017489104672,     	0.513317337137,     	5082,  	5280,  	199,   	
48,    	0.503392785276,     	0.011495433267,     	0.015822698951,     	0.493358738584,     	5281,  	5484,  	204,   	
49,    	0.482911329748,     	0.012064266179,     	0.01735769399,      	0.472472781394,     	5485,  	5685,  	201,   	
50,    	0.462469043642,     	0.011566854284,     	0.016283872399,     	0.452154032337,     	5686,  	5884,  	199,   	
51,    	0.443068702748,     	0.011152394906,     	0.016605175766,     	0.433112626187,     	5885,  	6085,  	201,   	
52,    	0.423347624988,     	0.011270620552,     	0.017474958452,     	0.413570970355,     	6086,  	6291,  	206,   	
53,    	0.40500899591,      	0.010068637052,     	0.01646865719,      	0.395486022269,     	6292,  	6499,  	208,   	
54,    	0.385237409622,     	0.011837308831,     	0.017222317076,     	0.37499298234,      	6500,  	6704,  	205,   	
55,    	0.365869475251,     	0.010535579558,     	0.015296001825,     	0.356308392286,     	6705,  	6913,  	209,   	
56,    	0.346427235174,     	0.01141752251,      	0.014232049118,     	0.336545145573,     	6914,  	7126,  	213,   	
57,    	0.327144463688,     	0.010887367591,     	0.013655865996,     	0.317448350801,     	7127,  	7344,  	218,   	
58,    	0.307035146956,     	0.012029299133,     	0.015307005893,     	0.296623077891,     	7345,  	7560,  	216,   	
59,    	0.28755888309,      	0.010474228371,     	0.015814788653,     	0.278015843156,     	7561,  	7775,  	215,   	
60,    	0.267445131272,     	0.012432247524,     	0.016123297977,     	0.256683644451,     	7776,  	7990,  	215,   	
61,    	0.24720409365,      	0.010959581913,     	0.015776157697,     	0.237716511381,     	7991,  	8210,  	220,   	
62,    	0.227861644812,     	0.011618506258,     	0.011926864711,     	0.217803522982,     	8211,  	8435,  	225,   	
