number	direction_ind	# of covercap	
0	49	2	
1	50	2	
2	70	2	
3	75	2	
4	87	2	
5	91	2	
6	94	2	
7	113	2	
8	114	2	
9	128	2	
10	132	2	
11	134	2	
12	140	2	
13	142	2	
14	146	2	
15	153	2	
16	190	2	
17	252	2	
18	280	2	
19	297	2	
20	345	2	
21	347	2	
22	349	2	
23	353	2	
24	397	2	
25	409	2	
26	414	2	
27	509	2	
28	532	2	
29	624	2	
30	631	2	
31	678	2	
32	693	2	
33	697	2	
34	698	2	
35	699	2	
36	700	2	
37	702	2	
38	704	2	
39	734	2	
40	777	2	
41	779	2	
42	780	2	
43	781	2	
44	783	2	
45	784	2	
46	788	2	
47	801	2	
48	808	2	
49	836	2	
50	862	2	
51	863	2	
52	954	2	
53	963	2	
54	1029	2	
55	1059	2	
56	1069	2	
57	1074	2	
58	1076	2	
59	1082	2	
60	1112	2	
61	1152	2	
62	1155	2	
63	1178	2	
64	1183	2	
65	1184	2	
66	1201	2	
67	1229	2	
68	1255	2	
69	1307	2	
70	1384	2	
71	1392	2	
72	1420	2	
73	1449	2	
74	1461	2	
75	1503	2	
76	1587	2	
77	1596	2	
78	1706	2	
79	1710	2	
80	1713	2	
81	1715	2	
82	1717	2	
83	1719	2	
84	1721	2	
85	1724	2	
86	1728	2	
87	1732	2	
88	1733	2	
89	1735	2	
90	1737	2	
91	1739	2	
92	1741	2	
93	1746	2	
94	1753	2	
95	1850	2	
96	1946	2	
97	1979	2	
98	1983	2	
99	1985	2	
100	1988	2	
101	2025	2	
102	2026	2	
103	2027	2	
104	2028	2	
105	2029	2	
106	2031	2	
107	2035	2	
108	2122	2	
109	2176	2	
110	2178	2	
111	2262	2	
112	2321	2	
113	2390	2	
114	2399	2	
115	2404	2	
116	2406	3	
117	2407	3	
118	2474	2	
119	2475	2	
120	2476	2	
121	2477	2	
122	2546	2	
123	2555	2	
124	2556	2	
125	2557	2	
126	2558	2	
127	2559	2	
128	2560	2	
129	2566	2	
130	2629	2	
131	2630	2	
132	2631	2	
133	2636	2	
134	2640	2	
135	2643	2	
136	2673	2	
137	2690	2	
138	2701	2	
139	2702	2	
140	2703	2	
141	2704	2	
142	2705	2	
143	2706	2	
144	2707	2	
145	2710	2	
146	2717	2	
147	2766	2	
148	2771	2	
149	2775	2	
150	2776	2	
151	2777	2	
152	2778	2	
153	2780	2	
154	2840	2	
155	2845	2	
156	2846	2	
157	2848	2	
158	2850	2	
159	2897	2	
160	2917	2	
161	2927	2	
162	2929	2	
163	2934	2	
164	2979	2	
165	2994	2	
166	2995	2	
167	3002	2	
168	3004	2	
169	3026	2	
170	3089	2	
171	3097	2	
172	3098	2	
173	3126	2	
174	3163	2	
175	3164	2	
176	3165	2	
177	3168	2	
178	3248	2	
179	3251	2	
180	3252	2	
181	3317	2	
182	3318	2	
183	3319	2	
184	3321	2	
185	3362	2	
186	3407	2	
187	3410	2	
188	3413	2	
189	3414	2	
190	3583	2	
191	3810	2	
192	3811	2	
193	3911	2	
194	3932	2	
195	3943	2	
196	3944	2	
197	3947	2	
198	3952	2	
199	3956	2	
200	3960	2	
201	3964	2	
202	3972	2	
203	3973	2	
204	3974	2	
205	3975	2	
206	3977	2	
207	3978	2	
208	3980	2	
209	3982	2	
210	3992	2	
211	4019	2	
212	4030	2	
213	4032	2	
214	4034	2	
215	4038	2	
216	4047	2	
217	4055	2	
218	4062	2	
219	4070	2	
220	4075	2	
221	4079	2	
222	4081	2	
223	4082	2	
224	4083	2	
225	4084	2	
226	4089	2	
227	4093	2	
228	4097	2	
229	4101	2	
230	4106	2	
231	4110	2	
232	4134	2	
233	4150	2	
234	4217	2	
235	4234	2	
236	4292	2	
237	4294	2	
238	4308	2	
239	4311	2	
240	4318	2	
241	4388	2	
242	4396	2	
243	4445	2	
244	4457	2	
245	4508	2	
246	4527	2	
247	4531	2	
248	4570	2	
249	4604	2	
250	4606	2	
251	4633	2	
252	4639	2	
253	4643	2	
254	4671	2	
255	4760	2	
256	4790	2	
257	4791	2	
258	4823	2	
259	4832	2	
260	4878	2	
261	4950	2	
262	4988	2	
263	5011	2	
264	5014	2	
265	5015	2	
266	5019	2	
267	5023	2	
268	5036	2	
269	5043	2	
270	5050	2	
271	5053	2	
272	5058	2	
273	5060	2	
274	5068	2	
275	5084	2	
276	5095	2	
277	5114	2	
278	5117	2	
279	5125	2	
280	5132	2	
281	5134	2	
282	5150	2	
283	5151	2	
284	5162	2	
285	5168	2	
286	5169	2	
287	5177	2	
288	5181	2	
289	5255	2	
290	5303	2	
291	5359	2	
292	5400	2	
293	5436	2	
294	5502	2	
295	5567	2	
296	5604	2	
297	5629	2	
298	5681	2	
299	5705	2	
300	5720	2	
301	5721	2	
302	5734	2	
303	5751	2	
304	5815	2	
305	5827	2	
306	5896	2	
307	5940	2	
308	5942	2	
309	5950	2	
310	5961	2	
311	5964	2	
312	5978	2	
313	5983	2	
314	5987	2	
315	5988	2	
316	5997	2	
317	6008	2	
318	6011	2	
319	6020	2	
320	6064	2	
321	6085	2	
322	6104	2	
323	6108	2	
324	6109	2	
325	6138	2	
326	6141	2	
327	6147	2	
328	6158	2	
329	6159	2	
330	6171	2	
331	6181	2	
332	6186	2	
333	6188	2	
334	6191	2	
335	6193	2	
336	6205	2	
337	6252	2	
338	6254	2	
339	6255	2	
340	6266	2	
341	6267	2	
342	6269	2	
343	6274	2	
344	6275	2	
345	6276	2	
346	6277	2	
347	6311	2	
348	6314	2	
349	6316	2	
350	6321	2	
351	6322	2	
352	6342	2	
353	6349	2	
354	6458	2	
355	6501	2	
356	6518	2	
357	6519	2	
358	6521	2	
359	6522	2	
360	6526	2	
361	6530	2	
362	6539	2	
363	6542	2	
364	6546	2	
365	6548	2	
366	6552	2	
367	6553	2	
368	6559	2	
369	6561	2	
370	6570	2	
371	6576	2	
372	6583	2	
373	6590	2	
374	6592	2	
375	6595	2	
376	6597	2	
377	6598	2	
378	6600	2	
379	6602	2	
380	6603	2	
381	6624	2	
382	6632	2	
383	6634	2	
384	6639	2	
385	6642	2	
386	6644	2	
387	6649	2	
388	6656	2	
389	6657	2	
390	6660	2	
391	6664	2	
392	6667	2	
393	6669	2	
394	6671	2	
395	6683	2	
396	6684	2	
397	6686	2	
398	6695	2	
399	6701	2	
400	6702	2	
401	6704	2	
402	6710	2	
403	6714	2	
404	6719	2	
405	6738	2	
406	6741	2	
407	6742	2	
408	6776	2	
409	6787	2	
410	6793	2	
411	6797	2	
412	6808	2	
413	6829	2	
414	6836	2	
415	6846	2	
416	6852	2	
417	6854	2	
418	6878	2	
419	6889	2	
420	6892	2	
421	6926	2	
422	6979	2	
423	6986	2	
424	7003	2	
425	7006	2	
426	7026	2	
427	7032	2	
428	7034	2	
429	7040	2	
430	7043	2	
431	7054	2	
432	7055	2	
433	7061	2	
434	7062	2	
435	7068	2	
436	7090	2	
437	7123	2	
438	7134	2	
439	7147	2	
440	7153	2	
441	7174	2	
442	7176	2	
443	7185	2	
444	7192	2	
445	7199	2	
446	7206	2	
447	7213	2	
448	7214	2	
449	7217	2	
450	7220	2	
451	7223	2	
452	7224	2	
453	7227	2	
454	7229	2	
455	7230	2	
456	7235	2	
457	7237	2	
458	7238	2	
459	7240	2	
460	7243	2	
461	7265	2	
462	7271	2	
463	7291	2	
464	7299	2	
465	7304	2	
466	7307	2	
467	7310	2	
468	7380	2	
469	7385	2	
470	7390	2	
471	7396	2	
472	7404	2	
473	7411	2	
474	7414	2	
475	7425	2	
476	7428	2	
477	7431	2	
478	7440	2	
479	7443	2	
480	7456	2	
481	7458	2	
482	7463	2	
483	7468	2	
484	7472	2	
485	7475	2	
486	7502	2	
487	7514	2	
488	7544	2	
489	7580	2	
490	7582	2	
491	7590	2	
492	7595	2	
493	7599	2	
494	7613	2	
495	7615	2	
496	7616	2	
497	7618	2	
498	7631	2	
499	7650	2	
500	7715	2	
501	7737	2	
502	7747	2	
503	7757	2	
504	7806	2	
505	7818	2	
506	7821	2	
507	7823	2	
508	7825	2	
509	7827	2	
510	7839	2	
511	7848	2	
512	7858	2	
513	7875	2	
514	7941	2	
515	8024	2	
516	8027	2	
517	8030	2	
518	8034	2	
519	8235	2	
520	8243	2	
521	8245	2	
522	8247	2	
523	8451	2	
524	8454	2	
525	8455	2	
526	8458	2	
527	8459	2	
528	8461	2	
529	8462	3	
530	8463	4	
531	8464	3	
532	8465	2	
533	8466	2	
534	8467	2	
535	8468	2	
536	8480	2	
537	8489	2	
538	8561	2	
539	8566	2	
540	8666	2	
541	8669	2	
542	8670	3	
543	8671	6	
544	8672	5	
545	8673	7	
546	8674	6	
547	8676	2	
548	8677	2	
549	8678	2	
550	8679	2	
551	8681	2	
552	8682	2	
553	8685	2	
554	8688	2	
555	8692	2	
556	8887	2	
557	8891	2	
558	8893	3	
559	8894	7	
560	8895	9	
561	8896	9	
562	8897	6	
563	8898	6	
564	8899	5	
565	8900	6	
566	8901	5	
567	8902	5	
568	8903	3	
569	8904	4	
570	8905	3	
571	8906	4	
572	8908	3	
573	8910	2	
574	8914	2	
