number	direction_ind	# of covercap	
0	25	2	
1	178	2	
2	182	2	
3	243	2	
4	249	2	
5	254	2	
6	259	2	
7	276	2	
8	285	2	
9	304	2	
10	446	2	
11	457	2	
12	470	2	
13	484	2	
14	492	2	
15	497	2	
16	499	2	
17	504	2	
18	556	2	
19	561	2	
20	563	2	
21	570	2	
22	625	2	
23	628	2	
24	632	2	
25	648	2	
26	659	2	
27	678	2	
28	679	2	
29	680	2	
30	681	2	
31	712	2	
32	782	2	
33	791	2	
34	813	2	
35	872	2	
36	874	2	
37	890	2	
38	898	2	
39	903	2	
40	904	2	
41	905	2	
42	911	2	
43	913	2	
44	925	2	
45	992	2	
46	993	2	
47	1004	2	
48	1008	2	
49	1013	2	
50	1021	2	
51	1038	2	
52	1055	2	
53	1072	2	
54	1073	2	
55	1074	2	
56	1075	2	
57	1076	2	
58	1077	2	
59	1079	2	
60	1080	2	
61	1121	2	
62	1147	2	
63	1230	2	
64	1278	2	
65	1285	2	
66	1296	2	
67	1353	2	
68	1354	2	
69	1365	2	
70	1368	2	
71	1404	2	
72	1500	2	
73	1510	2	
74	1519	2	
75	1532	2	
76	1533	2	
77	1541	2	
78	1542	2	
79	1561	2	
80	1564	2	
81	1565	2	
82	1567	2	
83	1568	2	
84	1570	2	
85	1571	2	
86	1574	2	
87	1576	2	
88	1577	2	
89	1584	2	
90	1586	2	
91	1596	2	
92	1599	2	
93	1600	2	
94	1601	2	
95	1602	2	
96	1605	2	
97	1610	2	
98	1614	2	
99	1618	2	
100	1711	2	
101	1733	2	
102	1842	2	
103	1890	2	
104	1897	2	
105	1956	2	
106	1972	2	
107	2008	2	
108	2011	2	
109	2013	2	
110	2014	2	
111	2015	2	
112	2017	2	
113	2018	2	
114	2020	2	
115	2021	2	
116	2022	2	
117	2024	2	
118	2025	2	
119	2027	2	
120	2030	2	
121	2042	2	
122	2043	2	
123	2049	2	
124	2052	2	
125	2058	2	
126	2059	2	
127	2060	2	
128	2063	2	
129	2067	2	
130	2071	2	
131	2074	2	
132	2076	2	
133	2081	2	
134	2082	2	
135	2083	2	
136	2086	2	
137	2098	2	
138	2104	2	
139	2108	2	
140	2109	2	
141	2111	2	
142	2117	2	
