This run aims to check if discrepancy is less than 0.0102
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.020646745234,     	0.0,                	0.999786833236,     	0.0,                	1.550148114369,     	1.0,                	0.002440188771,     	0.006235041202,     	0.006235041202,     	Normal,             	
1,     	0.019705295665,     	0.006163555103,     	0.999786833236,     	0.30314607224,      	1.550148114369,     	1.0,                	0.002426555204,     	0.006578387195,     	0.006578387195,     	Normal,             	
2,     	0.016766363128,     	0.012048948345,     	0.999786833236,     	0.6231255821,       	1.550148114369,     	1.0,                	0.002381888762,     	0.006664814721,     	0.006664814721,     	Normal,             	
3,     	0.01205439276,      	0.016762449223,     	0.999786833236,     	0.94734598435,      	1.550148114369,     	1.0,                	0.002423807752,     	0.00657251589,      	0.00657251589,      	Normal,             	
4,     	0.006175629452,     	0.019701514907,     	0.999786833236,     	1.267037449358,     	1.550148114369,     	1.0,                	0.002396760584,     	0.006674249991,     	0.006674249991,     	Normal,             	
5,     	-0.000431993165,    	0.020642225429,     	0.999786833236,     	1.591720917366,     	1.550148114369,     	1.0,                	0.002381027041,     	0.00663653085,      	0.00663653085,      	Normal,             	
6,     	-0.006958503131,    	0.01943880971,      	0.999786833236,     	1.914553303908,     	1.550148114369,     	1.0,                	0.002432007975,     	0.006263306722,     	0.006263306722,     	Normal,             	
7,     	-0.012466971997,    	0.016457906853,     	0.999786833236,     	2.219084333576,     	1.550148114369,     	1.0,                	0.002443784809,     	0.006214169393,     	0.006214209372,     	cover cap,          	
8,     	-0.016799346766,    	0.012002917854,     	0.999786833236,     	2.521209779015,     	1.550148114369,     	1.0,                	0.002411419044,     	0.006558234617,     	0.006558234617,     	Normal,             	
9,     	-0.019716076559,    	0.006128981473,     	0.999786833236,     	2.840200636018,     	1.550148114369,     	1.0,                	0.002402986415,     	0.006703780731,     	0.006703780731,     	Normal,             	
10,    	-0.020640426506,    	-0.000510766509,    	0.999786833236,     	3.16633353233,      	1.550148114369,     	1.0,                	0.002432874862,     	0.006260311024,     	0.006260311024,     	Normal,             	
11,    	0.038237869013,     	0.0,                	0.999268665261,     	0.0,                	1.532549133493,     	1.0,                	0.001203147799,     	0.014281183942,     	0.014281183942,     	Normal,             	
12,    	0.035570981187,     	0.014029965221,     	0.999268665261,     	0.375688226998,     	1.532549133493,     	1.0,                	0.001195575144,     	0.014281612187,     	0.014281612187,     	Normal,             	
13,    	0.027942022591,     	0.026103218196,     	0.999268665261,     	0.751387854043,     	1.532549133493,     	1.0,                	0.001174348828,     	0.014290385711,     	0.014290385711,     	Normal,             	
14,    	0.016407149177,     	0.0345389647,       	0.999268665261,     	1.127321038305,     	1.532549133493,     	1.0,                	0.001207914349,     	0.014100599725,     	0.014100599725,     	Normal,             	
15,    	0.002773371379,     	0.038137160852,     	0.999268665261,     	1.498203141357,     	1.532549133493,     	1.0,                	0.001195898605,     	0.014341649181,     	0.014341649181,     	Normal,             	
16,    	-0.011471802703,    	0.036476463225,     	0.999268665261,     	1.875501098162,     	1.532549133493,     	1.0,                	0.001130154918,     	0.014325767124,     	0.014325767124,     	Normal,             	
17,    	-0.02409064957,     	0.029694700369,     	0.999268665261,     	2.252376212567,     	1.532549133493,     	1.0,                	0.001153624139,     	0.014310414148,     	0.014310414148,     	Normal,             	
18,    	-0.033320428935,    	0.018758561839,     	0.999268665261,     	2.628842586992,     	1.532549133493,     	1.0,                	0.001162424596,     	0.014286297839,     	0.014286297839,     	Normal,             	
19,    	-0.037879974522,    	0.005219401968,     	0.999268665261,     	3.004666948675,     	1.532549133493,     	1.0,                	0.001188695611,     	0.014326737361,     	0.014326737361,     	Normal,             	
20,    	-0.037142119284,    	-0.009088322277,    	0.999268665261,     	3.381567894106,     	1.532549133493,     	1.0,                	0.001133141325,     	0.014290643703,     	0.014290643703,     	Normal,             	
21,    	0.060461781332,     	0.0,                	0.998170512988,     	0.0,                	1.510297647112,     	1.0,                	0.00144153218,      	0.012285411026,     	0.012285411026,     	Normal,             	
22,    	0.059213626541,     	0.012221842484,     	0.998170512988,     	0.203544193091,     	1.510297647112,     	1.0,                	0.001438165261,     	0.012621006536,     	0.012621006536,     	Normal,             	
23,    	0.055386246393,     	0.024248519796,     	0.998170512988,     	0.412668597604,     	1.510297647112,     	1.0,                	0.001394859327,     	0.012702364661,     	0.012702364661,     	Normal,             	
24,    	0.049097775794,     	0.035285059359,     	0.998170512988,     	0.62314605232,      	1.510297647112,     	1.0,                	0.001452367183,     	0.012569171132,     	0.012569171132,     	Normal,             	
25,    	0.040741310176,     	0.044674071305,     	0.998170512988,     	0.831408443069,     	1.510297647112,     	1.0,                	0.001412815184,     	0.012583405953,     	0.012583405953,     	Normal,             	
26,    	0.030611798809,     	0.052139666047,     	0.998170512988,     	1.039907552545,     	1.510297647112,     	1.0,                	0.001434564934,     	0.012377275561,     	0.012377275561,     	Normal,             	
27,    	0.019352796475,     	0.05728085431,      	0.998170512988,     	1.24497908987,      	1.510297647112,     	1.0,                	0.001450452761,     	0.012454510361,     	0.012454510361,     	Normal,             	
28,    	0.007205687557,     	0.060030867632,     	0.998170512988,     	1.451334829576,     	1.510297647112,     	1.0,                	0.00145093047,      	0.012501841931,     	0.012501841931,     	Normal,             	
29,    	-0.005294576078,    	0.060229514907,     	0.998170512988,     	1.658477605339,     	1.510297647112,     	1.0,                	0.00144197154,      	0.012538603107,     	0.012538603107,     	Normal,             	
30,    	-0.017603832357,    	0.057842303621,     	0.998170512988,     	1.866231673331,     	1.510297647112,     	1.0,                	0.00143888053,      	0.012342546324,     	0.012342546324,     	Normal,             	
31,    	-0.028983179131,    	0.053062249569,     	0.998170512988,     	2.070725786605,     	1.510297647112,     	1.0,                	0.001459451193,     	0.012509893319,     	0.012509893319,     	Normal,             	
32,    	-0.03928277247,     	0.045961840573,     	0.998170512988,     	2.278002445185,     	1.510297647112,     	1.0,                	0.001394643522,     	0.012605345099,     	0.012605345099,     	Normal,             	
33,    	-0.047959170881,    	0.036817725762,     	0.998170512988,     	2.486866398613,     	1.510297647112,     	1.0,                	0.001440710732,     	0.012553885277,     	0.012553885277,     	Normal,             	
34,    	-0.054528653552,    	0.026119972121,     	0.998170512988,     	2.694874595653,     	1.510297647112,     	1.0,                	0.001414883567,     	0.012550604044,     	0.012550604044,     	Normal,             	
35,    	-0.058746536989,    	0.014299349413,     	0.998170512988,     	2.9028282284,       	1.510297647112,     	1.0,                	0.001458285632,     	0.012311329158,     	0.012311329158,     	Normal,             	
36,    	-0.060425196655,    	0.002103000478,     	0.998170512988,     	3.106803325511,     	1.510297647112,     	1.0,                	0.00147587129,      	0.012683561703,     	0.012683561703,     	Normal,             	
37,    	-0.059534364573,    	-0.010549238679,    	0.998170512988,     	3.316968063532,     	1.510297647112,     	1.0,                	0.001451468294,     	0.012702264454,     	0.012702264454,     	Normal,             	
38,    	0.081101422838,     	0.0,                	0.996705853908,     	0.0,                	1.489605733137,     	1.0,                	0.001520692899,     	0.011902739933,     	0.011902739933,     	Normal,             	
39,    	0.080227978126,     	0.011870649192,     	0.996705853908,     	0.146895676776,     	1.489605733137,     	1.0,                	0.001428473469,     	0.012689426776,     	0.012689426776,     	Normal,             	
40,    	0.077394319222,     	0.024239639819,     	0.996705853908,     	0.303519393006,     	1.489605733137,     	1.0,                	0.001470497035,     	0.01265842204,      	0.01265842204,      	Normal,             	
41,    	0.07267978447,      	0.035987354942,     	0.996705853908,     	0.459759641021,     	1.489605733137,     	1.0,                	0.001397119341,     	0.012973943075,     	0.012973943075,     	Normal,             	
42,    	0.066011293073,     	0.047116345076,     	0.996705853908,     	0.619902541118,     	1.489605733137,     	1.0,                	0.0014112865,       	0.012638826451,     	0.012638826451,     	Normal,             	
43,    	0.057889441152,     	0.056800117865,     	0.996705853908,     	0.775900432813,     	1.489605733137,     	1.0,                	0.00139311653,      	0.012756236681,     	0.012756236681,     	Normal,             	
44,    	0.0482670919,       	0.06517460108,      	0.996705853908,     	0.933350477106,     	1.489605733137,     	1.0,                	0.001367645153,     	0.012953302627,     	0.012953302627,     	Normal,             	
45,    	0.037275186929,     	0.072027780931,     	0.996705853908,     	1.09323805879,      	1.489605733137,     	1.0,                	0.00139296773,      	0.012738853174,     	0.012738853174,     	Normal,             	
46,    	0.025536678078,     	0.076976092777,     	0.996705853908,     	1.250473095259,     	1.489605733137,     	1.0,                	0.001420007377,     	0.012688752498,     	0.012688752498,     	Normal,             	
47,    	0.013217715133,     	0.080017078134,     	0.996705853908,     	1.407088471922,     	1.489605733137,     	1.0,                	0.001384485728,     	0.012894667351,     	0.012894667351,     	Normal,             	
48,    	0.000368650614,     	0.081100584974,     	0.996705853908,     	1.56625076063,      	1.489605733137,     	1.0,                	0.00134414013,      	0.013065928731,     	0.013065928731,     	Normal,             	
49,    	-0.012659467747,    	0.080107294691,     	0.996705853908,     	1.727531537655,     	1.489605733137,     	1.0,                	0.001421205464,     	0.01269992842,      	0.01269992842,      	Normal,             	
50,    	-0.025009998962,    	0.077148822015,     	0.996705853908,     	1.884285140075,     	1.489605733137,     	1.0,                	0.001429455276,     	0.012768142389,     	0.012768142389,     	Normal,             	
51,    	-0.036808234614,    	0.072267521412,     	0.996705853908,     	2.041882441126,     	1.489605733137,     	1.0,                	0.001349949274,     	0.013222212438,     	0.013222212438,     	Normal,             	
52,    	-0.04806184124,     	0.065326106596,     	0.996705853908,     	2.205096592157,     	1.489605733137,     	1.0,                	0.001406454596,     	0.012888314448,     	0.012888314448,     	Normal,             	
53,    	-0.057803497711,    	0.056887577192,     	0.996705853908,     	2.364180299461,     	1.489605733137,     	1.0,                	0.00142260217,      	0.012756723753,     	0.012756723753,     	Normal,             	
54,    	-0.066008760741,    	0.047119892741,     	0.996705853908,     	2.521636368134,     	1.489605733137,     	1.0,                	0.001447020429,     	0.012522772518,     	0.012522772518,     	Normal,             	
55,    	-0.072475877491,    	0.036396263109,     	0.996705853908,     	2.676198963167,     	1.489605733137,     	1.0,                	0.001365920017,     	0.012952813821,     	0.012952813821,     	Normal,             	
56,    	-0.077345861747,    	0.024393820057,     	0.996705853908,     	2.83608049844,      	1.489605733137,     	1.0,                	0.001436262926,     	0.012674189985,     	0.012674189985,     	Normal,             	
57,    	-0.080201894891,    	0.012045615068,     	0.996705853908,     	2.992515764509,     	1.489605733137,     	1.0,                	0.001440392482,     	0.012636657037,     	0.012636657037,     	Normal,             	
58,    	-0.081099495487,    	-0.000559122702,    	0.996705853908,     	3.148486825251,     	1.489605733137,     	1.0,                	0.001359062378,     	0.01282877279,      	0.01282877279,      	Normal,             	
59,    	0.102030460995,     	0.0,                	0.994781274969,     	0.0,                	1.468588004821,     	1.0,                	0.001527492844,     	0.01219330273,      	0.01219330273,      	Normal,             	
60,    	0.101301871562,     	0.012171515473,     	0.994781274969,     	0.119577724387,     	1.468588004821,     	1.0,                	0.001471919291,     	0.0125004134,       	0.0125004134,       	Normal,             	
61,    	0.09905317566,      	0.02446800692,      	0.994781274969,     	0.242170963966,     	1.468588004821,     	1.0,                	0.001426797939,     	0.012795531203,     	0.012795531203,     	Normal,             	
62,    	0.095211782949,     	0.036673305803,     	0.994781274969,     	0.367662223808,     	1.468588004821,     	1.0,                	0.001404440448,     	0.012694999692,     	0.012694999692,     	Normal,             	
63,    	0.089920597923,     	0.048213079554,     	0.994781274969,     	0.492166247346,     	1.468588004821,     	1.0,                	0.001434116134,     	0.012488157244,     	0.012488157244,     	Normal,             	
64,    	0.083357008841,     	0.058837267509,     	0.994781274969,     	0.614639138602,     	1.468588004821,     	1.0,                	0.001519873732,     	0.012017307018,     	0.012017307018,     	Normal,             	
65,    	0.075860906096,     	0.06823003662,      	0.994781274969,     	0.732488886762,     	1.468588004821,     	1.0,                	0.001502462104,     	0.012325447082,     	0.012325447082,     	Normal,             	
66,    	0.067080134012,     	0.076879585013,     	0.994781274969,     	0.853364100854,     	1.468588004821,     	1.0,                	0.001480838394,     	0.012407967911,     	0.012407967911,     	Normal,             	
67,    	0.057252047173,     	0.084453644477,     	0.994781274969,     	0.975049590481,     	1.468588004821,     	1.0,                	0.001387833987,     	0.012601634317,     	0.012601634317,     	Normal,             	
68,    	0.046404536554,     	0.090867122537,     	0.994781274969,     	1.098636777575,     	1.468588004821,     	1.0,                	0.00141381996,      	0.012639732394,     	0.012639732394,     	Normal,             	
69,    	0.034813276311,     	0.095907511507,     	0.994781274969,     	1.222598079925,     	1.468588004821,     	1.0,                	0.001458337277,     	0.012254588127,     	0.012254588127,     	Normal,             	
70,    	0.023063785111,     	0.09938952051,      	0.994781274969,     	1.342777542771,     	1.468588004821,     	1.0,                	0.001545651785,     	0.011997961221,     	0.011997961221,     	Normal,             	
71,    	0.011237134738,     	0.101409771589,     	0.994781274969,     	1.46043735376,      	1.468588004821,     	1.0,                	0.001527970624,     	0.01188636812,      	0.011928738099,     	cover cap,          	
72,    	-0.000675560535,    	0.102028224472,     	0.994781274969,     	1.577417540346,     	1.468588004821,     	1.0,                	0.00152212576,      	0.012115872303,     	0.012115872303,     	Normal,             	
73,    	-0.012765030105,    	0.101228795198,     	0.994781274969,     	1.696235019722,     	1.468588004821,     	1.0,                	0.001462022067,     	0.012195193948,     	0.012195193948,     	Normal,             	
74,    	-0.02475159669,     	0.098982692589,     	0.994781274969,     	1.815831313107,     	1.468588004821,     	1.0,                	0.001501297107,     	0.012069019102,     	0.012069019102,     	Normal,             	
75,    	-0.036266439901,    	0.095367501319,     	0.994781274969,     	1.934188776101,     	1.468588004821,     	1.0,                	0.001465672638,     	0.012117100889,     	0.012117100889,     	Normal,             	
76,    	-0.047316517011,    	0.09039558722,      	0.994781274969,     	2.053018318128,     	1.468588004821,     	1.0,                	0.001520874882,     	0.011997293715,     	0.011997293715,     	Normal,             	
77,    	-0.057600226186,    	0.08421655962,      	0.994781274969,     	2.170671575555,     	1.468588004821,     	1.0,                	0.001470182315,     	0.012299609191,     	0.012299609191,     	Normal,             	
78,    	-0.067315419038,    	0.076673654736,     	0.994781274969,     	2.291293090379,     	1.468588004821,     	1.0,                	0.001505474347,     	0.012247447888,     	0.012247447888,     	Normal,             	
79,    	-0.076017544454,    	0.068055476679,     	0.994781274969,     	2.411402445328,     	1.468588004821,     	1.0,                	0.001472204011,     	0.012413742644,     	0.012413742644,     	Normal,             	
80,    	-0.083719677746,    	0.058320069693,     	0.994781274969,     	2.53314463805,      	1.468588004821,     	1.0,                	0.001443689045,     	0.012274797956,     	0.012274797956,     	Normal,             	
81,    	-0.090117330048,    	0.047844349675,     	0.994781274969,     	2.653522536063,     	1.468588004821,     	1.0,                	0.00143748903,      	0.012704949702,     	0.012704949702,     	Normal,             	
82,    	-0.095364747142,    	0.036273681554,     	0.994781274969,     	2.778124269001,     	1.468588004821,     	1.0,                	0.001405253194,     	0.012540609942,     	0.012540609942,     	Normal,             	
83,    	-0.099094397967,    	0.024300519798,     	0.994781274969,     	2.901112218348,     	1.468588004821,     	1.0,                	0.001489841866,     	0.012454164755,     	0.012454164755,     	Normal,             	
84,    	-0.101316842946,    	0.012046256945,     	0.994781274969,     	3.023251325481,     	1.468588004821,     	1.0,                	0.001510325174,     	0.012261818929,     	0.012261818929,     	Normal,             	
85,    	-0.102030275056,    	-0.0001947895,      	0.994781274969,     	3.143501785591,     	1.468588004821,     	1.0,                	0.001497934769,     	0.012544329254,     	0.012544329254,     	Normal,             	
