This run aims to check if discrepancy is less than 0.0102
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.550148114369,     	0.006214209372,     	0.304384239152,     	1.544991231635,     	0,     	10,    	11,    	
2,     	1.532549133493,     	0.013892032926,     	0.375940052258,     	1.520956547923,     	11,    	20,    	10,    	
3,     	1.510297647112,     	0.012285411026,     	0.21047578813,      	1.499894234808,     	21,    	37,    	17,    	
4,     	1.489605733137,     	0.011841736748,     	0.158347226546,     	1.479083601714,     	38,    	58,    	21,    	
5,     	1.468588004821,     	0.011928738099,     	0.123024471353,     	1.458413070981,     	59,    	85,    	27,    	
6,     	1.447962445975,     	0.012071895854,     	0.106540907569,     	1.43755293074,      	86,    	117,   	32,    	
7,     	1.426930906023,     	0.012216311109,     	0.085603106445,     	1.4164108393,       	118,   	154,   	37,    	
8,     	1.40669035399,      	0.011322126772,     	0.069317300829,     	1.396981795474,     	155,   	197,   	43,    	
9,     	1.386515798982,     	0.012105463243,     	0.075575804372,     	1.375947880016,     	198,   	243,   	46,    	
10,    	1.365726426772,     	0.011832477576,     	0.064281149527,     	1.355319182561,     	244,   	295,   	52,    	
11,    	1.345046337532,     	0.011810402372,     	0.054708131828,     	1.334672298171,     	296,   	352,   	57,    	
12,    	1.324173054404,     	0.01225095153,      	0.051245766051,     	1.313631028352,     	353,   	414,   	62,    	
13,    	1.303803027754,     	0.011508076703,     	0.046142215314,     	1.293373502897,     	415,   	481,   	67,    	
14,    	1.283184248049,     	0.011844757652,     	0.046828684702,     	1.272846626942,     	482,   	552,   	71,    	
15,    	1.26234094196,      	0.012110235643,     	0.04294341947,      	1.251719029369,     	553,   	627,   	75,    	
16,    	1.241292960869,     	0.012109271274,     	0.041597279027,     	1.230804477977,     	628,   	709,   	82,    	
17,    	1.220614321197,     	0.011807861498,     	0.035931376034,     	1.210244058736,     	710,   	796,   	87,    	
18,    	1.200253394781,     	0.011634399221,     	0.032129816803,     	1.190009181167,     	797,   	888,   	92,    	
19,    	1.179986056735,     	0.011531826221,     	0.034194827223,     	1.170015424682,     	889,   	986,   	98,    	
20,    	1.160476057368,     	0.011229703606,     	0.030432286667,     	1.15068938399,      	987,   	1090,  	104,   	
21,    	1.141060959634,     	0.011425589477,     	0.028795072108,     	1.130989470843,     	1091,  	1195,  	105,   	
22,    	1.121140564187,     	0.011407788006,     	0.028269578828,     	1.110959087921,     	1196,  	1301,  	106,   	
23,    	1.100238200862,     	0.012459763178,     	0.027482575891,     	1.089485742416,     	1302,  	1412,  	111,   	
24,    	1.079182846853,     	0.011953403407,     	0.025323060308,     	1.068803950777,     	1413,  	1530,  	118,   	
25,    	1.059221672113,     	0.011292472053,     	0.025090410804,     	1.049470393769,     	1531,  	1653,  	123,   	
26,    	1.038971869579,     	0.012114799192,     	0.023890610038,     	1.028511200205,     	1654,  	1778,  	125,   	
27,    	1.018904655263,     	0.011157529978,     	0.02140990025,      	1.009267125421,     	1779,  	1909,  	131,   	
28,    	0.999564378293,     	0.011321896814,     	0.021881524715,     	0.989784155091,     	1910,  	2042,  	133,   	
29,    	0.97961678416,      	0.012036341895,     	0.023075588017,     	0.969219859427,     	2043,  	2178,  	136,   	
30,    	0.958908525575,     	0.011903580891,     	0.023530273396,     	0.948561936747,     	2179,  	2318,  	140,   	
31,    	0.939195313041,     	0.01085287742,      	0.022358392126,     	0.929386930728,     	2319,  	2460,  	142,   	
32,    	0.919558769396,     	0.011329076257,     	0.021514172025,     	0.90939503011,      	2461,  	2605,  	145,   	
33,    	0.899607341888,     	0.011325130331,     	0.02199185082,      	0.889621313249,     	2606,  	2755,  	150,   	
34,    	0.879844976079,     	0.01127581937,      	0.022301747538,     	0.869989052625,     	2756,  	2910,  	155,   	
35,    	0.862660433973,     	0.008495456012,     	0.021555727915,     	0.854726674635,     	2911,  	3073,  	163,   	
36,    	0.849229439674,     	0.006414273845,     	0.019620227013,     	0.843874062332,     	3074,  	3259,  	186,   	
37,    	0.836283198011,     	0.008767819154,     	0.020183580806,     	0.828700636083,     	3260,  	3440,  	181,   	
38,    	0.821649898334,     	0.008299675044,     	0.020083232197,     	0.814130806099,     	3441,  	3614,  	174,   	
39,    	0.806158979252,     	0.00947542563,      	0.016833478336,     	0.797964657658,     	3615,  	3795,  	181,   	
40,    	0.790821029309,     	0.008249419545,     	0.017160583353,     	0.783332771466,     	3796,  	3989,  	194,   	
41,    	0.776400904212,     	0.007995423258,     	0.019550050168,     	0.769410309434,     	3990,  	4173,  	184,   	
42,    	0.763924473352,     	0.006366485849,     	0.017888397299,     	0.757899853692,     	4174,  	4360,  	187,   	
43,    	0.749402668722,     	0.00982426346,      	0.017691717148,     	0.740905764666,     	4361,  	4558,  	198,   	
44,    	0.733608024869,     	0.008422361254,     	0.017558000013,     	0.7262992291,       	4559,  	4754,  	196,   	
45,    	0.717295087774,     	0.010411614375,     	0.018522566774,     	0.708290103789,     	4755,  	4943,  	189,   	
46,    	0.701710934133,     	0.007590017082,     	0.015951453398,     	0.69446470113,      	4944,  	5137,  	194,   	
47,    	0.684627815067,     	0.011351206325,     	0.015162607876,     	0.674810425091,     	5138,  	5335,  	198,   	
48,    	0.666659032783,     	0.009407701054,     	0.016436522029,     	0.658520369531,     	5336,  	5545,  	210,   	
49,    	0.649480260003,     	0.010493802109,     	0.017721485841,     	0.640402730518,     	5546,  	5755,  	210,   	
50,    	0.6311379126,       	0.010901576853,     	0.016713132912,     	0.621707634235,     	5756,  	5966,  	211,   	
51,    	0.613368532452,     	0.009627054042,     	0.016506530503,     	0.605039350048,     	5967,  	6177,  	211,   	
52,    	0.596579001076,     	0.009761146962,     	0.016853191681,     	0.588133621321,     	6178,  	6388,  	211,   	
53,    	0.579881824584,     	0.009533508668,     	0.015593355129,     	0.571632942911,     	6389,  	6602,  	214,   	
