This run aims to check if discrepancy is less than 0.0089
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.552623959624,     	0.005506785931,     	0.311229558779,     	1.548022360486,     	0,     	11,    	12,    	
2,     	1.537086026552,     	0.012109177138,     	0.366852881958,     	1.527137685639,     	12,    	21,    	10,    	
3,     	1.517916294066,     	0.01050334115,      	0.206725748842,     	1.508812118947,     	22,    	38,    	17,    	
4,     	1.499513279636,     	0.010671425906,     	0.150583843278,     	1.490418011162,     	39,    	60,    	22,    	
5,     	1.481008827575,     	0.010690648608,     	0.121449372458,     	1.471744277037,     	61,    	87,    	27,    	
6,     	1.462865728332,     	0.010140859134,     	0.097089388018,     	1.454136235352,     	88,    	120,   	33,    	
7,     	1.444949451069,     	0.010633982857,     	0.084752579482,     	1.435785064679,     	121,   	157,   	37,    	
8,     	1.426668825878,     	0.01046810453,      	0.08003433075,      	1.417529466229,     	158,   	199,   	42,    	
9,     	1.408353409389,     	0.010537415668,     	0.065987513,        	1.399210619285,     	200,   	247,   	48,    	
10,    	1.390447785901,     	0.010088875855,     	0.060318975252,     	1.381623637665,     	248,   	300,   	53,    	
11,    	1.372657930642,     	0.010459461428,     	0.056530821882,     	1.363580277797,     	301,   	358,   	58,    	
12,    	1.35509992481,      	0.00990204094,      	0.0501358737,       	1.346175881144,     	359,   	421,   	63,    	
13,    	1.33684998285,      	0.010768995736,     	0.048039986823,     	1.327584507956,     	422,   	488,   	67,    	
14,    	1.31833125947,      	0.010634212787,     	0.042724092889,     	1.309176477679,     	489,   	561,   	73,    	
15,    	1.299824618949,     	0.010798318553,     	0.041207271718,     	1.290525382577,     	562,   	639,   	78,    	
16,    	1.281790752128,     	0.010138313084,     	0.038678251641,     	1.272923067766,     	640,   	721,   	82,    	
17,    	1.263834904775,     	0.010552433784,     	0.036302806177,     	1.254721571601,     	722,   	807,   	86,    	
18,    	1.245511513457,     	0.010616851724,     	0.035165793382,     	1.236271524695,     	808,   	898,   	91,    	
19,    	1.227408677171,     	0.01034758787,      	0.03414711586,      	1.218239841317,     	899,   	994,   	96,    	
20,    	1.209841427297,     	0.009701234345,     	0.03398934675,      	1.201113221683,     	995,   	1095,  	101,   	
21,    	1.192096538657,     	0.01047765579,      	0.032000049916,     	1.183057028954,     	1096,  	1199,  	104,   	
22,    	1.174314891696,     	0.010433309982,     	0.027017864771,     	1.165272650223,     	1200,  	1310,  	111,   	
23,    	1.157184321032,     	0.009343564766,     	0.027814679745,     	1.148892431132,     	1311,  	1430,  	120,   	
24,    	1.140977593597,     	0.00912243391,      	0.025364631688,     	1.13272707822,      	1431,  	1546,  	116,   	
25,    	1.123218801147,     	0.011023037931,     	0.026141191551,     	1.113704113255,     	1547,  	1664,  	118,   	
26,    	1.104999519105,     	0.010065334539,     	0.02721304454,      	1.096307803415,     	1665,  	1789,  	125,   	
27,    	1.087081689563,     	0.010726015041,     	0.026178015715,     	1.077819974738,     	1790,  	1918,  	129,   	
28,    	1.069098553354,     	0.010074601961,     	0.020949212917,     	1.060396749558,     	1919,  	2052,  	134,   	
29,    	1.051367217862,     	0.01044500497,      	0.02359457401,      	1.042345346501,     	2053,  	2190,  	138,   	
30,    	1.033243433428,     	0.010527789567,     	0.020561023585,     	1.024149258133,     	2191,  	2335,  	145,   	
31,    	1.015147624676,     	0.010417532022,     	0.020284629885,     	1.006147544679,     	2336,  	2484,  	149,   	
32,    	0.997201062994,     	0.010390864674,     	0.022086890206,     	0.988223120326,     	2485,  	2638,  	154,   	
33,    	0.980389797892,     	0.009034070757,     	0.02161016542,      	0.972112710318,     	2639,  	2794,  	156,   	
34,    	0.962910740966,     	0.010645995479,     	0.021782725141,     	0.953711313765,     	2795,  	2952,  	158,   	
35,    	0.945368615017,     	0.009646725219,     	0.021176641021,     	0.936910739321,     	2953,  	3114,  	162,   	
36,    	0.928268604069,     	0.009975017689,     	0.020290387119,     	0.919349141462,     	3115,  	3278,  	164,   	
37,    	0.910428530052,     	0.010323429855,     	0.020973217291,     	0.901368485482,     	3279,  	3446,  	168,   	
38,    	0.892456350033,     	0.010358141967,     	0.020008450453,     	0.883404829309,     	3447,  	3620,  	174,   	
39,    	0.875404296172,     	0.009245612075,     	0.020403631371,     	0.866945012348,     	3621,  	3798,  	178,   	
40,    	0.859136610582,     	0.009028399177,     	0.019288098848,     	0.851318323346,     	3799,  	3978,  	180,   	
41,    	0.843675830045,     	0.008825005426,     	0.018482955713,     	0.836042474637,     	3979,  	4167,  	189,   	
42,    	0.82838579766,      	0.008882973754,     	0.017856998158,     	0.820703616495,     	4168,  	4361,  	194,   	
43,    	0.814238792313,     	0.007460340077,     	0.01588331663,      	0.807540756203,     	4362,  	4566,  	205,   	
44,    	0.801771787634,     	0.006661169949,     	0.015689086772,     	0.795705091672,     	4567,  	4776,  	210,   	
45,    	0.787844997754,     	0.00909730911,      	0.015645006963,     	0.779976838708,     	4777,  	4973,  	197,   	
46,    	0.772441021367,     	0.008867158441,     	0.017011422069,     	0.764771363609,     	4974,  	5173,  	200,   	
47,    	0.757473206095,     	0.008442411019,     	0.015821217417,     	0.750170245603,     	5174,  	5378,  	205,   	
48,    	0.742316807641,     	0.009059415994,     	0.013101822526,     	0.734480480986,     	5379,  	5594,  	216,   	
49,    	0.728258805642,     	0.007226397151,     	0.014468296283,     	0.721999594055,     	5595,  	5818,  	224,   	
50,    	0.714351469489,     	0.008844424354,     	0.014072131603,     	0.70670040232,      	5819,  	6034,  	216,   	
51,    	0.700255526875,     	0.007444396619,     	0.014653905942,     	0.693607416108,     	6035,  	6249,  	215,   	
52,    	0.686252311277,     	0.008490605757,     	0.014894127232,     	0.678906567727,     	6250,  	6469,  	220,   	
53,    	0.672046853783,     	0.007944119522,     	0.014802473651,     	0.665173284594,     	6470,  	6698,  	229,   	
54,    	0.657243434919,     	0.009173131099,     	0.014359531173,     	0.649307331783,     	6699,  	6931,  	233,   	
55,    	0.640925558342,     	0.00973181269,      	0.012141427733,     	0.632506326405,     	6932,  	7165,  	234,   	
56,    	0.624848645371,     	0.008885520921,     	0.014874722042,     	0.617160626046,     	7166,  	7398,  	233,   	
57,    	0.609482501413,     	0.008873235144,     	0.01426381893,      	0.601804875165,     	7399,  	7628,  	230,   	
58,    	0.595106053555,     	0.007740855589,     	0.014183212049,     	0.587553191202,     	7629,  	7861,  	233,   	
59,    	0.579724071679,     	0.009045172463,     	0.014390429224,     	0.571897365524,     	7862,  	8098,  	237,   	
60,    	0.562848815625,     	0.010446763799,     	0.013670791722,     	0.55381017771,      	8099,  	8336,  	238,   	
61,    	0.545372708094,     	0.009754961252,     	0.013761372136,     	0.536931814358,     	8337,  	8576,  	240,   	
62,    	0.529056541437,     	0.009127446115,     	0.012162116591,     	0.521157974914,     	8577,  	8829,  	253,   	
63,    	0.513531472442,     	0.008805085151,     	0.012646741145,     	0.505911461621,     	8830,  	9088,  	259,   	
64,    	0.498816739107,     	0.008209530564,     	0.013645522591,     	0.49135663136,      	9089,  	9348,  	260,   	
65,    	0.48280229439,      	0.009895454645,     	0.013118004292,     	0.474238925367,     	9349,  	9604,  	256,   	
