Point's Coordinates for twisted_polar_coordinates_88

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.035688694756,     	0.000509668013,     	-0.999362825657,    	0.014279966607,     	-1.535096410277,    	1.0,                	
2,     	0.010543690102,     	0.034099461783,     	-0.999362825657,    	1.270917028043,     	-1.535096410277,    	1.0,                	
3,     	-0.029172335906,    	0.020564958367,     	-0.999362825657,    	2.527554089479,     	-1.535096410277,    	1.0,                	
4,     	-0.028573185223,    	-0.021389618535,    	-0.999362825657,    	3.784191150915,     	-1.535096410277,    	1.0,                	
5,     	0.011513136272,     	-0.033784469628,    	-0.999362825657,    	5.040828212351,     	-1.535096410277,    	1.0,                	
6,     	0.071333172001,     	0.000926084128,     	-0.99745211461,     	0.012981787825,     	-1.499396493759,    	1.0,                	
7,     	0.059508604074,     	0.039344695966,     	-0.99745211461,     	0.584180452114,     	-1.499396493759,    	1.0,                	
8,     	0.028790474821,     	0.065271644832,     	-0.99745211461,     	1.155379116403,     	-1.499396493759,    	1.0,                	
9,     	-0.011068426763,    	0.070475307651,     	-0.99745211461,     	1.726577780692,     	-1.499396493759,    	1.0,                	
10,    	-0.047413181057,    	0.053303558246,     	-0.99745211461,     	2.297776444981,     	-1.499396493759,    	1.0,                	
11,    	-0.06870458537,     	0.019208305722,     	-0.99745211461,     	2.86897510927,      	-1.499396493759,    	1.0,                	
12,    	-0.068182769271,    	-0.020985448149,    	-0.99745211461,     	3.440173773559,     	-1.499396493759,    	1.0,                	
13,    	-0.046013405686,    	-0.054516470509,    	-0.99745211461,     	4.011372437848,     	-1.499396493759,    	1.0,                	
14,    	-0.00923511091,     	-0.070738898677,    	-0.99745211461,     	4.582571102137,     	-1.499396493759,    	1.0,                	
15,    	0.030475266327,     	-0.064502226332,    	-0.99745211461,     	5.153769766426,     	-1.499396493759,    	1.0,                	
16,    	0.060509961834,     	-0.037786552878,    	-0.99745211461,     	5.724968430715,     	-1.499396493759,    	1.0,                	
17,    	0.106885542606,     	0.001431012347,     	-0.994270301772,    	0.013387468694,     	-1.463696577241,    	1.0,                	
18,    	0.098201740418,     	0.042225409333,     	-0.994270301772,    	0.406086550393,     	-1.463696577241,    	1.0,                	
19,    	0.074567613452,     	0.076591370522,     	-0.994270301772,    	0.798785632092,     	-1.463696577241,    	1.0,                	
20,    	0.039581243296,     	0.099296989851,     	-0.994270301772,    	1.19148471379,      	-1.463696577241,    	1.0,                	
21,    	-0.001431012347,    	0.106885542606,     	-0.994270301772,    	1.584183795489,     	-1.463696577241,    	1.0,                	
22,    	-0.042225409333,    	0.098201740418,     	-0.994270301772,    	1.976882877188,     	-1.463696577241,    	1.0,                	
23,    	-0.076591370522,    	0.074567613452,     	-0.994270301772,    	2.369581958887,     	-1.463696577241,    	1.0,                	
24,    	-0.099296989851,    	0.039581243296,     	-0.994270301772,    	2.762281040585,     	-1.463696577241,    	1.0,                	
25,    	-0.106885542606,    	-0.001431012347,    	-0.994270301772,    	3.154980122284,     	-1.463696577241,    	1.0,                	
26,    	-0.098201740418,    	-0.042225409333,    	-0.994270301772,    	3.547679203983,     	-1.463696577241,    	1.0,                	
27,    	-0.074567613452,    	-0.076591370522,    	-0.994270301772,    	3.940378285682,     	-1.463696577241,    	1.0,                	
