number	direction_ind	# of covercap	
0	17	4	
1	102	2	
2	139	2	
3	148	2	
4	298	2	
5	425	2	
6	426	2	
7	428	2	
8	430	2	
9	438	2	
10	484	2	
11	486	2	
12	496	2	
13	497	2	
14	499	2	
15	508	2	
16	513	2	
17	565	2	
18	567	2	
19	576	2	
20	577	2	
21	578	2	
22	586	2	
23	595	2	
24	597	2	
25	604	2	
26	606	2	
27	632	2	
28	634	2	
29	668	2	
30	729	2	
31	771	2	
32	802	2	
33	809	2	
34	811	2	
35	887	2	
36	893	2	
37	933	2	
38	1098	2	
39	1099	2	
40	1121	2	
41	1122	2	
42	1141	2	
43	1177	2	
44	1227	2	
45	1238	2	
46	1257	2	
47	1269	2	
48	1274	2	
49	1280	2	
50	1289	2	
51	1310	2	
52	1321	2	
53	1392	2	
54	1429	2	
55	1514	2	
56	1550	2	
57	1553	2	
58	1562	2	
59	1567	2	
60	1570	2	
61	1572	2	
62	1573	2	
63	1577	2	
64	1590	2	
65	1638	2	
66	1643	2	
67	1646	2	
68	1651	2	
69	1660	2	
70	1675	2	
71	1771	2	
72	1772	2	
73	1785	2	
74	1791	2	
75	1794	2	
76	1795	2	
77	1796	2	
78	1798	2	
79	1802	2	
80	1803	2	
81	1804	2	
82	1807	2	
83	1855	2	
84	1876	2	
85	1892	2	
86	1897	2	
87	1903	2	
88	1914	2	
89	1915	2	
90	1916	2	
91	1917	2	
92	2051	2	
93	2052	2	
94	2054	2	
95	2055	2	
96	2056	2	
97	2057	2	
98	2058	2	
99	2125	2	
100	2132	2	
101	2153	2	
102	2158	2	
103	2183	2	
104	2192	2	
105	2193	2	
106	2194	2	
107	2199	2	
108	2201	2	
109	2205	2	
110	2225	2	
111	2231	2	
112	2287	2	
113	2288	2	
114	2289	2	
115	2321	2	
116	2328	2	
117	2334	2	
118	2335	2	
119	2339	2	
120	2340	2	
121	2341	2	
122	2342	2	
123	2344	2	
124	2345	2	
125	2374	2	
126	2381	2	
127	2401	2	
128	2435	2	
129	2479	2	
130	2480	2	
131	2481	2	
132	2486	2	
133	2488	2	
134	2492	2	
135	2494	2	
136	2499	2	
137	2505	2	
138	2509	2	
139	2515	2	
140	2523	2	
141	2534	2	
142	2582	2	
143	2604	2	
144	2622	2	
145	2625	2	
146	2632	2	
147	2633	2	
148	2634	2	
149	2796	2	
150	2807	2	
151	2820	2	
152	2846	2	
153	2875	2	
154	2888	2	
155	2894	2	
156	2902	2	
157	2906	2	
158	2908	2	
159	2910	2	
160	2940	2	
161	2941	2	
162	2942	2	
163	2969	2	
164	3024	2	
165	3207	2	
166	3334	2	
167	3343	2	
168	3349	2	
169	3355	2	
170	3381	2	
171	3425	2	
172	3470	2	
173	3492	2	
174	3510	2	
175	3526	2	
176	3540	2	
177	3557	2	
178	3563	2	
179	3581	2	
180	3598	2	
181	3606	2	
182	3881	2	
183	3889	2	
184	3893	2	
185	3902	2	
186	4058	2	
187	4062	2	
188	4065	2	
189	4068	2	
190	4072	2	
191	4080	2	
192	4084	2	
193	4087	2	
194	4090	2	
195	4093	2	
196	4240	2	
197	4243	2	
198	4245	2	
199	4246	2	
200	4248	2	
201	4287	2	
202	4288	2	
203	4310	2	
204	4428	2	
205	4496	2	
206	4836	2	
207	4839	2	
208	4840	2	
209	4842	2	
210	4845	2	
211	4910	2	
212	4911	2	
213	4912	2	
214	4913	2	
215	5033	2	
216	5034	2	
217	5035	2	
218	5036	2	
219	5114	2	
220	5115	2	
221	5116	2	
222	5117	2	
223	5232	2	
224	5233	2	
225	5234	2	
226	5235	2	
227	5236	2	
228	5320	2	
229	5321	2	
230	5322	2	
231	5383	2	
232	5419	2	
233	5420	2	
234	5438	2	
235	5439	2	
236	5440	2	
237	5533	2	
238	5535	2	
239	5536	2	
240	5537	2	
241	5538	2	
242	5554	2	
243	5555	2	
244	5560	2	
245	5654	2	
246	5657	2	
247	5762	2	
248	5820	2	
249	5822	2	
250	5873	2	
251	5874	2	
252	5875	2	
253	5878	2	
254	5879	2	
255	5976	2	
256	5978	2	
257	5980	2	
258	5981	2	
259	5993	2	
260	6088	2	
261	6093	2	
262	6198	2	
263	6302	2	
264	6303	2	
265	6305	2	
266	6306	2	
267	6308	2	
268	6414	2	
269	6416	2	
270	6418	2	
271	6419	2	
272	6527	2	
273	6642	2	
274	6646	2	
275	6647	2	
276	6745	2	
277	6748	2	
278	6751	2	
279	6752	2	
280	6754	2	
281	6755	2	
282	6759	2	
283	6870	2	
284	6876	2	
285	6877	2	
286	6878	2	
287	6880	2	
288	6882	2	
289	6883	2	
290	6884	2	
291	6888	2	
292	6915	2	
293	6933	2	
294	6935	2	
295	6943	2	
296	6977	2	
297	6978	2	
298	6980	2	
299	6982	2	
300	6983	2	
301	6984	2	
302	6985	2	
303	6986	2	
304	6987	2	
305	6988	2	
306	6990	2	
307	6991	2	
308	7069	2	
309	7097	2	
310	7102	2	
311	7108	2	
312	7111	2	
313	7112	2	
314	7113	2	
315	7115	2	
316	7116	2	
317	7118	2	
318	7120	2	
319	7121	2	
320	7128	2	
321	7154	2	
322	7157	2	
323	7162	2	
324	7165	2	
325	7210	2	
326	7216	2	
327	7219	2	
328	7220	2	
329	7222	2	
330	7344	2	
331	7346	2	
332	7347	2	
333	7350	2	
