number	direction_ind	# of covercap	
0	8	2	
1	75	2	
2	114	2	
3	178	2	
4	191	2	
5	214	2	
6	302	2	
7	444	2	
8	464	2	
9	468	2	
10	484	2	
11	691	2	
12	770	2	
13	809	2	
14	810	2	
15	995	2	
16	1014	2	
17	1017	2	
18	1026	2	
19	1058	2	
20	1067	2	
21	1080	2	
22	1084	2	
23	1089	2	
24	1113	2	
25	1146	2	
26	1182	2	
27	1186	2	
28	1197	2	
29	1219	2	
30	1231	2	
31	1242	2	
32	1271	2	
33	1275	2	
34	1285	2	
35	1301	2	
36	1309	2	
37	1366	2	
38	1380	2	
39	1387	2	
40	1559	2	
41	1574	2	
42	1690	2	
43	1800	2	
44	1816	2	
45	1832	2	
46	1893	2	
47	1896	2	
48	1904	2	
49	1998	2	
50	2024	2	
51	2040	2	
52	2188	2	
53	2216	2	
54	2287	2	
55	2295	2	
56	2306	2	
57	2327	2	
58	2472	2	
59	2477	2	
60	2505	2	
61	2621	2	
62	2624	2	
63	2628	2	
64	2630	2	
65	2632	2	
66	2633	2	
67	2634	2	
68	2635	2	
69	2636	2	
70	2651	2	
71	2737	2	
72	2789	2	
73	2792	2	
74	2793	2	
75	2794	2	
76	2795	2	
77	2796	2	
78	2801	2	
79	2806	2	
80	2814	2	
81	2816	2	
82	2818	2	
83	2829	2	
84	2842	2	
85	2844	2	
86	2876	2	
87	2902	2	
88	2945	2	
89	2946	2	
90	2947	2	
91	2948	2	
92	2949	2	
93	2950	2	
94	2954	2	
95	2955	2	
96	3034	2	
97	3106	2	
98	3107	2	
99	3109	2	
100	3110	2	
101	3115	2	
102	3151	2	
103	3200	2	
104	3256	2	
105	3265	2	
106	3266	2	
107	3267	2	
108	3270	2	
109	3280	2	
110	3421	2	
111	3443	2	
112	3444	2	
113	3445	2	
114	3474	2	
115	3476	2	
116	3486	2	
117	3488	2	
118	3492	2	
119	3516	2	
120	3564	2	
121	3580	2	
122	3583	2	
123	3585	2	
124	3586	2	
125	3587	2	
126	3600	2	
127	3601	2	
128	3602	2	
129	3604	2	
130	3611	2	
131	3612	2	
132	3615	2	
133	3616	2	
134	3649	2	
135	3650	2	
136	3658	2	
137	3660	2	
138	3662	2	
139	3676	2	
140	3685	2	
141	3691	2	
142	3723	2	
143	3758	2	
144	3760	2	
145	3761	2	
146	3762	2	
147	3773	2	
148	3775	2	
149	3780	2	
150	3798	2	
151	3849	2	
152	3855	2	
153	3868	2	
154	3869	2	
155	3875	2	
156	3894	2	
157	3896	2	
158	3911	2	
159	3928	2	
160	3930	2	
161	3939	2	
162	3947	2	
163	3948	2	
164	3969	2	
165	3984	2	
166	3990	2	
167	4004	2	
168	4071	2	
169	4078	2	
170	4095	2	
