This run aims to check if discrepancy is less than 0.0091
each row contains covering data for one orbit at phi, i.e. z = sin(phi), with the range of indices of directions corresponding to this orbit and the expected confidence radius at it. dtheta shows the amount that directions vary horizontally at this orbit.
 fd = first direction, ld = last direction, #d = number of directions 

number,	phi,                	expected radius,    	dtheta,             	covered phi,        	fd,    	ld,    	#d,    	

1,     	1.552484346999,     	0.005575012972,     	0.314597111996,     	1.547833424769,     	0,     	11,    	12,    	
2,     	1.53681714763,      	0.012276107336,     	0.374541139106,     	1.526637992929,     	12,    	21,    	10,    	
3,     	1.51730436324,      	0.010734721453,     	0.209312072287,     	1.50796756273,      	22,    	38,    	17,    	
4,     	1.498673876098,     	0.010524491602,     	0.149170940248,     	1.489581785291,     	39,    	60,    	22,    	
5,     	1.480093598503,     	0.011068027109,     	0.126055365514,     	1.47067389511,      	61,    	87,    	27,    	
6,     	1.461754218352,     	0.010226452696,     	0.104429283277,     	1.452698820917,     	88,    	119,   	32,    	
7,     	1.443518684492,     	0.010720002565,     	0.088789660098,     	1.434347104635,     	120,   	157,   	38,    	
8,     	1.425128035849,     	0.010957143554,     	0.079595884571,     	1.415618791308,     	158,   	198,   	41,    	
9,     	1.406862008395,     	0.010156870268,     	0.063467998046,     	1.397956985518,     	199,   	245,   	47,    	
10,    	1.388870331246,     	0.010571967314,     	0.067059721786,     	1.379590281544,     	246,   	297,   	52,    	
11,    	1.37027054357,      	0.010758781228,     	0.059053721529,     	1.361019352856,     	298,   	355,   	58,    	
12,    	1.352178839607,     	0.010246071316,     	0.047298000443,     	1.343148644597,     	356,   	419,   	64,    	
13,    	1.33406736193,      	0.010440041305,     	0.044519537326,     	1.325082419842,     	420,   	487,   	68,    	
14,    	1.315564381583,     	0.010995465477,     	0.045120979836,     	1.306099860597,     	488,   	559,   	72,    	
15,    	1.296705809712,     	0.01100774246,      	0.042965749642,     	1.287226604659,     	560,   	636,   	77,    	
16,    	1.27835819601,      	0.010226037657,     	0.041756612882,     	1.269472721603,     	637,   	718,   	82,    	
17,    	1.260142464335,     	0.01076978176,      	0.038751859083,     	1.250766850664,     	719,   	803,   	85,    	
18,    	1.241328884631,     	0.010858293612,     	0.036663582865,     	1.231968339704,     	804,   	895,   	92,    	
19,    	1.222413188058,     	0.011025227916,     	0.033930772661,     	1.212906802521,     	896,   	990,   	95,    	
20,    	1.20284783881,      	0.01170020509,      	0.033857531301,     	1.192759440258,     	991,   	1086,  	96,    	
21,    	1.182386598437,     	0.012104681493,     	0.031963693996,     	1.171729841858,     	1087,  	1181,  	95,    	
22,    	1.161020124968,     	0.012320663838,     	0.033968590288,     	1.150142412626,     	1182,  	1276,  	95,    	
23,    	1.139496650565,     	0.012637062867,     	0.030229612007,     	1.128595867907,     	1277,  	1376,  	100,   	
24,    	1.118829146113,     	0.011245414106,     	0.026496976087,     	1.109095804657,     	1377,  	1491,  	115,   	
25,    	1.100115508471,     	0.010351166609,     	0.023661174898,     	1.090998511821,     	1492,  	1614,  	123,   	
26,    	1.082073356597,     	0.010293571638,     	0.021925038243,     	1.073020452817,     	1615,  	1741,  	127,   	
27,    	1.064040022235,     	0.010577017349,     	0.021793267784,     	1.054905164023,     	1742,  	1872,  	131,   	
28,    	1.045765926392,     	0.010558053343,     	0.021064286689,     	1.036646354946,     	1873,  	2009,  	137,   	
29,    	1.027236737525,     	0.010956907265,     	0.02118602597,      	1.017772517757,     	2010,  	2150,  	141,   	
30,    	1.008647179978,     	0.010543376315,     	0.020574647653,     	0.999447211436,     	2151,  	2298,  	148,   	
31,    	0.990246761329,     	0.010625299212,     	0.021785640014,     	0.981066410392,     	2299,  	2452,  	154,   	
32,    	0.972329649402,     	0.010161396239,     	0.020966962468,     	0.963431441242,     	2453,  	2611,  	159,   	
33,    	0.954537816238,     	0.010291518723,     	0.021268142928,     	0.945643714014,     	2612,  	2774,  	163,   	
34,    	0.937133778582,     	0.009841810677,     	0.019074296212,     	0.928460344973,     	2775,  	2942,  	168,   	
35,    	0.919792453186,     	0.010018866861,     	0.016533373829,     	0.910927226945,     	2943,  	3111,  	169,   	
36,    	0.902085391113,     	0.010221739376,     	0.018360716107,     	0.893249557488,     	3112,  	3284,  	173,   	
37,    	0.884472225043,     	0.010119451555,     	0.018230253842,     	0.875724074591,     	3285,  	3461,  	177,   	
38,    	0.867717364153,     	0.009257759996,     	0.0196067769,       	0.859391278304,     	3462,  	3639,  	178,   	
39,    	0.851944752894,     	0.008588645689,     	0.019246919368,     	0.844517259333,     	3640,  	3820,  	181,   	
40,    	0.836743754667,     	0.00896840806,      	0.019256489829,     	0.828819853473,     	3821,  	4003,  	183,   	
41,    	0.820242319869,     	0.009905165497,     	0.018318455233,     	0.81167727508,      	4004,  	4192,  	189,   	
42,    	0.805575633405,     	0.007835037564,     	0.016186644706,     	0.798788095079,     	4193,  	4395,  	203,   	
43,    	0.790383613893,     	0.009703452695,     	0.016280878514,     	0.78199199931,      	4396,  	4602,  	207,   	
44,    	0.776246622865,     	0.006630267703,     	0.018052695368,     	0.770416391794,     	4603,  	4806,  	204,   	
45,    	0.765039809883,     	0.00621628437,      	0.015651468942,     	0.759068407378,     	4807,  	5006,  	200,   	
46,    	0.751642224231,     	0.008566145377,     	0.016303703593,     	0.744232252636,     	5007,  	5216,  	210,   	
47,    	0.736543783611,     	0.008884366805,     	0.015589643968,     	0.728858592535,     	5217,  	5432,  	216,   	
48,    	0.722261748629,     	0.007659177991,     	0.014337347554,     	0.71550248292,      	5433,  	5647,  	215,   	
49,    	0.708070574811,     	0.008575200286,     	0.014037825689,     	0.70041639666,      	5648,  	5857,  	210,   	
50,    	0.693120947316,     	0.008930750641,     	0.015027992803,     	0.685394920053,     	5858,  	6072,  	215,   	
51,    	0.676772603099,     	0.009959385798,     	0.014957963454,     	0.668157411176,     	6073,  	6290,  	218,   	
52,    	0.661817994229,     	0.007335732531,     	0.015179091487,     	0.655165228828,     	6291,  	6519,  	229,   	
53,    	0.646676617056,     	0.009877380611,     	0.015403918624,     	0.638131692396,     	6520,  	6751,  	232,   	
