Point's Coordinates for twisted_polar_coordinates_87

num,   	x,,                 	y,,                 	z,,                 	theta,,             	phi,,               	norm,               	

1,     	0.036098647233,     	0.000521448885,     	-0.99934809539,     	0.014444104154,     	-1.534686066409,    	1.0,                	
2,     	0.010659168109,     	0.034492990248,     	-0.99934809539,     	1.27108116559,      	-1.534686066409,    	1.0,                	
3,     	-0.02951091905,     	0.020796391462,     	-0.99934809539,     	2.527718227026,     	-1.534686066409,    	1.0,                	
4,     	-0.028897919122,    	-0.021640113481,    	-0.99934809539,     	3.784355288462,     	-1.534686066409,    	1.0,                	
5,     	0.011651022829,     	-0.034170717114,    	-0.99934809539,     	5.040992349898,     	-1.534686066409,    	1.0,                	
6,     	0.072151535052,     	0.000947476536,     	-0.997393231518,    	0.013131003777,     	-1.498575806023,    	1.0,                	
7,     	0.060185489273,     	0.039805132874,     	-0.997393231518,    	0.584329668066,     	-1.498575806023,    	1.0,                	
8,     	0.0291109759,       	0.066024940775,     	-0.997393231518,    	1.155528332355,     	-1.498575806023,    	1.0,                	
9,     	-0.011206066633,    	0.071282296489,     	-0.997393231518,    	1.726726996644,     	-1.498575806023,    	1.0,                	
10,    	-0.047965262188,    	0.053908026725,     	-0.997393231518,    	2.297925660933,     	-1.498575806023,    	1.0,                	
11,    	-0.069495825905,    	0.019418339372,     	-0.997393231518,    	2.869124325222,     	-1.498575806023,    	1.0,                	
12,    	-0.068961955931,    	-0.021236533529,    	-0.997393231518,    	3.440322989511,     	-1.498575806023,    	1.0,                	
13,    	-0.046533152211,    	-0.055148957084,    	-0.997393231518,    	4.0115216538,       	-1.498575806023,    	1.0,                	
14,    	-0.009330401452,    	-0.071551976429,    	-0.997393231518,    	4.582720318089,     	-1.498575806023,    	1.0,                	
15,    	0.030834685843,     	-0.06523774882,     	-0.997393231518,    	5.153918982378,     	-1.498575806023,    	1.0,                	
16,    	0.061209978251,     	-0.038210996909,    	-0.997393231518,    	5.725117646667,     	-1.498575806023,    	1.0,                	
17,    	0.108109105786,     	0.001464032472,     	-0.994137957154,    	0.013541347645,     	-1.462465545637,    	1.0,                	
18,    	0.099319529143,     	0.042724153308,     	-0.994137957154,    	0.406240429344,     	-1.462465545637,    	1.0,                	
19,    	0.075409454521,     	0.077479909098,     	-0.994137957154,    	0.798939511042,     	-1.462465545637,    	1.0,                	
20,    	0.040018974037,     	0.100440051085,     	-0.994137957154,    	1.191638592741,     	-1.462465545637,    	1.0,                	
21,    	-0.001464032472,    	0.108109105786,     	-0.994137957154,    	1.58433767444,      	-1.462465545637,    	1.0,                	
22,    	-0.042724153308,    	0.099319529143,     	-0.994137957154,    	1.977036756138,     	-1.462465545637,    	1.0,                	
23,    	-0.077479909098,    	0.075409454521,     	-0.994137957154,    	2.369735837837,     	-1.462465545637,    	1.0,                	
24,    	-0.100440051085,    	0.040018974037,     	-0.994137957154,    	2.762434919536,     	-1.462465545637,    	1.0,                	
25,    	-0.108109105786,    	-0.001464032472,    	-0.994137957154,    	3.155134001235,     	-1.462465545637,    	1.0,                	
26,    	-0.099319529143,    	-0.042724153308,    	-0.994137957154,    	3.547833082933,     	-1.462465545637,    	1.0,                	
27,    	-0.075409454521,    	-0.077479909098,    	-0.994137957154,    	3.940532164632,     	-1.462465545637,    	1.0,                	
28,    	-0.040018974037,    	-0.100440051085,    	-0.994137957154,    	4.333231246331,     	-1.462465545637,    	1.0,                	
29,    	0.001464032472,     	-0.108109105786,    	-0.994137957154,    	4.725930328029,     	-1.462465545637,    	1.0,                	
30,    	0.042724153308,     	-0.099319529143,    	-0.994137957154,    	5.118629409728,     	-1.462465545637,    	1.0,                	
31,    	0.077479909098,     	-0.075409454521,    	-0.994137957154,    	5.511328491427,     	-1.462465545637,    	1.0,                	
32,    	0.100440051085,     	-0.040018974037,    	-0.994137957154,    	5.904027573126,     	-1.462465545637,    	1.0,                	
33,    	0.143926905409,     	0.001890013367,     	-0.989586516556,    	0.013131003777,     	-1.426355285251,    	1.0,                	
34,    	0.137564376156,     	0.042362349605,     	-0.989586516556,    	0.298730335921,     	-1.426355285251,    	1.0,                	
35,    	0.120057199273,     	0.079402740217,     	-0.989586516556,    	0.584329668066,     	-1.426355285251,    	1.0,                	
36,    	0.092823702113,     	0.110010393042,     	-0.989586516556,    	0.86992900021,      	-1.426355285251,    	1.0,                	
37,    	0.058070180652,     	0.13170565808,      	-0.989586516556,    	1.155528332355,     	-1.426355285251,    	1.0,                	
38,    	0.01861215851,      	0.142730913985,     	-0.989586516556,    	1.441127664499,     	-1.426355285251,    	1.0,                	
39,    	-0.022353710023,    	0.142192960091,     	-0.989586516556,    	1.726726996644,     	-1.426355285251,    	1.0,                	
40,    	-0.061508613912,    	0.130135378225,     	-0.989586516556,    	2.012326328788,     	-1.426355285251,    	1.0,                	
41,    	-0.095680455709,    	0.107535001961,     	-0.989586516556,    	2.297925660933,     	-1.426355285251,    	1.0,                	
42,    	-0.122100836017,    	0.076222779372,     	-0.989586516556,    	2.583524993077,     	-1.426355285251,    	1.0,                	
43,    	-0.138629332753,    	0.038735440513,     	-0.989586516556,    	2.869124325222,     	-1.426355285251,    	1.0,                	
44,    	-0.143926905409,    	-0.001890013367,    	-0.989586516556,    	3.154723657367,     	-1.426355285251,    	1.0,                	
45,    	-0.137564376156,    	-0.042362349605,    	-0.989586516556,    	3.440322989511,     	-1.426355285251,    	1.0,                	
46,    	-0.120057199273,    	-0.079402740217,    	-0.989586516556,    	3.725922321656,     	-1.426355285251,    	1.0,                	
47,    	-0.092823702113,    	-0.110010393042,    	-0.989586516556,    	4.0115216538,       	-1.426355285251,    	1.0,                	
48,    	-0.058070180652,    	-0.13170565808,     	-0.989586516556,    	4.297120985945,     	-1.426355285251,    	1.0,                	
49,    	-0.01861215851,     	-0.142730913985,    	-0.989586516556,    	4.582720318089,     	-1.426355285251,    	1.0,                	
50,    	0.022353710023,     	-0.142192960091,    	-0.989586516556,    	4.868319650234,     	-1.426355285251,    	1.0,                	
51,    	0.061508613912,     	-0.130135378225,    	-0.989586516556,    	5.153918982378,     	-1.426355285251,    	1.0,                	
52,    	0.095680455709,     	-0.107535001961,    	-0.989586516556,    	5.439518314523,     	-1.426355285251,    	1.0,                	
53,    	0.122100836017,     	-0.076222779372,    	-0.989586516556,    	5.725117646667,     	-1.426355285251,    	1.0,                	
54,    	0.138629332753,     	-0.038735440513,    	-0.989586516556,    	6.010716978812,     	-1.426355285251,    	1.0,                	
55,    	0.179555881482,     	0.002401554165,     	-0.983744843932,    	0.013374170513,     	-1.390245024864,    	1.0,                	
56,    	0.174162092954,     	0.043745255916,     	-0.983744843932,    	0.246084737446,     	-1.390245024864,    	1.0,                	
57,    	0.159379180914,     	0.082730639598,     	-0.983744843932,    	0.478795304379,     	-1.390245024864,    	1.0,                	
58,    	0.136004095978,     	0.117255993086,     	-0.983744843932,    	0.711505871311,     	-1.390245024864,    	1.0,                	
59,    	0.105296995024,     	0.145460045635,     	-0.983744843932,    	0.944216438244,     	-1.390245024864,    	1.0,                	
60,    	0.068913305813,     	0.165822309474,     	-0.983744843932,    	1.176927005176,     	-1.390245024864,    	1.0,                	
61,    	0.028814482448,     	0.177245049687,     	-0.983744843932,    	1.409637572109,     	-1.390245024864,    	1.0,                	
62,    	-0.012837737124,    	0.179112463393,     	-0.983744843932,    	1.642348139041,     	-1.390245024864,    	1.0,                	
63,    	-0.053797870964,    	0.171323877836,     	-0.983744843932,    	1.875058705974,     	-1.390245024864,    	1.0,                	
64,    	-0.091857747656,    	0.15429917768,      	-0.983744843932,    	2.107769272907,     	-1.390245024864,    	1.0,                	
65,    	-0.124965549395,    	0.128956168916,     	-0.983744843932,    	2.340479839839,     	-1.390245024864,    	1.0,                	
66,    	-0.151336426021,    	0.096661099707,     	-0.983744843932,    	2.573190406772,     	-1.390245024864,    	1.0,                	
67,    	-0.169548716747,    	0.059155005592,     	-0.983744843932,    	2.805900973704,     	-1.390245024864,    	1.0,                	
68,    	-0.178620592268,    	0.018459849815,     	-0.983744843932,    	3.038611540637,     	-1.390245024864,    	1.0,                	
69,    	-0.178062985425,    	-0.023230481244,    	-0.983744843932,    	3.271322107569,     	-1.390245024864,    	1.0,                	
70,    	-0.167905956948,    	-0.063668451046,    	-0.983744843932,    	3.504032674502,     	-1.390245024864,    	1.0,                	
71,    	-0.148697074871,    	-0.100674038173,    	-0.983744843932,    	3.736743241435,     	-1.390245024864,    	1.0,                	
72,    	-0.121471894999,    	-0.132252261843,    	-0.983744843932,    	3.969453808367,     	-1.390245024864,    	1.0,                	
73,    	-0.087698133826,    	-0.156700731845,    	-0.983744843932,    	4.2021643753,       	-1.390245024864,    	1.0,                	
74,    	-0.049196543558,    	-0.172701424832,    	-0.983744843932,    	4.434874942232,     	-1.390245024864,    	1.0,                	
75,    	-0.008042754893,    	-0.179391739305,    	-0.983744843932,    	4.667585509165,     	-1.390245024864,    	1.0,                	
76,    	0.033544620769,     	-0.176410998678,    	-0.983744843932,    	4.900296076097,     	-1.390245024864,    	1.0,                	
77,    	0.073323597244,     	-0.16391989545,     	-0.983744843932,    	5.13300664303,      	-1.390245024864,    	1.0,                	
78,    	0.109149679612,     	-0.142591828229,    	-0.983744843932,    	5.365717209963,     	-1.390245024864,    	1.0,                	
79,    	0.1390914745,       	-0.11357659864,     	-0.983744843932,    	5.598427776895,     	-1.390245024864,    	1.0,                	
80,    	0.161534811995,     	-0.07843842522,     	-0.983744843932,    	5.831138343828,     	-1.390245024864,    	1.0,                	
81,    	0.175269765963,     	-0.039071615993,    	-0.983744843932,    	6.06384891076,      	-1.390245024864,    	1.0,                	
82,    	0.214950731152,     	0.002910900501,     	-0.97662055571,     	0.013541347645,     	-1.354134764478,    	1.0,                	
83,    	0.21025262461,      	0.044789775722,     	-0.97662055571,     	0.209890888494,     	-1.354134764478,    	1.0,                	
84,    	0.197474627615,     	0.084947404981,     	-0.97662055571,     	0.406240429344,     	-1.354134764478,    	1.0,                	
85,    	0.177107791425,     	0.121840553105,     	-0.97662055571,     	0.602589970193,     	-1.354134764478,    	1.0,                	
86,    	0.149934802135,     	0.154051437102,     	-0.97662055571,     	0.798939511042,     	-1.354134764478,    	1.0,                	
87,    	0.116999902483,     	0.180342210765,     	-0.97662055571,     	0.995289051892,     	-1.354134764478,    	1.0,                	
88,    	0.079568762192,     	0.199702534405,     	-0.97662055571,     	1.191638592741,     	-1.354134764478,    	1.0,                	
89,    	0.039079838994,     	0.211388401642,     	-0.97662055571,     	1.38798813359,      	-1.354134764478,    	1.0,                	
90,    	-0.002910900501,    	0.214950731152,     	-0.97662055571,     	1.58433767444,      	-1.354134764478,    	1.0,                	
91,    	-0.044789775722,    	0.21025262461,      	-0.97662055571,     	1.780687215289,     	-1.354134764478,    	1.0,                	
92,    	-0.084947404981,    	0.197474627615,     	-0.97662055571,     	1.977036756138,     	-1.354134764478,    	1.0,                	
93,    	-0.121840553105,    	0.177107791425,     	-0.97662055571,     	2.173386296988,     	-1.354134764478,    	1.0,                	
94,    	-0.154051437102,    	0.149934802135,     	-0.97662055571,     	2.369735837837,     	-1.354134764478,    	1.0,                	
95,    	-0.180342210765,    	0.116999902483,     	-0.97662055571,     	2.566085378686,     	-1.354134764478,    	1.0,                	
96,    	-0.199702534405,    	0.079568762192,     	-0.97662055571,     	2.762434919536,     	-1.354134764478,    	1.0,                	
