This run aims to check if discrepancy is less than 0.0231
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.046513501787,     	0.0,                	0.998917661347,     	0.0,                	1.524266036619,     	1.0,                	0.005819870942,     	0.013579037903,     	0.013579037903,     	Normal,             	
1,     	0.044531386237,     	0.01343359551,      	0.998917661347,     	0.292984334494,     	1.524266036619,     	1.0,                	0.005611388675,     	0.014748093424,     	0.014748093424,     	Normal,             	
2,     	0.038087384216,     	0.026699382241,     	0.998917661347,     	0.611399006569,     	1.524266036619,     	1.0,                	0.005853019047,     	0.014696467883,     	0.014696467883,     	Normal,             	
3,     	0.027856187572,     	0.037249680031,     	0.998917661347,     	0.928689608437,     	1.524266036619,     	1.0,                	0.005851017539,     	0.014251614174,     	0.014251614174,     	Normal,             	
4,     	0.015270151858,     	0.043935501712,     	0.998917661347,     	1.236298322604,     	1.524266036619,     	1.0,                	0.005863700147,     	0.01406599237,      	0.01406599237,      	Normal,             	
5,     	0.001438295635,     	0.0464912589,       	0.998917661347,     	1.539869286488,     	1.524266036619,     	1.0,                	0.005790106219,     	0.013631592666,     	0.013631592666,     	Normal,             	
6,     	-0.012101471446,    	0.04491169377,      	0.998917661347,     	1.833995784007,     	1.524266036619,     	1.0,                	0.005895945103,     	0.01430595425,      	0.01430595425,      	Normal,             	
7,     	-0.025178071875,    	0.039109724432,     	0.998917661347,     	2.142786772608,     	1.524266036619,     	1.0,                	0.005829624539,     	0.014221845778,     	0.014221845778,     	Normal,             	
8,     	-0.035818672117,    	0.029673701762,     	0.998917661347,     	2.449747863175,     	1.524266036619,     	1.0,                	0.00580391766,      	0.013597329493,     	0.013597329493,     	Normal,             	
9,     	-0.04286956268,     	0.018047338977,     	0.998917661347,     	2.743129714497,     	1.524266036619,     	1.0,                	0.005830662778,     	0.014257637453,     	0.014257637453,     	Normal,             	
10,    	-0.046322213803,    	0.004214066552,     	0.998917661347,     	3.050869471519,     	1.524266036619,     	1.0,                	0.005620696953,     	0.014367104213,     	0.014367104213,     	Normal,             	
11,    	-0.045398506423,    	-0.010123312851,    	0.998917661347,     	3.360991027061,     	1.524266036619,     	1.0,                	0.005840890249,     	0.013896936732,     	0.013896936732,     	Normal,             	
12,    	0.084993282084,     	0.0,                	0.996381524317,     	0.0,                	1.485700380725,     	1.0,                	0.003332539267,     	0.030251900279,     	0.030251900279,     	Normal,             	
13,    	0.079609459693,     	0.029768975914,     	0.996381524317,     	0.357838987841,     	1.485700380725,     	1.0,                	0.003209745203,     	0.031463539905,     	0.031463539905,     	Normal,             	
14,    	0.063324922309,     	0.056690494918,     	0.996381524317,     	0.730174576655,     	1.485700380725,     	1.0,                	0.00331100114,      	0.031352690277,     	0.031352690277,     	Normal,             	
15,    	0.038462980304,     	0.075792197129,     	0.996381524317,     	1.101183099842,     	1.485700380725,     	1.0,                	0.003337115191,     	0.031435254325,     	0.031435254325,     	Normal,             	
16,    	0.00828355798,      	0.084588655662,     	0.996381524317,     	1.473180044629,     	1.485700380725,     	1.0,                	0.003339125302,     	0.030764037315,     	0.030764037315,     	Normal,             	
17,    	-0.022371061516,    	0.081996302393,     	0.996381524317,     	1.837144106132,     	1.485700380725,     	1.0,                	0.003216990604,     	0.031217517121,     	0.031217517121,     	Normal,             	
18,    	-0.050466606341,    	0.068388446714,     	0.996381524317,     	2.20653459168,      	1.485700380725,     	1.0,                	0.003293208286,     	0.031106083639,     	0.031106083639,     	Normal,             	
19,    	-0.071693142476,    	0.045650315676,     	0.996381524317,     	2.574591390032,     	1.485700380725,     	1.0,                	0.003358889883,     	0.030653112407,     	0.030653112407,     	Normal,             	
20,    	-0.083224591224,    	0.017248925041,     	0.996381524317,     	2.937228517261,     	1.485700380725,     	1.0,                	0.003285801699,     	0.030984919524,     	0.030984919524,     	Normal,             	
21,    	-0.083877107611,    	-0.013729122997,    	0.996381524317,     	3.303835355525,     	1.485700380725,     	1.0,                	0.003366257495,     	0.030271104611,     	0.030271104611,     	Normal,             	
22,    	0.133338178227,     	0.0,                	0.991070598003,     	0.0,                	1.437059848841,     	1.0,                	0.003619488344,     	0.027651652186,     	0.027651652186,     	Normal,             	
23,    	0.130470980405,     	0.0275026007,       	0.991070598003,     	0.20775327634,      	1.437059848841,     	1.0,                	0.003774194826,     	0.027340824262,     	0.027340824262,     	Normal,             	
24,    	0.122118498721,     	0.053536361878,     	0.991070598003,     	0.413162936944,     	1.437059848841,     	1.0,                	0.0036038292,       	0.027994685558,     	0.027994685558,     	Normal,             	
25,    	0.108249014365,     	0.077853841665,     	0.991070598003,     	0.623502987826,     	1.437059848841,     	1.0,                	0.003229718154,     	0.028949267497,     	0.028949267497,     	Normal,             	
26,    	0.088894639972,     	0.099382155125,     	0.991070598003,     	0.841043302583,     	1.437059848841,     	1.0,                	0.003493393095,     	0.029170597453,     	0.029170597453,     	Normal,             	
27,    	0.065155826812,     	0.116334809947,     	0.991070598003,     	1.060253475836,     	1.437059848841,     	1.0,                	0.003575314989,     	0.029048896611,     	0.029048896611,     	Normal,             	
28,    	0.038415848951,     	0.127684346427,     	0.991070598003,     	1.278545439125,     	1.437059848841,     	1.0,                	0.00363743615,      	0.027518575339,     	0.027518575339,     	Normal,             	
29,    	0.011386666722,     	0.132851095569,     	0.991070598003,     	1.485295292654,     	1.437059848841,     	1.0,                	0.003584434732,     	0.02838326159,      	0.02838326159,      	Normal,             	
30,    	-0.016990256285,    	0.132251279632,     	0.991070598003,     	1.698565976873,     	1.437059848841,     	1.0,                	0.003916505437,     	0.027056527395,     	0.027056527395,     	Normal,             	
31,    	-0.043337966667,    	0.126098732817,     	0.991070598003,     	1.901832311517,     	1.437059848841,     	1.0,                	0.003369828601,     	0.029257774295,     	0.029257774295,     	Normal,             	
32,    	-0.069796886591,    	0.113611022331,     	0.991070598003,     	2.121700246153,     	1.437059848841,     	1.0,                	0.00362880005,      	0.027807965902,     	0.027807965902,     	Normal,             	
33,    	-0.091843668785,    	0.096663386435,     	0.991070598003,     	2.330632222423,     	1.437059848841,     	1.0,                	0.003491210454,     	0.027797552563,     	0.027797552563,     	Normal,             	
34,    	-0.10988987201,     	0.075520101977,     	0.991070598003,     	2.539485673564,     	1.437059848841,     	1.0,                	0.003509319781,     	0.028565861336,     	0.028565861336,     	Normal,             	
35,    	-0.123454104644,    	0.050380093486,     	0.991070598003,     	2.754133680115,     	1.437059848841,     	1.0,                	0.003527456767,     	0.028687549524,     	0.028687549524,     	Normal,             	
36,    	-0.131373137908,    	0.022807200822,     	0.991070598003,     	2.969699619019,     	1.437059848841,     	1.0,                	0.00352459366,      	0.028595545628,     	0.028595545628,     	Normal,             	
37,    	-0.133215047067,    	-0.005728962207,    	0.991070598003,     	3.184571539347,     	1.437059848841,     	1.0,                	0.00407160127,      	0.026883540762,     	0.026883540762,     	Normal,             	
38,    	0.178807289395,     	0.0,                	0.983884115767,     	0.0,                	1.391022256448,     	1.0,                	0.003642528185,     	0.027098846448,     	0.027098846448,     	Normal,             	
39,    	0.176753828707,     	0.02702093222,      	0.983884115767,     	0.151698780599,     	1.391022256448,     	1.0,                	0.00357916973,      	0.030175527055,     	0.030175527055,     	Normal,             	
40,    	0.169693067116,     	0.056358758976,     	0.983884115767,     	0.320659736329,     	1.391022256448,     	1.0,                	0.003834354826,     	0.026856617921,     	0.026856617921,     	Normal,             	
41,    	0.159337853491,     	0.08113874035,      	0.983884115767,     	0.470999955221,     	1.391022256448,     	1.0,                	0.003557626963,     	0.029884181164,     	0.029884181164,     	Normal,             	
42,    	0.143599148394,     	0.10654262678,      	0.983884115767,     	0.638325750751,     	1.391022256448,     	1.0,                	0.00356033394,      	0.029537903926,     	0.029537903926,     	Normal,             	
43,    	0.124099733278,     	0.128729572907,     	0.983884115767,     	0.803708233103,     	1.391022256448,     	1.0,                	0.003776224025,     	0.027443537862,     	0.027443537862,     	Normal,             	
