This run aims to check if discrepancy is less than 0.0188
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.037660763899,     	0.0,                	0.999290581794,     	0.0,                	1.533126654624,     	1.0,                	0.004714931532,     	0.011145998401,     	0.011145998401,     	Normal,             	
1,     	0.036011391083,     	0.0110232867,       	0.999290581794,     	0.297048761891,     	1.533126654624,     	1.0,                	0.004716545168,     	0.011190616054,     	0.011190616054,     	Normal,             	
2,     	0.03118246615,      	0.021118402928,     	0.999290581794,     	0.595295491068,     	1.533126654624,     	1.0,                	0.004730489278,     	0.011355213472,     	0.011355213472,     	Normal,             	
3,     	0.023470364231,     	0.029452930929,     	0.999290581794,     	0.897962535382,     	1.533126654624,     	1.0,                	0.004741537758,     	0.01141270238,      	0.01141270238,      	Normal,             	
4,     	0.013570334009,     	0.035130886301,     	0.999290581794,     	1.202173812291,     	1.533126654624,     	1.0,                	0.004683404173,     	0.011348923929,     	0.011348923929,     	Normal,             	
5,     	0.002488481227,     	0.037578459237,     	0.999290581794,     	1.50467192173,      	1.533126654624,     	1.0,                	0.004761644014,     	0.011422748738,     	0.011422748738,     	Normal,             	
6,     	-0.008891938156,    	0.036595991219,     	0.999290581794,     	1.809153076624,     	1.533126654624,     	1.0,                	0.00470263964,      	0.011487580923,     	0.011487580923,     	Normal,             	
7,     	-0.019510482109,    	0.032212951205,     	0.999290581794,     	2.115375970325,     	1.533126654624,     	1.0,                	0.00478849108,      	0.01160167025,      	0.01160167025,      	Normal,             	
8,     	-0.028389726863,    	0.024745838965,     	0.999290581794,     	2.424664482156,     	1.533126654624,     	1.0,                	0.004814308591,     	0.011559924657,     	0.011559924657,     	Normal,             	
9,     	-0.034558037124,    	0.014969141844,     	0.999290581794,     	2.732831191433,     	1.533126654624,     	1.0,                	0.004765634329,     	0.011554004308,     	0.011554004308,     	Normal,             	
10,    	-0.037469772015,    	0.003788049971,     	0.999290581794,     	3.040838814896,     	1.533126654624,     	1.0,                	0.004772047947,     	0.01146409365,      	0.01146409365,      	Normal,             	
11,    	-0.036873425805,    	-0.007660522622,    	0.999290581794,     	3.346430688021,     	1.533126654624,     	1.0,                	0.004656897372,     	0.011415404181,     	0.011415404181,     	Normal,             	
12,    	0.069034383376,     	0.0,                	0.997614281129,     	0.0,                	1.501706992099,     	1.0,                	0.002719747429,     	0.024563933865,     	0.024563933865,     	Normal,             	
13,    	0.064664192629,     	0.024172055762,     	0.997614281129,     	0.35772607798,      	1.501706992099,     	1.0,                	0.002706836869,     	0.024759097967,     	0.024759097967,     	Normal,             	
14,    	0.051976599413,     	0.04543323895,      	0.997614281129,     	0.718325418922,     	1.501706992099,     	1.0,                	0.00282631854,      	0.025449660451,     	0.025449660451,     	Normal,             	
15,    	0.031982618494,     	0.061178903245,     	0.997614281129,     	1.089097509897,     	1.501706992099,     	1.0,                	0.002862956094,     	0.024946414655,     	0.024946414655,     	Normal,             	
16,    	0.008150545212,     	0.068551547764,     	0.997614281129,     	1.452455289605,     	1.501706992099,     	1.0,                	0.002553418714,     	0.025331748601,     	0.025331748601,     	Normal,             	
17,    	-0.017125756128,    	0.066876412621,     	0.997614281129,     	1.821489728867,     	1.501706992099,     	1.0,                	0.002869043964,     	0.025320554296,     	0.025320554296,     	Normal,             	
18,    	-0.040086840739,    	0.056203125248,     	0.997614281129,     	2.19035921376,      	1.501706992099,     	1.0,                	0.0028322097,       	0.024819668712,     	0.024819668712,     	Normal,             	
19,    	-0.057373376861,    	0.038393250912,     	0.997614281129,     	2.551850447638,     	1.501706992099,     	1.0,                	0.002642328526,     	0.025295303019,     	0.025295303019,     	Normal,             	
20,    	-0.067351673064,    	0.015149198775,     	0.997614281129,     	2.920347850123,     	1.501706992099,     	1.0,                	0.002876311853,     	0.025023625124,     	0.025023625124,     	Normal,             	
21,    	-0.06832727977,     	-0.009855400919,    	0.997614281129,     	3.284842839788,     	1.501706992099,     	1.0,                	0.002865055312,     	0.025028034989,     	0.025028034989,     	Normal,             	
