This run aims to check if discrepancy is less than 0.0123
number,	x,                  	y,                  	z,                  	theta,              	phi,                	norm,               	discrepancy,        	conf. r,            	covered radius,     	covering type,      	

0,     	0.024860067246,     	0.0,                	0.999690940769,     	0.0,                	1.545933698155,     	1.0,                	0.003140089461,     	0.007211103595,     	0.007211103595,     	Normal,             	
1,     	0.023814212974,     	0.007134858366,     	0.999690940769,     	0.291094411687,     	1.545933698155,     	1.0,                	0.003179820788,     	0.007394829581,     	0.007394829581,     	Normal,             	
2,     	0.020661938855,     	0.013824153725,     	0.999690940769,     	0.589660268327,     	1.545933698155,     	1.0,                	0.003163385634,     	0.007327002651,     	0.007327002651,     	Normal,             	
3,     	0.015734625764,     	0.019246934705,     	0.999690940769,     	0.885467375598,     	1.545933698155,     	1.0,                	0.003167665795,     	0.007260612253,     	0.007260612253,     	Normal,             	
4,     	0.009502568478,     	0.022972247077,     	0.999690940769,     	1.178574711126,     	1.545933698155,     	1.0,                	0.003171567569,     	0.00735954229,      	0.00735954229,      	Normal,             	
5,     	0.002360409698,     	0.024747755646,     	0.999690940769,     	1.475705243901,     	1.545933698155,     	1.0,                	0.003177224577,     	0.007341720477,     	0.007341720477,     	Normal,             	
6,     	-0.004970958235,    	0.02435800726,      	0.999690940769,     	1.772110926339,     	1.545933698155,     	1.0,                	0.003177442215,     	0.007310152578,     	0.007310152578,     	Normal,             	
7,     	-0.011840730406,    	0.021859095291,     	0.999690940769,     	2.067232772614,     	1.545933698155,     	1.0,                	0.003168023509,     	0.007368145418,     	0.007368145418,     	Normal,             	
8,     	-0.01772783099,     	0.017428337611,     	0.999690940769,     	2.364713226616,     	1.545933698155,     	1.0,                	0.003176309344,     	0.007292548523,     	0.007292548523,     	Normal,             	
9,     	-0.022022290939,    	0.011534368006,     	0.999690940769,     	2.659119186103,     	1.545933698155,     	1.0,                	0.003161507921,     	0.007234961345,     	0.007234961345,     	Normal,             	
10,    	-0.024410768609,    	0.004705031283,     	0.999690940769,     	2.951183569368,     	1.545933698155,     	1.0,                	0.0031289948,       	0.007431812697,     	0.007431812697,     	Normal,             	
11,    	-0.024710738523,    	-0.002720725111,    	0.999690940769,     	3.251253894533,     	1.545933698155,     	1.0,                	0.003156854237,     	0.007248856866,     	0.007248856866,     	Normal,             	
12,    	0.045713682026,     	0.0,                	0.99895458319,      	0.0,                	1.525066708154,     	1.0,                	0.001620454813,     	0.016585387349,     	0.016585387349,     	Normal,             	
13,    	0.042705008678,     	0.016310210244,     	0.99895458319,      	0.364830077563,     	1.525066708154,     	1.0,                	0.001522211876,     	0.016658079972,     	0.016658079972,     	Normal,             	
14,    	0.034025700046,     	0.030528551568,     	0.99895458319,      	0.731277276559,     	1.525066708154,     	1.0,                	0.001567882352,     	0.016719519311,     	0.016719519311,     	Normal,             	
15,    	0.020772555161,     	0.040721513681,     	0.99895458319,      	1.099091445132,     	1.525066708154,     	1.0,                	0.001520277763,     	0.016724489412,     	0.016724489412,     	Normal,             	
16,    	0.004735660195,     	0.045467727532,     	0.99895458319,      	1.467016201542,     	1.525066708154,     	1.0,                	0.001579069398,     	0.016724883339,     	0.016724883339,     	Normal,             	
17,    	-0.011935482315,    	0.044128052147,     	0.99895458319,      	1.834949723129,     	1.525066708154,     	1.0,                	0.001562352965,     	0.01672491451,      	0.01672491451,      	Normal,             	
18,    	-0.0270090294,      	0.036881608632,     	0.99895458319,      	2.202883938286,     	1.525066708154,     	1.0,                	0.001551121045,     	0.016724916976,     	0.016724916976,     	Normal,             	
19,    	-0.038467277481,    	0.024698366092,     	0.99895458319,      	2.570818208317,     	1.525066708154,     	1.0,                	0.001558427489,     	0.016653661498,     	0.016653661498,     	Normal,             	
20,    	-0.044761820896,    	0.009280092373,     	0.99895458319,      	2.93716710696,      	1.525066708154,     	1.0,                	0.001575278796,     	0.016724406067,     	0.016724406067,     	Normal,             	
21,    	-0.045104046855,    	-0.0074408119,      	0.99895458319,      	3.305090008885,     	1.525066708154,     	1.0,                	0.001566768869,     	0.016791104838,     	0.016791104838,     	Normal,             	
22,    	0.072321060197,     	0.0,                	0.997381403602,     	0.0,                	1.498412073846,     	1.0,                	0.001900377194,     	0.015138108702,     	0.015138108702,     	Normal,             	
23,    	0.070736719934,     	0.015054972634,     	0.997381403602,     	0.209702149041,     	1.498412073846,     	1.0,                	0.001881108237,     	0.015385593225,     	0.015385593225,     	Normal,             	
24,    	0.065951379131,     	0.029677455059,     	0.997381403602,     	0.422845533987,     	1.498412073846,     	1.0,                	0.001897477671,     	0.015211101428,     	0.015211101428,     	Normal,             	
25,    	0.058285243048,     	0.04281549008,      	0.997381403602,     	0.6335625709,       	1.498412073846,     	1.0,                	0.001916160305,     	0.015265984229,     	0.015265984229,     	Normal,             	
26,    	0.04799943845,      	0.054096114985,     	0.997381403602,     	0.84504273189,      	1.498412073846,     	1.0,                	0.001823875046,     	0.015343617388,     	0.015343617388,     	Normal,             	
