number	direction_ind	# of covercap	
0	122	2	
1	154	2	
2	176	2	
3	197	2	
4	203	2	
5	213	2	
6	215	2	
7	223	2	
8	235	2	
9	241	2	
10	252	2	
11	253	2	
12	265	2	
13	281	2	
14	290	2	
15	297	2	
16	298	2	
17	300	2	
18	356	2	
19	378	2	
20	395	2	
21	485	2	
22	497	2	
23	515	2	
24	552	2	
25	563	2	
26	623	2	
27	731	2	
28	955	2	
29	1056	2	
30	1057	2	
31	1058	2	
32	1059	2	
33	1060	2	
34	1062	2	
35	1098	2	
36	1101	2	
37	1104	2	
38	1131	2	
39	1147	2	
40	1153	2	
41	1154	2	
42	1158	2	
43	1160	2	
44	1161	2	
45	1165	2	
46	1187	2	
47	1239	2	
48	1252	2	
49	1254	2	
50	1257	2	
51	1259	2	
52	1260	2	
53	1261	2	
54	1263	2	
55	1275	2	
56	1292	2	
57	1301	2	
58	1314	2	
59	1337	2	
60	1343	2	
61	1355	2	
62	1361	2	
63	1364	2	
64	1365	2	
65	1368	2	
66	1376	2	
67	1390	2	
68	1405	2	
69	1406	2	
70	1410	2	
71	1423	2	
72	1430	2	
73	1437	2	
74	1453	2	
75	1460	2	
76	1462	2	
77	1474	2	
78	1476	2	
79	1491	2	
80	1610	2	
81	1611	2	
82	1649	2	
83	1655	2	
84	1676	2	
85	1688	2	
86	1699	2	
87	1707	2	
88	1781	2	
89	1789	2	
90	1795	2	
91	1858	2	
92	1908	2	
93	1912	2	
94	1995	2	
95	2012	2	
96	2026	2	
97	2031	2	
98	2032	2	
99	2034	2	
100	2036	2	
101	2040	2	
102	2043	2	
103	2047	2	
104	2050	2	
105	2051	2	
106	2052	2	
107	2057	2	
108	2060	2	
109	2066	2	
110	2070	2	
111	2074	2	
112	2079	2	
113	2091	2	
114	2099	2	
115	2110	2	
116	2176	2	
117	2181	2	
118	2183	2	
119	2185	2	
120	2186	2	
121	2188	2	
122	2190	2	
123	2192	2	
124	2195	2	
125	2197	2	
126	2199	2	
127	2204	2	
128	2223	2	
129	2320	2	
130	2324	2	
131	2326	2	
132	2331	2	
133	2332	2	
134	2333	2	
135	2335	2	
136	2336	2	
137	2367	2	
138	2368	2	
139	2369	2	
140	2371	2	
141	2373	2	
142	2375	2	
143	2489	2	
144	2536	2	
145	2638	2	
146	2639	2	
147	2640	2	
148	2641	2	
149	2643	2	
150	2672	2	
151	2693	2	
152	2694	2	
153	2695	2	
154	2792	2	
155	2793	2	
156	2855	2	
157	2856	2	
158	2956	2	
159	2957	2	
160	3107	2	
161	3109	2	
162	3124	2	
163	3125	2	
164	3126	2	
165	3127	2	
166	3128	2	
167	3135	2	
168	3191	2	
169	3194	2	
170	3196	2	
171	3197	2	
172	3198	2	
173	3199	2	
174	3211	2	
175	3366	2	
176	3454	2	
177	3547	2	
178	3800	2	
179	3802	2	
180	3804	2	
181	3893	2	
182	3895	2	
183	3898	2	
184	3938	2	
185	3975	2	
186	3980	2	
187	3981	2	
188	4075	2	
189	4079	2	
190	4081	2	
191	4117	2	
192	4161	2	
193	4162	2	
194	4165	2	
195	4166	2	
196	4259	2	
197	4260	2	
198	4263	2	
199	4264	2	
200	4341	2	
201	4345	2	
202	4408	2	
203	4441	2	
204	4442	2	
205	4446	2	
206	4447	2	
207	4513	2	
208	4523	2	
209	4867	2	
210	4898	2	
211	5010	2	
212	5045	2	
213	5048	2	
214	5052	2	
215	5082	2	
216	5084	2	
217	5197	2	
218	5198	2	
219	5240	2	
220	5268	2	
221	5335	2	
222	5395	2	
223	5412	2	
224	5424	2	
225	5428	2	
226	5435	2	
227	5467	2	
228	5482	2	
229	5513	2	
230	5546	2	
231	5584	2	
232	5599	2	
233	5626	2	
234	5630	2	
235	5826	2	
236	5834	2	
237	5839	2	
238	5841	2	
239	5843	2	
240	5846	2	
241	5847	2	
242	5864	2	
243	5866	2	
244	5869	2	
245	5871	2	
246	5873	2	
247	5909	2	
248	5912	2	
249	5916	2	
250	5945	2	
251	5948	2	
252	5951	2	
253	5965	2	
254	5978	2	
255	5981	2	
256	5984	2	
257	5991	2	
258	5994	2	
259	5996	2	
260	6011	2	
261	6014	2	
262	6015	2	
263	6019	2	
264	6020	2	
265	6021	2	
266	6023	2	
267	6060	2	
268	6061	2	
269	6109	2	
270	6205	2	
271	6227	2	
272	6253	2	
273	6254	2	
274	6256	2	
275	6258	2	
276	6259	2	
277	6261	2	
278	6264	2	
279	6265	2	
280	6266	2	
281	6267	2	
282	6268	2	
283	6275	2	
284	6303	2	
285	6306	2	
286	6307	2	
287	6311	2	
288	6313	2	
289	6325	2	
290	6342	2	
291	6345	2	
292	6355	2	
293	6363	2	
294	6366	2	
295	6370	2	
296	6390	2	
297	6396	2	
298	6399	2	
299	6400	2	
300	6402	2	
301	6404	2	
302	6405	2	
303	6410	2	
304	6412	2	
305	6414	2	
306	6432	2	
307	6466	2	
308	6467	2	
309	6469	2	
310	6472	2	
311	6478	2	
312	6484	2	
313	6497	2	
314	6509	2	
315	6512	2	
316	6517	2	
317	6552	2	
318	6569	2	
319	6573	2	
320	6579	2	
321	6584	2	
322	6601	2	
323	6602	2	
324	6610	2	
325	6616	2	
326	6618	2	
327	6619	2	
328	6631	2	
329	6644	2	
330	6646	2	
331	6671	2	
332	6672	2	
333	6680	2	
334	6700	2	
335	6726	2	
336	6729	2	
337	6732	2	
338	6779	2	
339	6781	2	
340	6784	2	
341	6785	2	
342	6826	2	
343	6827	2	
344	6828	2	
345	6830	2	
346	6833	2	
347	6835	2	
348	6836	2	
349	6841	2	
350	6892	2	
351	6938	2	
352	6941	2	
353	7039	2	
354	7040	2	
355	7106	2	
356	7119	2	
357	7148	2	
358	7149	2	
359	7206	2	
360	7299	2	
361	7303	2	
362	7355	2	
363	7366	2	
364	7418	2	
365	7462	2	
366	7476	2	
367	7547	2	
368	7573	2	
369	7637	2	
370	7638	2	
371	7663	2	
372	7684	2	
373	7734	2	
374	7769	2	
375	7775	2	
376	7859	2	
377	7940	2	
378	7947	2	
379	7961	2	
380	7963	2	
381	7991	2	
382	8003	2	
383	8005	2	
384	8006	2	
385	8012	2	
386	8028	2	
387	8071	2	
388	8075	2	
389	8077	2	
390	8086	2	
